Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAN, time_subproblem_BAN, time_master_BAUl, time_subproblem_BAUl, time_master_BAUe, time_subproblem_BAUe, time_master_BAUD, time_subproblem_BAUD, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCUl, time_subproblem_KCUl, time_master_KCUl, time_subproblem_KCUe, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
101,90,2,600,0.064024,0.235165,0.071902,0.117603,0.063009,0.116057,0.628637,0.357235,0.046857,0.07806,6.01139,0.282903,3.85101,0.301187,0.100058,0.290965,0.101919,0.273015,0.098396,0.136887,0.1028,0.134764,0.103676,0.133978,0.096644,0.323194,0.10053,0.335302
1,90,2,600,0.035829,0.00022,0.038165,0.000102,0.043583,0.000166,0.109554,0.00026,0.036824,0.000131,0.030821,0.002896,0.041913,0.001231,0.02395,0.001746,0.023354,0.001767,0.024001,0.000218,0.061702,0.000386,0.043011,0.000217,0.02445,0.002901,0.022713,0.00223
21,90,2,600,0.038066,0.008554,0.039823,0.004437,0.03643,0.004276,0.06888,0.006793,0.04515,0.004011,0.18992,0.02233,0.168875,0.017803,0.029853,0.022264,0.028917,0.025131,0.0286,0.007772,0.050874,0.012366,0.034735,0.007964,0.027864,0.029529,0.028155,0.028061
41,90,2,600,0.034103,0.02877,0.039081,0.014987,0.035074,0.015948,0.061972,0.023684,0.036908,0.015298,0.82641,0.079147,0.881912,0.05747,0.043252,0.061366,0.038247,0.073526,0.037933,0.02615,0.075284,0.039653,0.042806,0.026292,0.043025,0.073485,0.038489,0.060014
61,90,2,600,0.034715,0.060287,0.038238,0.030685,0.033963,0.031448,0.063659,0.047154,0.03821,0.031442,1.96716,0.141663,1.86539,0.14154,0.056411,0.128358,0.055876,0.107497,0.061692,0.053279,0.090009,0.082824,0.058482,0.052967,0.053313,0.143784,0.053637,0.138945
81,90,2,600,0.034974,0.103294,0.037287,0.052339,0.039128,0.05185,0.062768,0.079845,0.038243,0.05169,3.2505,0.196346,5.07085,0.203647,0.076846,0.238232,0.076715,0.206257,0.077011,0.090869,0.122813,0.142435,0.07942,0.090978,0.075362,0.201104,0.075855,0.21924
101,90,2,600,0.035223,0.157737,0.037509,0.080736,0.036328,0.078623,0.064175,0.119116,0.037738,0.078059,5.92541,0.328724,6.38258,0.330782,0.102499,0.322103,0.101444,0.27086,0.101638,0.136579,0.159126,0.213082,0.104615,0.13605,0.099143,0.328748,0.099936,0.327949
1,90,2,600,0.065582,0.000276,0.076196,0.000191,0.061131,0.00016,0.072331,0.000192,0.076404,0.000172,0.055423,0.003315,0.044909,0.002592,0.054667,0.002695,0.042163,0.002919,0.047605,0.000281,0.04265,0.000315,0.044928,0.000304,0.042132,0.003502,0.039604,0.002743
21,90,2,600,0.66547,0.038907,0.69782,0.022629,0.662165,0.021448,0.856231,0.023017,1.56048,0.0252,0.177493,0.022373,0.149669,0.019192,0.032614,0.026829,0.037747,0.028379,0.032996,0.008199,0.038331,0.008408,0.036643,0.009184,0.03432,0.027186,0.034328,0.02659
41,90,2,600,0.708,0.15036,0.809858,0.082497,0.690576,0.081137,0.734837,0.069803,1.31506,0.080724,0.473076,0.080158,0.375589,0.073092,0.046564,0.07623,0.044272,0.077025,0.045303,0.025807,0.046663,0.026279,0.048376,0.025722,0.042774,0.05784,0.046175,0.069079
61,90,2,600,0.917143,0.300439,1.02679,0.159139,0.924882,0.158748,1.1089,0.179605,1.96765,0.176473,1.25681,0.159232,0.928337,0.132247,0.057436,0.119536,0.057166,0.111689,0.056402,0.053049,0.055711,0.052427,0.060229,0.052429,0.05662,0.124029,0.055791,0.137554
81,90,2,600,0.639669,0.467737,0.71864,0.241115,0.63381,0.238743,0.848096,0.238968,1.1671,0.241704,2.03589,0.18611,1.53612,0.208265,0.079952,0.203121,0.077138,0.176002,0.076356,0.089741,0.076827,0.089638,0.079993,0.0894,0.076316,0.215152,0.076184,0.201817
101,90,2,600,0.618699,0.700257,0.70675,0.359545,0.62297,0.360024,0.906856,0.361707,1.16307,0.363793,1.98443,0.287769,2.1234,0.318137,0.104388,0.283329,0.103616,0.315776,0.102596,0.135493,0.101361,0.135399,0.107147,0.137323,0.101314,0.280657,0.101984,0.297199
1,90,2,600,0.120942,0.000461,0.129785,0.000247,0.128438,0.000217,0.140492,0.000246,0.097387,0.000147,0.039876,0.002289,0.034449,0.001943,0.069164,0.004925,0.0626,0.004661,0.059531,0.000425,0.078704,0.000415,0.054337,0.000299,0.061352,0.005105,0.069596,0.003873
21,90,2,600,4.87585,0.079912,7.03969,0.039579,5.01175,0.042942,4.18314,0.042272,8.34949,0.041193,0.136137,0.029145,0.116134,0.027431,0.038016,0.029982,0.038346,0.029199,0.035622,0.007396,0.037344,0.008368,0.04185,0.008318,0.036784,0.029954,0.042456,0.029053
41,90,2,600,5.50199,0.263999,6.93575,0.1375,5.29259,0.139696,4.49417,0.129998,9.27532,0.133616,0.268832,0.081259,0.214725,0.074365,0.050049,0.071527,0.049021,0.063678,0.045142,0.025981,0.047167,0.025694,0.052411,0.025781,0.048541,0.065115,0.045231,0.074661
61,90,2,600,6.26356,0.538872,8.78119,0.289464,5.98508,0.284318,4.80717,0.267721,7.7032,0.255598,0.406763,0.135012,0.400712,0.139495,0.063315,0.125044,0.060928,0.119229,0.060861,0.052853,0.060058,0.053075,0.064334,0.052726,0.063546,0.13074,0.059498,0.108572
81,90,2,600,5.93228,0.892553,9.25951,0.444975,6.02757,0.472672,4.42199,0.442355,10.7168,0.483306,0.844565,0.22051,0.618076,0.206653,0.096532,0.219073,0.082329,0.217869,0.080986,0.090661,0.08188,0.090923,0.086548,0.091016,0.091085,0.237084,0.084435,0.223994
101,90,2,600,5.05442,1.27131,9.12804,0.702936,5.11443,0.661988,5.07029,0.66572,11.1112,0.724486,1.17237,0.324926,1.37257,0.308254,0.129872,0.300332,0.110698,0.341044,0.113498,0.141087,0.1079,0.13832,0.111549,0.138484,0.107986,0.294513,0.121351,0.303646
1,90,2,600,0.117203,0.000364,0.131842,0.000251,0.123404,0.00024,0.105447,0.000235,0.075249,0.000143,0.044906,0.003422,0.04977,0.00217,0.053012,0.004552,0.069824,0.004084,0.056949,0.000353,0.078064,0.000362,0.046637,0.00025,0.055342,0.006029,0.057128,0.004152
21,90,2,600,7.27454,0.093002,7.6905,0.052777,7.35286,0.050186,6.46931,0.04797,12.1682,0.047392,0.152992,0.029622,0.152397,0.022472,0.125537,0.029642,0.042809,0.028134,0.03548,0.00769,0.036412,0.007474,0.0392,0.008286,0.033703,0.031468,0.035001,0.028825
41,90,2,600,8.15247,0.314419,7.38366,0.163162,7.84941,0.175,7.54999,0.168066,14.7344,0.164226,0.296125,0.071536,0.285323,0.068998,0.042633,0.05785,0.045214,0.058935,0.042741,0.025167,0.042719,0.025414,0.05195,0.025726,0.042098,0.062886,0.043091,0.067326
61,90,2,600,8.06021,0.627533,8.62728,0.332821,8.14482,0.335588,7.05269,0.32286,18.9043,0.34063,0.695675,0.158487,0.594077,0.150443,0.058796,0.137281,0.064558,0.136456,0.05984,0.053995,0.058465,0.053552,0.068283,0.052909,0.069444,0.134452,0.062405,0.13453
81,90,2,600,8.54101,1.09126,9.33709,0.570305,8.44084,0.561897,7.09658,0.529742,19.0339,0.565385,1.05782,0.216887,1.01164,0.215501,0.093067,0.218035,0.084311,0.206267,0.079469,0.091341,0.079314,0.090645,0.089959,0.090535,0.082363,0.207637,0.082561,0.211141
101,90,2,600,8.50467,1.61263,9.67562,0.840746,8.51505,0.844633,8.2253,0.845787,16.3645,0.802271,1.24359,0.314332,1.00559,0.3349,0.11524,0.304676,0.165628,0.30349,0.108197,0.140181,0.105776,0.13845,0.113224,0.13675,0.107491,0.309191,0.103179,0.279046
1,90,2,600,0.071717,0.000287,0.074725,0.000174,0.063895,0.00016,0.119851,0.000222,0.074988,0.000189,0.0456,0.002733,0.042865,0.002526,0.039559,0.004155,0.042658,0.003297,0.04849,0.000312,0.067356,0.000453,0.047577,0.000292,0.062921,0.004205,0.090126,0.004017
21,90,2,600,5.89681,0.087385,6.44822,0.046395,5.75014,0.042138,6.30918,0.045153,11.1899,0.044382,0.152746,0.024192,0.145203,0.027853,0.035003,0.03063,0.040077,0.030837,0.034781,0.008417,0.049143,0.007667,0.181661,0.01409,0.034346,0.027507,0.035398,0.026556
41,90,2,600,12.4156,0.394997,12.7298,0.208678,12.4254,0.218621,16.4996,0.217991,21.5879,0.184597,0.501194,0.076425,0.394555,0.066309,0.049117,0.070326,0.048488,0.069529,0.049851,0.026559,0.045788,0.025284,0.05847,0.025579,0.045435,0.066503,0.04949,0.073807
61,90,2,600,15.6635,0.846768,17.9459,0.459983,15.4554,0.446345,26.8711,0.529034,57.9136,0.504849,0.748277,0.127311,0.6386,0.141481,0.061692,0.136115,0.065207,0.139606,0.060826,0.052573,0.059433,0.05415,0.067597,0.053041,0.060093,0.135392,0.061528,0.134277
81,90,2,600,15.039,1.28615,20.3031,0.762873,14.8836,0.672713,17.6396,0.72573,31.0113,0.678173,1.01123,0.212253,1.09904,0.222229,0.085454,0.232966,0.087662,0.198705,0.085745,0.093927,0.084609,0.091969,0.100046,0.092752,0.085137,0.230371,0.084585,0.209658
101,90,2,600,11.3812,1.77242,16.3286,1.00361,11.3791,0.918124,13.4528,0.967803,24.0487,0.938574,1.32576,0.32397,1.25062,0.326561,0.120335,0.338,0.13657,0.31635,0.111474,0.141167,0.105702,0.13615,0.113135,0.137104,0.105065,0.287661,0.107638,0.281538
1,90,2,600,0.110424,0.000431,0.117744,0.000257,0.100557,0.00021,0.110114,0.000233,0.088586,0.000145,0.026963,0.002319,0.035622,0.001365,0.049322,0.00259,0.046854,0.002304,0.062881,0.000378,0.061385,0.000486,0.049488,0.000373,0.041466,0.003637,0.043477,0.002406
21,90,2,600,0.496332,0.040598,0.582075,0.022084,0.494992,0.020222,0.801703,0.023135,0.867398,0.020123,0.177347,0.018868,0.167755,0.021717,0.033465,0.027629,0.032717,0.020542,0.032497,0.007394,0.030695,0.007365,0.03933,0.007505,0.030538,0.024347,0.031861,0.028134
41,90,2,600,0.384292,0.118771,0.464873,0.061302,0.381976,0.060681,0.806597,0.089658,0.853631,0.076372,0.528335,0.071159,0.434007,0.061719,0.045012,0.07731,0.044287,0.071482,0.04111,0.025389,0.050107,0.026392,0.052195,0.025362,0.041223,0.061873,0.0413,0.072139
61,90,2,600,0.650578,0.307619,0.758641,0.157854,0.651596,0.158692,0.782936,0.160466,1.03715,0.145996,1.25489,0.156218,1.07902,0.140175,0.060186,0.126774,0.057668,0.118542,0.05993,0.054399,0.056364,0.053205,0.059797,0.052922,0.059214,0.146036,0.056091,0.134177
81,90,2,600,0.929034,0.571562,1.07618,0.298335,0.923831,0.288069,0.648818,0.238636,1.17912,0.267588,2.54424,0.22118,2.11453,0.219191,0.083409,0.206158,0.08074,0.201647,0.077295,0.092726,0.077119,0.090504,0.081425,0.090531,0.076901,0.206897,0.07775,0.219237
101,90,2,600,0.894784,0.866761,1.02286,0.438142,0.887054,0.437353,0.72708,0.357732,0.910202,0.355979,3.01503,0.309133,2.21201,0.290308,0.111066,0.30796,0.103372,0.321739,0.101516,0.135629,0.101483,0.134881,0.108781,0.136017,0.101613,0.329891,0.103493,0.259826
1,90,2,600,0.029352,0.000188,0.036907,0.000126,0.029397,0.000113,0.030822,9.7e-05,0.03087,0.000101,0.031833,0.00255,0.032311,0.001992,0.024686,0.002576,0.024333,0.002158,0.028889,0.000209,0.027571,0.000192,0.027969,0.000142,0.023644,0.002126,0.024732,0.002298
21,90,2,600,0.039546,0.009919,0.036628,0.003859,0.031427,0.004414,0.560122,0.023008,0.039844,0.004241,0.192539,0.025745,0.184365,0.019643,0.037829,0.023974,0.029688,0.026096,0.045623,0.007488,0.031229,0.007343,0.03609,0.007981,0.028671,0.028635,0.028214,0.021187
41,90,2,600,0.030104,0.028176,0.030688,0.014587,0.02998,0.015123,0.810491,0.084575,0.037761,0.016157,0.720939,0.069571,0.735687,0.065785,0.038923,0.067201,0.038186,0.054985,0.038135,0.025265,0.041153,0.025146,0.046823,0.02505,0.039381,0.059898,0.038684,0.063608
61,90,2,600,0.029738,0.060265,0.032293,0.032138,0.028532,0.030845,0.636121,0.160618,0.046962,0.031567,1.66164,0.138772,1.09176,0.13802,0.05765,0.119583,0.056791,0.128929,0.054342,0.052097,0.05596,0.052308,0.065993,0.052251,0.053632,0.119455,0.069987,0.124328
81,90,2,600,0.056601,0.137651,0.031321,0.053686,0.028568,0.053073,0.560365,0.242065,0.038658,0.051926,2.83669,0.233909,2.60239,0.242891,0.07609,0.231242,0.07571,0.217867,0.073959,0.089334,0.076287,0.089044,0.07887,0.089627,0.076025,0.232571,0.075357,0.214615
101,90,2,600,0.028814,0.158262,0.031122,0.078759,0.029012,0.079177,0.874151,0.402251,0.037031,0.07794,5.01739,0.323941,2.73375,0.308222,0.103462,0.319953,0.100641,0.321617,0.099475,0.135552,0.101712,0.135178,0.105433,0.134498,0.099374,0.264524,0.099461,0.278973
1,90,2,600,0.070886,0.000264,0.072708,0.000207,0.0731,0.000238,0.065847,0.000147,0.074359,0.00017,0.019141,0.002043,0.034653,0.001436,0.02168,0.002275,0.02438,0.00217,0.020745,0.000164,0.018146,0.000193,0.018952,0.00013,0.019333,0.002331,0.023471,0.002225
21,90,2,600,0.070844,0.014792,0.070238,0.006322,0.122008,0.006352,0.463254,0.020842,0.097478,0.006517,0.221839,0.02768,0.176883,0.025584,0.029529,0.02727,0.029691,0.028812,0.027995,0.008256,0.05531,0.012322,0.035012,0.007772,0.027002,0.026525,0.031745,0.026667
41,90,2,600,0.071933,0.042529,0.076851,0.022428,0.067493,0.022874,0.450019,0.063339,0.110335,0.0235,0.792634,0.081592,0.610586,0.075337,0.039496,0.070398,0.047087,0.071956,0.038583,0.027146,0.074178,0.041165,0.04347,0.024938,0.044163,0.05911,0.037571,0.066387
61,90,2,600,0.065979,0.090378,0.07928,0.046441,0.06696,0.046031,0.409769,0.126475,0.106669,0.046362,1.53559,0.125118,1.41421,0.121228,0.055077,0.136745,0.054314,0.126481,0.052836,0.051997,0.090792,0.083263,0.057274,0.051965,0.052125,0.107836,0.0527,0.140339
81,90,2,600,0.064702,0.153635,0.071877,0.077883,0.067107,0.078559,0.412425,0.212209,0.090592,0.078225,2.35854,0.233963,2.6907,0.210866,0.077538,0.227076,0.078596,0.227542,0.072905,0.089332,0.219256,0.24109,0.076445,0.088683,0.072462,0.212403,0.072615,0.216079
101,90,2,600,0.063359,0.23385,0.070672,0.118258,0.063046,0.117846,0.464354,0.31715,0.098213,0.11797,4.51572,0.327158,3.79428,0.291295,0.099627,0.320378,0.101036,0.31795,0.098255,0.135311,0.282211,0.366504,0.102606,0.134826,0.097531,0.331371,0.097935,0.275907
1,90,2,600,0.118876,0.000352,0.128641,0.000243,0.119122,0.000256,0.111084,0.000232,0.115693,0.000152,0.03155,0.00218,0.032051,0.001236,0.081915,0.004823,0.063443,0.003431,0.073737,0.000325,0.068283,0.000443,0.052464,0.000296,0.064133,0.00549,0.06971,0.005051
21,90,2,600,3.33923,0.07448,3.73427,0.041179,3.38676,0.041573,2.64586,0.033512,5.51335,0.036967,0.182768,0.027111,0.169787,0.028542,0.041755,0.025764,0.03541,0.02635,0.034607,0.007438,0.036049,0.00784,0.04195,0.007902,0.038126,0.021506,0.034899,0.019433
41,90,2,600,3.65689,0.24784,3.92025,0.134468,3.65604,0.130886,3.96877,0.139562,5.04775,0.118009,0.520627,0.078539,0.404127,0.077885,0.04798,0.066444,0.05339,0.07415,0.044567,0.02733,0.046981,0.025727,0.054985,0.025689,0.043503,0.074609,0.043648,0.064387
61,90,2,600,2.99719,0.460378,3.24069,0.254083,2.87842,0.230214,2.56677,0.237175,6.11493,0.23462,0.728569,0.156502,0.682785,0.131758,0.064797,0.109464,0.058607,0.124013,0.057378,0.052948,0.057831,0.052404,0.066659,0.052835,0.057932,0.136456,0.058238,0.11925
81,90,2,600,4.53551,0.934049,4.93407,0.490333,4.62414,0.496088,3.31389,0.419587,7.20951,0.455913,1.3706,0.240141,1.39747,0.240587,0.082374,0.230502,0.083393,0.237746,0.136937,0.09321,0.097685,0.091947,0.097271,0.092905,0.08494,0.200627,0.079869,0.197256
101,90,2,600,4.57045,1.43096,4.97252,0.732453,4.60882,0.739469,3.66834,0.619642,8.64124,0.668519,2.66334,0.305466,2.40511,0.294427,0.104281,0.328781,0.111401,0.281629,0.105739,0.136928,0.103895,0.136661,0.112535,0.136791,0.103142,0.283727,0.103923,0.312634
1,90,2,600,0.062418,0.000328,0.070779,0.000204,0.058475,0.000187,0.065074,0.000183,0.066136,0.000153,0.052022,0.002708,0.043525,0.002969,0.039372,0.004275,0.050903,0.003213,0.064531,0.000293,0.040968,0.00029,0.044615,0.000292,0.043004,0.003156,0.039729,0.00324
21,90,2,600,0.443407,0.039868,0.524502,0.021463,0.437931,0.020377,0.919893,0.026695,0.954894,0.020049,0.161393,0.026691,0.237771,0.025949,0.037952,0.031035,0.03616,0.027535,0.034713,0.007304,0.03619,0.008003,0.04595,0.00873,0.034096,0.030659,0.034187,0.023642
41,90,2,600,0.821522,0.167767,0.94976,0.086013,0.870042,0.089685,0.638312,0.074067,1.39527,0.083845,0.396379,0.06568,0.448894,0.063176,0.042662,0.059098,0.045033,0.074919,0.041544,0.027312,0.042201,0.026692,0.046936,0.026424,0.041941,0.068621,0.042175,0.075923
61,90,2,600,0.487606,0.279063,0.57109,0.139681,0.481608,0.139059,0.802439,0.176049,1.23562,0.160635,1.0176,0.150165,0.913107,0.14068,0.064009,0.138933,0.059593,0.130953,0.057464,0.052862,0.058704,0.052665,0.062403,0.052648,0.056856,0.128129,0.05859,0.144747
81,90,2,600,0.504983,0.4675,0.596254,0.239423,0.504221,0.240196,0.515739,0.239828,1.26524,0.267099,1.04655,0.199407,1.44473,0.22701,0.077892,0.192533,0.078775,0.232081,0.077063,0.089406,0.076487,0.088677,0.081161,0.088816,0.076655,0.206403,0.07717,0.185937
101,90,2,600,0.642393,0.775926,0.760295,0.395368,0.641412,0.398602,0.510986,0.354446,1.00838,0.355536,1.84271,0.301132,1.61817,0.342938,0.190439,0.327654,0.112377,0.326174,0.108225,0.135244,0.101852,0.134693,0.106167,0.134591,0.101947,0.333687,0.102768,0.337003
1,90,2,600,0.110729,0.000348,0.128605,0.000256,0.106241,0.000269,0.110062,0.000199,0.076321,0.000201,0.048333,0.003738,0.053699,0.002264,0.054661,0.004852,0.063919,0.00357,0.057145,0.000465,0.070475,0.000384,0.049656,0.00027,0.055828,0.004653,0.061966,0.003553
21,90,2,600,4.68491,0.080241,4.97724,0.040109,4.79176,0.040742,4.87382,0.044488,7.59768,0.035498,0.124554,0.024971,0.174696,0.030715,0.057798,0.033552,0.053271,0.020953,0.035838,0.008349,0.036487,0.007313,0.042395,0.010416,0.03759,0.027849,0.034073,0.024094
41,90,2,600,5.63828,0.269928,6.49394,0.147302,5.33378,0.143209,5.37139,0.153075,8.92997,0.131842,0.289387,0.079288,0.26678,0.070435,0.050507,0.070083,0.052949,0.076932,0.045119,0.026451,0.045932,0.025548,0.049136,0.025433,0.0455,0.072233,0.044469,0.070143
61,90,2,600,5.26305,0.531741,5.6228,0.287684,5.32716,0.288438,5.37884,0.287541,9.83133,0.275461,0.598465,0.137815,0.542702,0.134957,0.064299,0.132132,0.06292,0.134559,0.06197,0.053409,0.062829,0.05264,0.06463,0.054903,0.061694,0.128515,0.062318,0.132703
81,90,2,600,5.33599,0.904428,5.50152,0.4701,5.20114,0.472608,5.18157,0.468632,13.2774,0.509479,0.98774,0.226668,1.0189,0.232188,0.090208,0.219181,0.085065,0.193485,0.083973,0.092841,0.085302,0.092344,0.086632,0.092201,0.082523,0.195346,0.089232,0.233964
101,90,2,600,5.6085,1.37443,5.76728,0.69358,5.58151,0.706883,7.46134,0.807264,14.269,0.767487,1.83039,0.304082,1.77132,0.302328,0.106355,0.294411,0.112518,0.340818,0.116171,0.136726,0.103838,0.136314,0.108467,0.135417,0.104717,0.335476,0.105858,0.335639
1,90,2,600,0.124574,0.000382,0.134809,0.000314,0.118442,0.000264,0.110958,0.000274,0.104858,0.000144,0.032255,0.002718,0.0338,0.001911,0.065277,0.005308,0.066061,0.004765,0.061425,0.000408,0.076974,0.000384,0.048055,0.000219,0.06212,0.005745,0.062564,0.004655
21,90,2,600,3.90514,0.082621,8.09349,0.057574,3.96864,0.045415,4.96538,0.050717,7.11112,0.0449,0.16521,0.023471,0.200433,0.026451,0.089597,0.02939,0.03977,0.027978,0.035116,0.008114,0.037715,0.008005,0.042587,0.006758,0.041579,0.020553,0.035952,0.029249
41,90,2,600,4.61536,0.284309,4.6788,0.146195,4.32531,0.147033,4.40788,0.1457,7.34921,0.138728,0.349337,0.085635,0.359596,0.067089,0.0462,0.081753,0.044767,0.065813,0.043638,0.024776,0.043272,0.025345,0.049379,0.02546,0.044115,0.071378,0.043423,0.072758
61,90,2,600,4.69931,0.581018,5.10031,0.287923,4.7352,0.312718,4.87821,0.31735,7.18629,0.286459,0.862057,0.14859,0.726759,0.155832,0.064417,0.13197,0.075601,0.136402,0.06198,0.053785,0.061169,0.055604,0.078503,0.055546,0.060347,0.136777,0.061621,0.136653
81,90,2,600,4.34147,0.957885,4.34623,0.457253,4.16487,0.488332,4.39994,0.494407,6.53577,0.448501,1.19792,0.220034,1.07463,0.195063,0.082699,0.185668,0.081304,0.223077,0.079773,0.090866,0.081049,0.091038,0.088813,0.090022,0.079664,0.222682,0.086049,0.202901
101,90,2,600,4.48037,1.4893,4.44826,0.725272,4.51484,0.775534,4.26743,0.734184,8.05831,0.741143,1.49878,0.334715,1.54804,0.333653,0.156095,0.348217,0.110229,0.34151,0.107984,0.136654,0.104143,0.136795,0.113521,0.136248,0.104063,0.33215,0.106366,0.344877
1,90,2,600,0.110801,0.000471,0.128638,0.000222,0.106699,0.000226,0.115085,0.000239,0.098932,0.000189,0.033953,0.002492,0.028768,0.001718,0.063051,0.005353,0.05455,0.004185,0.059836,0.000405,0.06187,0.000419,0.045379,0.000272,0.052567,0.003584,0.044972,0.003542
21,90,2,600,1.04901,0.055963,1.54955,0.034193,1.05157,0.02728,1.2839,0.033504,1.97008,0.028851,0.149164,0.020991,0.147551,0.024935,0.035477,0.027873,0.033571,0.022069,0.04503,0.007635,0.031033,0.008126,0.061611,0.008416,0.031334,0.024896,0.0323,0.029308
41,90,2,600,1.3385,0.192442,2.17581,0.120713,1.33676,0.104875,0.874542,0.079007,1.22593,0.07725,0.380396,0.07667,0.371054,0.068667,0.040559,0.070405,0.041919,0.069445,0.040651,0.025072,0.042467,0.025937,0.046205,0.026288,0.041275,0.077486,0.041246,0.063783
61,90,2,600,1.30542,0.369732,0.936215,0.163126,1.31102,0.196001,1.0894,0.185925,2.14834,0.210828,1.01995,0.137762,0.894074,0.15576,0.058616,0.151468,0.096791,0.14183,0.06789,0.053444,0.059684,0.053515,0.06479,0.053347,0.05818,0.14506,0.057134,0.14281
81,90,2,600,1.31501,0.591397,1.29648,0.294376,1.18179,0.291663,1.29062,0.321358,2.90472,0.377036,1.40943,0.227494,1.54214,0.214944,0.078149,0.238972,0.080915,0.211245,0.077646,0.09134,0.077348,0.090929,0.082058,0.090059,0.077786,0.227085,0.077429,0.211772
101,90,2,600,1.18496,0.870484,1.38916,0.441162,1.16802,0.438181,0.967141,0.442679,2.26909,0.524473,2.40583,0.346488,2.50682,0.307626,0.105641,0.296215,0.104587,0.307262,0.101968,0.13435,0.100795,0.134647,0.105454,0.135406,0.100755,0.317386,0.101676,0.307873
1,90,2,600,0.099746,0.000417,0.120135,0.000287,0.103945,0.00024,0.104975,0.000272,0.086995,0.000158,0.029992,0.00278,0.030209,0.001858,0.059497,0.005081,0.047848,0.003304,0.059054,0.00041,0.065246,0.000503,0.048998,0.000257,0.044321,0.0043,0.044008,0.003557
21,90,2,600,0.963609,0.056384,1.5869,0.030134,0.978554,0.025861,0.809738,0.023356,1.73969,0.027449,0.163899,0.021532,0.163073,0.02703,0.033234,0.026224,0.034319,0.028597,0.033206,0.007311,0.032588,0.007395,0.03811,0.007814,0.030467,0.030564,0.033151,0.026323
41,90,2,600,1.35023,0.189379,1.32038,0.094096,1.36713,0.101635,1.88302,0.109974,1.71874,0.094124,0.391159,0.07152,0.376116,0.066858,0.042431,0.068282,0.043442,0.057914,0.041795,0.025816,0.043799,0.02637,0.046258,0.025881,0.041555,0.071553,0.040864,0.070499
61,90,2,600,0.946973,0.362792,1.57624,0.206639,0.939633,0.188402,1.57588,0.214495,1.97415,0.212089,1.08658,0.139029,0.845937,0.130568,0.060027,0.13763,0.066608,0.124001,0.05937,0.051764,0.05748,0.054336,0.065107,0.054107,0.060191,0.136415,0.057715,0.126945
81,90,2,600,1.81372,0.738932,1.79937,0.373409,1.62766,0.373805,1.53902,0.344556,2.00763,0.344612,1.91951,0.241772,1.68786,0.213618,0.078055,0.18319,0.084166,0.223629,0.076892,0.09014,0.078204,0.089433,0.080627,0.089228,0.077177,0.229144,0.079478,0.208357
101,90,2,600,1.02653,0.932105,1.26486,0.478168,1.02698,0.477522,1.22451,0.47994,2.08333,0.526482,2.2159,0.319249,2.14307,0.319766,0.103521,0.324479,0.109335,0.260781,0.103876,0.136607,0.103388,0.135918,0.108151,0.136673,0.102657,0.260936,0.102916,0.281496
1,90,2,600,0.078825,0.00035,0.068849,0.000231,0.062074,0.000149,0.058972,0.000164,0.068065,0.000174,0.044047,0.003377,0.046697,0.00313,0.041649,0.005068,0.043638,0.002489,0.050153,0.000288,0.041702,0.000304,0.046762,0.000296,0.049731,0.003911,0.044296,0.003108
21,90,2,600,1.33366,0.05615,2.4594,0.03482,1.32362,0.026853,1.71991,0.034456,3.35377,0.032667,0.153129,0.024369,0.150917,0.027321,0.033149,0.029877,0.035511,0.029759,0.035443,0.007391,0.039879,0.007587,0.037689,0.007763,0.033271,0.029249,0.036772,0.028887
41,90,2,600,1.5529,0.178383,1.72723,0.094235,1.55229,0.096786,1.35658,0.094636,2.93186,0.118867,0.462617,0.082934,0.383593,0.076939,0.043771,0.077174,0.044396,0.074411,0.045528,0.026629,0.04436,0.026608,0.054105,0.027309,0.04427,0.070552,0.044982,0.069795
61,90,2,600,1.50771,0.370583,1.9499,0.205393,1.4665,0.190594,1.41978,0.191028,2.91518,0.231325,1.04178,0.151779,0.810597,0.14517,0.059559,0.13314,0.061765,0.135553,0.05825,0.053757,0.058033,0.0536,0.067522,0.05335,0.057957,0.149444,0.063402,0.146345
81,90,2,600,1.34931,0.617719,1.51778,0.316891,1.36011,0.325874,1.40675,0.319377,2.88116,0.368327,2.1111,0.214244,1.72888,0.221729,0.08392,0.22438,0.084069,0.201863,0.079813,0.091362,0.078542,0.088985,0.085584,0.089385,0.081016,0.185986,0.080895,0.225814
101,90,2,600,1.31316,0.953175,1.45876,0.483025,1.29617,0.480423,1.84956,0.527218,2.80781,0.5705,2.43009,0.306974,2.52585,0.271384,0.107796,0.362885,0.106689,0.326264,0.106956,0.138864,0.105854,0.139957,0.108412,0.13564,0.10454,0.33404,0.104368,0.334566
1,90,2,600,0.20501,0.000532,0.234251,0.000361,0.13954,0.000243,0.120215,0.000255,0.103674,0.000164,0.028855,0.002715,0.035424,0.00198,0.053397,0.003496,0.051347,0.003495,0.058704,0.000491,0.065918,0.000517,0.047337,0.000413,0.042867,0.004103,0.077848,0.003279
