Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAO, time_subproblem_BAO, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
81,90,2,600,0.007049,0.122231,0.007982,0.060942,0.500182,0.110962,0.430989,0.10925,0.06344,0.1119,0.063171,0.111751,0.063386,0.108188,0.064369,0.106509,0.063303,0.111719,0.06286,0.112461
101,90,2,600,0.00782,0.185517,0.008636,0.091586,0.787497,0.168092,0.568205,0.166044,0.093066,0.173036,0.093555,0.170861,0.093169,0.162296,0.093876,0.162865,0.093573,0.170166,0.09385,0.170274
1,90,2,600,0.013524,0.000344,0.018799,0.000177,0.003161,0.000176,0.002994,0.000232,0.004078,0.000903,0.003143,0.000488,0.003165,0.000154,0.003038,0.00017,0.003489,0.000838,0.003323,0.000402
21,90,2,600,0.015273,0.014506,0.01885,0.006775,0.100065,0.00946,0.054602,0.008513,0.008535,0.008598,0.008754,0.008695,0.008357,0.007566,0.011121,0.007642,0.008647,0.010237,0.008597,0.008914
41,90,2,600,0.013596,0.049678,0.018923,0.025619,0.188281,0.032488,0.181176,0.029952,0.020642,0.030287,0.020697,0.029988,0.020521,0.028744,0.021865,0.028591,0.020443,0.03115,0.020676,0.029962
61,90,2,600,0.01441,0.103348,0.017944,0.052507,0.361166,0.063301,0.282044,0.063343,0.038892,0.064075,0.038551,0.064353,0.038865,0.061056,0.040131,0.061181,0.038354,0.063973,0.038347,0.063503
81,90,2,600,0.013748,0.179624,0.01841,0.091191,0.515963,0.110305,0.440183,0.116578,0.062615,0.110967,0.063034,0.109636,0.062975,0.105885,0.063802,0.102344,0.061214,0.109882,0.062497,0.109837
101,90,2,600,0.025406,0.365174,0.033686,0.182934,0.776293,0.166847,0.63085,0.159061,0.139541,0.262692,0.139994,0.262464,0.139128,0.253125,0.143704,0.252985,0.139715,0.264424,0.139141,0.263264
1,90,2,600,0.006895,0.000249,0.007551,0.00015,0.004424,0.000173,0.004371,0.000195,0.003485,0.001082,0.003694,0.000704,0.00396,0.000195,0.00401,0.00018,0.003101,0.001166,0.003195,0.00133
21,90,2,600,0.006412,0.008905,0.008832,0.005522,0.109404,0.008443,0.068898,0.009208,0.009783,0.010272,0.009066,0.008995,0.008861,0.00807,0.011426,0.007729,0.008949,0.010082,0.008702,0.008432
41,90,2,600,0.006548,0.034247,0.007898,0.017078,0.203008,0.030831,0.181826,0.030255,0.021386,0.031736,0.021687,0.03133,0.020859,0.029559,0.021887,0.029476,0.021709,0.031833,0.021387,0.031102
61,90,2,600,0.006435,0.072268,0.009081,0.03664,0.35607,0.064853,0.292262,0.06405,0.039187,0.062591,0.038908,0.064305,0.038507,0.060866,0.039606,0.061289,0.039039,0.064516,0.038428,0.064399
81,90,2,600,0.006416,0.120779,0.008428,0.060679,0.522958,0.109875,0.454102,0.105713,0.063596,0.110258,0.062881,0.110355,0.062798,0.105395,0.063974,0.105049,0.063311,0.110366,0.062818,0.110093
101,90,2,600,0.006663,0.184432,0.008292,0.091271,0.79231,0.166721,0.601168,0.166097,0.093466,0.161724,0.092892,0.168548,0.092899,0.161069,0.093926,0.161687,0.093537,0.168865,0.092561,0.16862
1,90,2,600,0.01562,0.000368,0.020453,0.000174,0.006362,0.000277,0.006547,0.000269,0.005181,0.001266,0.006151,0.000813,0.006065,0.000286,0.007362,0.000282,0.005173,0.001312,0.00528,0.001068
21,90,2,600,1.60823,0.109485,3.46348,0.060063,0.025662,0.008831,0.024786,0.007947,0.010298,0.009144,0.010391,0.009337,0.009604,0.007803,0.010296,0.007801,0.009532,0.009748,0.009425,0.010901
41,90,2,600,1.54049,0.378386,4.23562,0.209807,0.06055,0.029755,0.06008,0.029995,0.02188,0.031785,0.021878,0.030816,0.021212,0.029833,0.021861,0.029278,0.022047,0.032499,0.02232,0.031871
61,90,2,600,1.59026,0.76157,3.77007,0.382408,0.112546,0.062549,0.11542,0.063774,0.039882,0.067552,0.040322,0.065683,0.039749,0.062373,0.040278,0.062614,0.03981,0.067667,0.040077,0.066011
81,90,2,600,1.35701,1.27666,4.72505,0.687633,0.14725,0.101902,0.18258,0.107507,0.063481,0.113305,0.063711,0.111523,0.063421,0.105332,0.063946,0.105508,0.063389,0.112164,0.063386,0.11279
101,90,2,600,1.73102,2.10019,5.00592,1.04201,0.270752,0.179332,0.25711,0.163882,0.093744,0.172495,0.093688,0.170048,0.093698,0.161499,0.094454,0.161589,0.094205,0.17024,0.09394,0.170407
1,90,2,600,0.013668,0.000374,0.017135,0.000199,0.00306,0.000203,0.002986,0.000194,0.003214,0.001002,0.003324,0.000565,0.002987,0.000167,0.002948,0.000167,0.003022,0.000904,0.004335,0.000827
21,90,2,600,0.024227,0.020168,0.034178,0.009285,0.091457,0.009818,0.076812,0.008507,0.014379,0.013664,0.013264,0.015764,0.013675,0.011919,0.01897,0.012744,0.015094,0.014048,0.013243,0.016125
41,90,2,600,0.024322,0.067017,0.032592,0.034162,0.19932,0.030024,0.180682,0.030324,0.031935,0.048272,0.031584,0.048583,0.031472,0.045075,0.034434,0.046319,0.031735,0.048107,0.03151,0.048412
61,90,2,600,0.031446,0.182208,0.036153,0.085152,0.374397,0.063731,0.301825,0.063522,0.058435,0.100728,0.058315,0.099675,0.058455,0.095225,0.061847,0.095603,0.058273,0.100258,0.058054,0.099319
81,90,2,600,0.021799,0.240547,0.031015,0.12212,0.541125,0.109781,0.474324,0.110351,0.094992,0.172906,0.094598,0.172841,0.094849,0.164688,0.098109,0.164665,0.094716,0.172876,0.094623,0.171947
101,90,2,600,0.022311,0.366059,0.030693,0.182664,0.834593,0.167826,0.710804,0.166644,0.141365,0.268255,0.140003,0.265344,0.139871,0.249893,0.143538,0.252976,0.139937,0.26355,0.139928,0.264174
1,90,2,600,0.027453,0.000491,0.033116,0.000258,0.004043,0.000225,0.003892,0.000177,0.008321,0.001193,0.006436,0.000682,0.008799,0.000378,0.006598,0.000322,0.007757,0.001108,0.006532,0.000634
21,90,2,600,0.216461,0.051897,0.564707,0.026708,0.067691,0.00936,0.039765,0.008413,0.010304,0.010863,0.009703,0.008866,0.00968,0.007708,0.011322,0.007959,0.008981,0.009603,0.009326,0.00896
41,90,2,600,0.225909,0.187671,0.741408,0.105598,0.150688,0.031545,0.159018,0.030647,0.021664,0.032791,0.021709,0.032088,0.02115,0.02923,0.022153,0.030595,0.021633,0.032329,0.02133,0.031142
61,90,2,600,0.275387,0.425112,0.59147,0.202848,0.242341,0.06471,0.215021,0.063722,0.040016,0.066235,0.039695,0.064786,0.03888,0.061697,0.039713,0.060981,0.038981,0.066015,0.03887,0.064607
81,90,2,600,0.188527,0.599887,0.474229,0.301842,0.399278,0.113876,0.356629,0.109657,0.064137,0.111524,0.063522,0.112173,0.06312,0.106405,0.063956,0.106018,0.063119,0.111891,0.063274,0.112051
101,90,2,600,0.182838,0.90978,0.558768,0.511304,0.523189,0.165993,0.452364,0.166876,0.095356,0.173077,0.094698,0.172705,0.094245,0.16324,0.095102,0.164721,0.094003,0.174405,0.094457,0.171934
1,90,2,600,0.014873,0.000433,0.01896,0.000179,0.005845,0.000275,0.006585,0.000381,0.004883,0.001439,0.004646,0.000853,0.006031,0.000333,0.005414,0.000282,0.007359,0.002474,0.004927,0.000893
21,90,2,600,0.564669,0.079632,1.68837,0.043437,0.023092,0.007878,0.021681,0.008887,0.010042,0.009556,0.010055,0.009076,0.009428,0.008026,0.010214,0.009127,0.009973,0.009934,0.009667,0.008902
41,90,2,600,0.685609,0.290806,2.28368,0.159074,0.049741,0.030844,0.048441,0.033686,0.023171,0.033025,0.021538,0.031143,0.021818,0.030064,0.022419,0.030037,0.022829,0.031971,0.021738,0.031501
61,90,2,600,0.684971,0.602313,1.62871,0.31735,0.097027,0.062725,0.089674,0.063154,0.040461,0.067722,0.040202,0.066179,0.039514,0.06236,0.041202,0.06169,0.040581,0.066849,0.039709,0.0664
81,90,2,600,0.588716,0.969647,2.00489,0.502925,0.154919,0.106139,0.163862,0.106966,0.062937,0.114071,0.063632,0.111462,0.063691,0.105045,0.064317,0.105521,0.063734,0.111585,0.063802,0.112052
101,90,2,600,0.799916,1.63406,2.2757,0.843584,0.182765,0.164847,0.190877,0.163317,0.094172,0.172251,0.09321,0.171413,0.093303,0.162487,0.094062,0.162181,0.093826,0.171756,0.093368,0.1699
1,90,2,600,0.015001,0.000365,0.018681,0.000226,0.002912,0.000198,0.003506,0.000233,0.002853,0.000833,0.002811,0.000507,0.002826,0.00016,0.003325,0.00019,0.003365,0.000872,0.002803,0.000536
21,90,2,600,0.024876,0.019517,0.03337,0.008916,0.094936,0.008789,0.074385,0.008601,0.013602,0.013667,0.012762,0.014596,0.013086,0.012062,0.016912,0.011995,0.012757,0.015073,0.013092,0.013034
41,90,2,600,0.025001,0.067588,0.035076,0.032936,0.202448,0.03032,0.181735,0.029691,0.031452,0.049467,0.031213,0.048351,0.031223,0.046257,0.034674,0.047057,0.031058,0.04842,0.03211,0.049512
61,90,2,600,0.026199,0.140434,0.034444,0.071425,0.370503,0.065931,0.278873,0.066326,0.0589,0.101914,0.058485,0.101639,0.05824,0.097492,0.060756,0.096615,0.058515,0.101672,0.058393,0.101904
81,90,2,600,0.025458,0.245409,0.03578,0.1269,0.534548,0.112464,0.439138,0.111023,0.09488,0.174014,0.095325,0.17443,0.095488,0.167099,0.09726,0.167618,0.094902,0.175881,0.095447,0.173493
101,90,2,600,0.025087,0.371905,0.034236,0.186302,0.825753,0.167505,0.635242,0.168487,0.141081,0.268579,0.140933,0.266639,0.140932,0.255586,0.14331,0.254657,0.140703,0.266697,0.139963,0.267122
1,90,2,600,0.029443,0.000493,0.037649,0.000293,0.00609,0.000353,0.008645,0.00043,0.008162,0.001977,0.007947,0.001053,0.008633,0.000418,0.005713,0.000235,0.008536,0.002138,0.007875,0.001225
21,90,2,600,0.428536,0.069103,0.964638,0.037701,0.030244,0.008154,0.040214,0.009486,0.009404,0.010498,0.009609,0.009032,0.009756,0.0076,0.011816,0.00764,0.010879,0.009967,0.009297,0.009443
41,90,2,600,0.532592,0.25455,1.49126,0.147654,0.088968,0.030004,0.087294,0.029551,0.021725,0.0317,0.021707,0.031079,0.021184,0.028793,0.022651,0.029134,0.021823,0.032074,0.021823,0.031192
61,90,2,600,0.428557,0.487782,1.32089,0.289893,0.212797,0.062252,0.185544,0.06234,0.039145,0.065967,0.040197,0.064978,0.03916,0.061436,0.040307,0.061192,0.039176,0.065576,0.039672,0.065073
81,90,2,600,0.520226,0.890464,1.2603,0.494856,0.233537,0.107791,0.20946,0.108643,0.063521,0.111866,0.064053,0.111375,0.063248,0.105564,0.064221,0.105442,0.063489,0.11187,0.063455,0.111894
101,90,2,600,0.505366,1.36015,1.2102,0.694465,0.346138,0.165892,0.333576,0.166334,0.094595,0.173073,0.095685,0.171519,0.094329,0.163533,0.095522,0.16301,0.094234,0.172141,0.094855,0.171965
1,90,2,600,0.007267,0.000271,0.008151,0.000125,0.004534,0.000185,0.004405,0.000255,0.004277,0.001068,0.003195,0.000506,0.003031,0.000143,0.004699,0.000198,0.003592,0.000914,0.003167,0.000548
21,90,2,600,0.016321,0.014499,0.0192,0.00737,0.131199,0.00908,0.108349,0.00849,0.013762,0.015039,0.013828,0.013637,0.01415,0.012011,0.016646,0.012897,0.013511,0.013886,0.014724,0.013167
41,90,2,600,0.015025,0.052092,0.021466,0.026822,0.213898,0.030466,0.190253,0.030764,0.032025,0.049441,0.032175,0.048859,0.032256,0.047127,0.03432,0.045792,0.03195,0.048991,0.032018,0.048568
61,90,2,600,0.015997,0.107108,0.019897,0.054568,0.371739,0.06512,0.326889,0.06486,0.058947,0.102951,0.058806,0.102303,0.059743,0.097546,0.061342,0.097913,0.058864,0.102764,0.05898,0.102456
81,90,2,600,0.016098,0.193692,0.019206,0.090387,0.630665,0.111158,0.537731,0.111725,0.095919,0.175722,0.095751,0.17464,0.095652,0.167648,0.098557,0.168967,0.096996,0.175362,0.09548,0.174568
101,90,2,600,0.014925,0.277257,0.01972,0.139252,1.00371,0.16833,0.789452,0.168609,0.14142,0.266946,0.141363,0.266525,0.14167,0.25655,0.144567,0.255547,0.141081,0.266003,0.139974,0.263057
1,90,2,600,0.024277,0.000459,0.033521,0.000292,0.004922,0.00021,0.004171,0.000181,0.006379,0.001749,0.008861,0.001058,0.008921,0.000357,0.006672,0.000275,0.007259,0.001627,0.006187,0.000828
21,90,2,600,0.228048,0.053896,0.819454,0.030477,0.053393,0.008378,0.052169,0.008292,0.00976,0.009432,0.010054,0.008899,0.008834,0.007603,0.010369,0.007728,0.009307,0.010113,0.008989,0.009963
41,90,2,600,0.326982,0.214423,0.793493,0.102384,0.16172,0.029651,0.142146,0.02941,0.022038,0.031504,0.021288,0.031513,0.021014,0.029274,0.02249,0.028476,0.022594,0.032551,0.021158,0.030821
61,90,2,600,0.22657,0.383925,0.897409,0.215096,0.246347,0.063794,0.225665,0.06378,0.040148,0.065599,0.039446,0.066216,0.03957,0.061738,0.040472,0.062634,0.039112,0.06608,0.039477,0.066944
81,90,2,600,0.282995,0.723735,0.68411,0.339608,0.381969,0.11126,0.340793,0.109902,0.062645,0.112876,0.064545,0.112947,0.064093,0.106548,0.06517,0.107071,0.063787,0.113781,0.064944,0.112135
101,90,2,600,0.228365,1.01009,1.16204,0.655462,0.504257,0.16587,0.452566,0.167471,0.094119,0.171168,0.094651,0.170054,0.093323,0.162058,0.094653,0.162575,0.093885,0.171262,0.093563,0.170538
1,90,2,600,0.006973,0.000256,0.007504,0.000119,0.004688,0.000195,0.004451,0.000187,0.003067,0.000872,0.004321,0.000754,0.003171,0.000167,0.004098,0.00017,0.003146,0.000901,0.004735,0.000657
21,90,2,600,0.005941,0.009933,0.008421,0.005885,0.101039,0.008862,0.066806,0.008461,0.008548,0.008643,0.009588,0.008369,0.009342,0.008177,0.00951,0.007591,0.009599,0.008831,0.008615,0.009917
41,90,2,600,0.006032,0.032595,0.00792,0.017057,0.210687,0.029668,0.181857,0.029083,0.020811,0.030871,0.020831,0.030649,0.020841,0.029114,0.021361,0.028724,0.020392,0.03054,0.020547,0.030141
61,90,2,600,0.006271,0.069019,0.008444,0.036734,0.359364,0.06385,0.283118,0.064023,0.038247,0.064026,0.038501,0.063322,0.038385,0.061007,0.039454,0.061023,0.03837,0.064104,0.038644,0.064505
81,90,2,600,0.006893,0.123296,0.007931,0.061389,0.466098,0.110688,0.402288,0.109189,0.062739,0.11061,0.062868,0.110347,0.062631,0.10547,0.063487,0.105468,0.062632,0.110262,0.062866,0.11002
101,90,2,600,0.006397,0.18209,0.007864,0.091008,0.846305,0.167263,0.604265,0.166747,0.092933,0.168486,0.092918,0.168079,0.093077,0.161159,0.093812,0.161217,0.092697,0.169603,0.0928,0.168288
1,90,2,600,0.025333,0.000567,0.034257,0.000314,0.005164,0.000239,0.004646,0.000191,0.008434,0.002177,0.007002,0.001149,0.007876,0.000523,0.006321,0.000321,0.007692,0.002624,0.006904,0.001233
21,90,2,600,0.560376,0.076843,1.3544,0.0364,0.03828,0.008849,0.031736,0.008858,0.00915,0.009493,0.010283,0.00891,0.008807,0.00778,0.010291,0.007597,0.009774,0.009613,0.008918,0.009794
41,90,2,600,0.5667,0.263822,1.48214,0.132492,0.121939,0.030012,0.144725,0.030605,0.020984,0.031928,0.021521,0.030746,0.021537,0.030102,0.022458,0.028695,0.020846,0.031758,0.021074,0.03097
61,90,2,600,0.537502,0.517874,1.5031,0.274747,0.222485,0.062107,0.208665,0.06249,0.039695,0.066206,0.039645,0.065388,0.038795,0.060944,0.039716,0.061306,0.03879,0.067404,0.03898,0.06509
81,90,2,600,0.51545,0.89613,2.1031,0.494186,0.294174,0.10879,0.273599,0.109749,0.06436,0.112882,0.064302,0.112099,0.064246,0.106894,0.065009,0.107391,0.066594,0.113554,0.063756,0.1121
101,90,2,600,0.575631,1.46871,1.72677,0.748401,0.457014,0.165875,0.428593,0.167471,0.094208,0.17209,0.095147,0.170626,0.094124,0.165782,0.094955,0.165149,0.094242,0.173445,0.091033,0.172654
1,90,2,600,0.007385,0.000252,0.007609,0.000121,0.004481,0.000176,0.004961,0.000191,0.003743,0.001204,0.003358,0.00076,0.003133,0.000197,0.004893,0.000313,0.003676,0.001199,0.003154,0.000726
21,90,2,600,0.00571,0.009798,0.009583,0.004497,0.092463,0.009523,0.06382,0.009256,0.009191,0.009015,0.010109,0.008816,0.008461,0.008194,0.009871,0.00764,0.009097,0.009109,0.009247,0.008956
41,90,2,600,0.005681,0.032734,0.007451,0.017651,0.192969,0.030725,0.171215,0.030262,0.021197,0.031993,0.02155,0.031929,0.020803,0.029585,0.02196,0.029543,0.020662,0.03185,0.021479,0.031724
61,90,2,600,0.006079,0.070872,0.008152,0.036696,0.334825,0.064752,0.28249,0.065273,0.039192,0.065339,0.039083,0.06445,0.038747,0.061922,0.040107,0.063267,0.038723,0.064882,0.038615,0.064778
81,90,2,600,0.006419,0.121547,0.007763,0.061173,0.515929,0.110498,0.452799,0.111076,0.063677,0.112348,0.097949,0.174524,0.062483,0.105351,0.063693,0.105724,0.06246,0.111147,0.062887,0.110533
101,90,2,600,0.006025,0.181892,0.007638,0.091612,0.761084,0.167647,0.635363,0.168488,0.094057,0.17193,0.094289,0.170869,0.093962,0.164957,0.095127,0.164289,0.091613,0.170903,0.093982,0.16941
1,90,2,600,0.005892,0.000201,0.007295,0.000117,0.004702,0.000205,0.004537,0.00019,0.002711,0.001007,0.002717,0.000556,0.003534,0.000198,0.004002,0.000157,0.002781,0.001072,0.002672,0.000617
21,90,2,600,0.005963,0.009475,0.008841,0.004517,0.10588,0.00866,0.073928,0.008302,0.008407,0.008943,0.008617,0.008377,0.008926,0.008499,0.009003,0.007699,0.009524,0.010057,0.009345,0.009635
41,90,2,600,0.005958,0.033674,0.00789,0.017605,0.213876,0.03139,0.185076,0.030124,0.02161,0.03166,0.020754,0.030664,0.02045,0.028892,0.021133,0.029234,0.020553,0.031121,0.02043,0.030951
61,90,2,600,0.0062,0.0711,0.008176,0.036324,0.371915,0.065048,0.29855,0.064601,0.03849,0.066926,0.03849,0.064324,0.038442,0.061716,0.039646,0.061398,0.038547,0.065094,0.038473,0.064817
81,90,2,600,0.006786,0.121103,0.008359,0.06242,0.54434,0.111099,0.478912,0.110219,0.062158,0.111022,0.062293,0.110271,0.061981,0.105394,0.062731,0.105428,0.062167,0.110441,0.062113,0.110002
101,90,2,600,0.006497,0.184251,0.008005,0.091078,0.840749,0.166657,0.665591,0.16466,0.093999,0.171051,0.093486,0.172479,0.093038,0.162661,0.094399,0.163449,0.093214,0.172344,0.093393,0.170519
1,90,2,600,0.01415,0.000322,0.019202,0.000229,0.004,0.000312,0.003294,0.000196,0.00299,0.000887,0.003043,0.00052,0.004068,0.000297,0.003347,0.000172,0.003008,0.000946,0.003103,0.000555
21,90,2,600,0.014969,0.01594,0.020176,0.006764,0.109007,0.009431,0.078596,0.008974,0.009609,0.008903,0.008274,0.009291,0.008506,0.007617,0.010919,0.007781,0.008458,0.009971,0.008386,0.010225
41,90,2,600,0.014744,0.051745,0.020118,0.02524,0.197291,0.033155,0.195782,0.030625,0.020762,0.032529,0.020518,0.031183,0.020762,0.029141,0.022295,0.029698,0.021592,0.0314,0.020949,0.031565
61,90,2,600,0.015451,0.106617,0.019662,0.054699,0.355862,0.064486,0.295353,0.064938,0.0397,0.065687,0.038814,0.065449,0.039293,0.062193,0.040149,0.062982,0.038952,0.065711,0.038794,0.064943
81,90,2,600,0.015556,0.185298,0.019186,0.091313,0.539765,0.11036,0.460241,0.111542,0.064414,0.112032,0.063231,0.111572,0.063397,0.106903,0.064682,0.106894,0.063289,0.112792,0.063301,0.112647
101,90,2,600,0.014872,0.278099,0.019998,0.139389,0.80272,0.167359,0.670222,0.16786,0.093485,0.17198,0.093569,0.171172,0.094321,0.163825,0.092768,0.16373,0.094762,0.171151,0.094006,0.172007
1,90,2,600,0.014739,0.000485,0.019425,0.000238,0.005786,0.000321,0.006557,0.000312,0.00596,0.000371,0.006397,0.000314,0.006342,0.000227,0.005645,0.00025,0.007932,0.000502,0.005715,0.000343
21,90,2,600,0.086743,0.03178,0.182689,0.019596,0.041094,0.010495,0.057561,0.008734,0.010031,0.011075,0.009349,0.008652,0.009744,0.007791,0.010588,0.008172,0.0091,0.0102,0.009852,0.008735
41,90,2,600,0.088947,0.117249,0.174615,0.061965,0.129913,0.030218,0.128879,0.029622,0.021834,0.032647,0.021308,0.030801,0.021304,0.028882,0.022212,0.028869,0.021739,0.032245,0.021283,0.031111
61,90,2,600,0.080475,0.240286,0.153823,0.126561,0.174738,0.063852,0.175204,0.063021,0.039015,0.067009,0.039283,0.064552,0.039442,0.061417,0.039745,0.061179,0.039062,0.066393,0.039158,0.064559
81,90,2,600,0.081026,0.421032,0.142058,0.210897,0.307197,0.108554,0.249841,0.108002,0.06405,0.111568,0.063622,0.110406,0.063064,0.10642,0.06398,0.105608,0.063008,0.112221,0.063157,0.110985
101,90,2,600,0.078811,0.639781,0.17347,0.370914,0.477482,0.164741,0.471699,0.165506,0.094541,0.170024,0.093326,0.169522,0.09343,0.163011,0.094069,0.16182,0.093135,0.17041,0.093535,0.170361
1,90,2,600,0.006441,0.000246,0.008608,0.000129,0.00463,0.00023,0.005173,0.000214,0.003261,0.000983,0.003226,0.000639,0.003254,0.000189,0.004985,0.000162,0.003144,0.000977,0.003236,0.000605
21,90,2,600,0.006437,0.009224,0.009188,0.005937,0.097902,0.008739,0.076042,0.009111,0.008609,0.008735,0.009232,0.008443,0.008377,0.007989,0.01003,0.007615,0.009132,0.009544,0.008875,0.008546
41,90,2,600,0.006642,0.032598,0.008325,0.016626,0.197793,0.029761,0.1906,0.029591,0.021199,0.03081,0.021228,0.030189,0.020855,0.028678,0.02201,0.028626,0.020949,0.030536,0.020632,0.030138
61,90,2,600,0.007081,0.069377,0.012619,0.053649,0.376131,0.0775,0.297564,0.065075,0.039022,0.065697,0.039502,0.065379,0.03904,0.062701,0.040116,0.06199,0.039029,0.065767,0.038908,0.064512
81,90,2,600,0.007115,0.12188,0.008626,0.060844,0.508256,0.111071,0.444287,0.112119,0.063709,0.112374,0.063775,0.111323,0.062978,0.10627,0.065042,0.106216,0.063143,0.111503,0.06432,0.110518
101,90,2,600,0.006962,0.185655,0.007834,0.092537,0.788642,0.169527,0.620582,0.169832,0.113175,0.170618,0.093869,0.181678,0.10566,0.156541,0.096242,0.164255,0.093658,0.171824,0.094254,0.170004
1,90,2,600,0.028355,0.000429,0.036481,0.000267,0.004734,0.000195,0.006036,0.000337,0.011614,0.002052,0.008925,0.001132,0.010037,0.000382,0.006907,0.000225,0.010003,0.001748,0.009955,0.001333
21,90,2,600,0.584663,0.08259,1.99961,0.046489,0.029246,0.008006,0.033844,0.008588,0.009627,0.009667,0.010118,0.009251,0.009426,0.008167,0.009867,0.00777,0.009965,0.009662,0.01055,0.009177
41,90,2,600,0.605842,0.264326,1.99234,0.145007,0.107099,0.029951,0.100523,0.030545,0.022146,0.03219,0.022237,0.032657,0.021846,0.029164,0.022396,0.029997,0.021883,0.033112,0.02154,0.031668
61,90,2,600,0.607028,0.561936,2.80512,0.335245,0.145141,0.064247,0.15517,0.0642,0.039876,0.065396,0.03929,0.067183,0.039796,0.061668,0.040356,0.062654,0.040174,0.066599,0.03969,0.067298
81,90,2,600,0.687559,1.03158,1.95336,0.505385,0.203327,0.110206,0.194042,0.11026,0.065067,0.113615,0.064292,0.113213,0.064317,0.107416,0.064564,0.107251,0.064407,0.114031,0.064438,0.113478
101,90,2,600,0.53397,1.38349,1.45135,0.703759,0.366518,0.165894,0.438169,0.167785,0.094566,0.174129,0.095318,0.172484,0.094746,0.16492,0.095102,0.164196,0.095275,0.173505,0.094685,0.17333
1,90,2,600,0.015552,0.00043,0.020298,0.000245,0.006608,0.000289,0.005727,0.000322,0.005403,0.001624,0.0052,0.00084,0.004655,0.00023,0.006339,0.000382,0.006516,0.001797,0.005271,0.001046
21,90,2,600,0.34587,0.060726,0.556503,0.030017,0.05013,0.008399,0.034064,0.008265,0.009482,0.009479,0.009521,0.010606,0.008897,0.007918,0.010462,0.007654,0.011032,0.009737,0.009027,0.009687
41,90,2,600,0.33102,0.219152,0.609512,0.112264,0.157015,0.030048,0.150062,0.029823,0.020865,0.031604,0.021396,0.030872,0.021477,0.029477,0.022384,0.029268,0.020945,0.032176,0.020951,0.030998
61,90,2,600,0.342504,0.450388,1.01266,0.270327,0.207639,0.06527,0.199614,0.063207,0.039185,0.066141,0.039839,0.06563,0.039117,0.063445,0.040811,0.062671,0.039778,0.067249,0.039423,0.065912
81,90,2,600,0.350377,0.787343,0.670538,0.402473,0.324522,0.111217,0.300431,0.111056,0.064888,0.113925,0.064314,0.113182,0.064501,0.107453,0.065213,0.107745,0.065029,0.113089,0.06375,0.112865
