Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAO, time_subproblem_BAO, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
1,90,2,600,0.022621,0.000451,0.021228,0.000168,0.0053,0.000269,0.003662,0.000188,0.006898,0.00172,0.007498,0.001147,0.008329,0.000438,0.00601,0.000267,0.007808,0.002062,0.004828,0.000991
21,90,2,600,0.290994,0.057636,0.897463,0.030156,0.024361,0.006952,0.024064,0.007737,0.009554,0.008479,0.0086,0.008438,0.008888,0.006383,0.008627,0.008346,0.009219,0.007958,0.009111,0.009413
41,90,2,600,0.408366,0.218355,0.524586,0.083189,0.10562,0.025742,0.083171,0.027047,0.018801,0.027204,0.018404,0.026436,0.018693,0.024459,0.018703,0.024488,0.018671,0.027819,0.018762,0.026667
61,90,2,600,0.288918,0.390489,0.711199,0.185932,0.192279,0.053678,0.169485,0.051724,0.033205,0.054776,0.033616,0.055194,0.033017,0.050804,0.033607,0.050914,0.033119,0.054811,0.033366,0.054874
81,90,2,600,0.287725,0.649096,0.980792,0.360518,0.239894,0.089481,0.282786,0.090083,0.053301,0.092828,0.053359,0.092267,0.053378,0.087752,0.053822,0.087086,0.053358,0.094589,0.053127,0.092329
101,90,2,600,0.289888,1.01407,0.978721,0.548029,0.316451,0.136486,0.27195,0.134793,0.079485,0.147931,0.078266,0.143513,0.079336,0.133538,0.079114,0.133288,0.078422,0.141598,0.079182,0.144151
1,90,2,600,0.007497,0.000338,0.006954,0.000111,0.003553,0.000154,0.003565,0.000205,0.003486,0.00063,0.002708,0.000283,0.002248,0.000122,0.002912,0.000118,0.002388,0.000529,0.003931,0.000425
21,90,2,600,0.005517,0.008344,0.007429,0.003781,0.070629,0.008538,0.065446,0.007696,0.00878,0.007949,0.007372,0.00695,0.006847,0.007727,0.008756,0.006567,0.007203,0.008427,0.007971,0.007362
41,90,2,600,0.005654,0.028416,0.008102,0.013914,0.160391,0.025945,0.144128,0.025556,0.017426,0.026642,0.017549,0.025783,0.017641,0.023914,0.017737,0.024639,0.017329,0.027076,0.017634,0.02554
61,90,2,600,0.006321,0.058087,0.008001,0.032731,0.317927,0.05329,0.235352,0.055953,0.032413,0.054737,0.032388,0.054364,0.032277,0.052394,0.033003,0.051274,0.033041,0.054745,0.03238,0.05421
81,90,2,600,0.005941,0.104493,0.00822,0.05265,0.481201,0.08918,0.371526,0.090254,0.052404,0.092355,0.052966,0.092719,0.052392,0.088201,0.052875,0.087005,0.053347,0.09281,0.052327,0.092646
101,90,2,600,0.006315,0.152637,0.007945,0.076693,0.671477,0.13596,0.540189,0.136271,0.077881,0.14078,0.077979,0.140721,0.077636,0.132952,0.077788,0.133235,0.077724,0.140797,0.077466,0.14019
1,90,2,600,0.012801,0.000307,0.01495,0.000156,0.004945,0.00026,0.006464,0.000368,0.004684,0.000606,0.005402,0.000436,0.005105,0.000223,0.00482,0.000197,0.005075,0.000703,0.005295,0.000548
21,90,2,600,0.154716,0.039627,0.361241,0.020794,0.040014,0.008016,0.032998,0.007958,0.008778,0.00798,0.009414,0.007891,0.007957,0.006333,0.009473,0.006791,0.008434,0.007893,0.007837,0.008376
41,90,2,600,0.149521,0.139944,0.407778,0.0749,0.137397,0.025239,0.121258,0.025191,0.01856,0.026732,0.018656,0.026476,0.018293,0.024458,0.018419,0.024281,0.018269,0.027106,0.018342,0.027056
61,90,2,600,0.179336,0.322702,0.26252,0.134557,0.170069,0.052002,0.201975,0.051788,0.032906,0.054615,0.033664,0.054465,0.032901,0.050678,0.033857,0.051284,0.033061,0.054553,0.033252,0.054897
81,90,2,600,0.112679,0.454085,0.489872,0.284638,0.246905,0.08938,0.251643,0.089359,0.053824,0.093926,0.053958,0.093438,0.053417,0.088284,0.05406,0.087884,0.053744,0.093442,0.05339,0.093824
101,90,2,600,0.194416,0.84279,0.514832,0.430238,0.47496,0.137552,0.364217,0.136575,0.078392,0.142275,0.078661,0.140682,0.0782,0.132882,0.078929,0.13308,0.078416,0.142169,0.078296,0.141504
1,90,2,600,0.006015,0.000284,0.006517,9.4e-05,0.003774,0.000155,0.004213,0.000174,0.002841,0.000874,0.002613,0.00045,0.002437,0.000141,0.003227,0.000128,0.003419,0.000899,0.002711,0.000535
21,90,2,600,0.010266,0.012396,0.021083,0.007106,0.1108,0.007548,0.059551,0.007786,0.012114,0.012347,0.011842,0.01216,0.012252,0.010296,0.014161,0.00997,0.012094,0.013313,0.012178,0.011769
41,90,2,600,0.010396,0.042221,0.019787,0.020816,0.177241,0.025781,0.15761,0.025454,0.026813,0.042237,0.02653,0.041362,0.026393,0.038575,0.028575,0.038379,0.026535,0.042973,0.026358,0.040603
61,90,2,600,0.011712,0.089892,0.01991,0.046598,0.316827,0.052099,0.256906,0.052785,0.049102,0.085428,0.049189,0.085126,0.048904,0.080163,0.051342,0.07989,0.048884,0.084594,0.048981,0.084248
81,90,2,600,0.011228,0.153757,0.020016,0.075861,0.482609,0.090821,0.437195,0.088954,0.079576,0.144897,0.079534,0.143477,0.079431,0.138109,0.081678,0.137229,0.079625,0.144671,0.079356,0.144531
101,90,2,600,0.011701,0.226799,0.020958,0.115213,0.774961,0.135548,0.597337,0.135197,0.117578,0.220706,0.116891,0.220051,0.117668,0.208779,0.119531,0.208609,0.117538,0.220138,0.117188,0.220052
1,90,2,600,0.006517,0.00021,0.006905,9.8e-05,0.003791,0.000151,0.003702,0.000147,0.003307,0.001661,0.003607,0.000726,0.002533,0.000117,0.003102,0.000119,0.002596,0.001557,0.003079,0.000787
21,90,2,600,0.010831,0.01135,0.019286,0.006546,0.092797,0.007849,0.072822,0.008282,0.012468,0.012965,0.013412,0.011274,0.01132,0.01107,0.01534,0.013841,0.012295,0.012108,0.012282,0.012723
41,90,2,600,0.011108,0.041713,0.019262,0.020312,0.155823,0.026328,0.1622,0.02554,0.027677,0.041632,0.028361,0.040792,0.026876,0.038396,0.028936,0.038509,0.027858,0.04214,0.027706,0.041612
61,90,2,600,0.011111,0.089387,0.017174,0.045944,0.286974,0.052052,0.247204,0.051711,0.049246,0.084596,0.049681,0.083775,0.048713,0.079213,0.051187,0.080239,0.049967,0.084854,0.04916,0.085006
81,90,2,600,0.010869,0.150801,0.017154,0.076152,0.476704,0.091079,0.394113,0.090156,0.081811,0.148077,0.080862,0.146064,0.080289,0.138589,0.081963,0.141359,0.080925,0.147921,0.079856,0.145572
101,90,2,600,0.011225,0.231086,0.019246,0.116776,0.77087,0.136842,0.584406,0.1378,0.119342,0.224533,0.120356,0.223635,0.117876,0.212293,0.120031,0.211765,0.118525,0.223005,0.117427,0.222264
1,90,2,600,0.012084,0.000298,0.013875,0.000146,0.005247,0.000286,0.00564,0.000341,0.003981,0.00103,0.005456,0.00071,0.00421,0.000256,0.004673,0.000215,0.004727,0.00142,0.004395,0.000747
21,90,2,600,0.288146,0.051566,0.704102,0.025292,0.036016,0.007867,0.031188,0.007594,0.008234,0.008517,0.009403,0.007354,0.007638,0.007058,0.010079,0.006375,0.007685,0.008961,0.009401,0.007385
41,90,2,600,0.238979,0.16929,0.597491,0.083301,0.112112,0.026075,0.088154,0.026128,0.018358,0.026944,0.018349,0.027279,0.018667,0.024239,0.018723,0.024519,0.018664,0.027543,0.019467,0.026572
61,90,2,600,0.244768,0.359868,0.837599,0.201781,0.19697,0.053943,0.179751,0.052644,0.033617,0.056091,0.034147,0.05641,0.033194,0.052607,0.034044,0.050843,0.033189,0.055924,0.034139,0.055776
81,90,2,600,0.240796,0.611093,0.612872,0.313058,0.271415,0.089075,0.237044,0.089107,0.053012,0.093232,0.054029,0.092788,0.053424,0.087106,0.05393,0.087076,0.053013,0.093188,0.053485,0.0939
101,90,2,600,0.285515,0.978389,0.604755,0.460966,0.382344,0.135591,0.366486,0.134542,0.078349,0.141539,0.078579,0.142295,0.078986,0.13407,0.079106,0.134043,0.078104,0.142505,0.078075,0.142082
