Gamma, tau, nb_path_to_select, limit_number_paths, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCHOGL, time_subproblem_KCHOGL
101,80,11,300,0.055511,0.103184,0.055454,0.103355
101,80,11,400,0.055789,0.103465,0.055534,0.104484
101,80,11,500,0.055469,0.103688,0.056512,0.104759
101,80,11,600,0.055937,0.104405,0.055655,0.104919
101,80,11,700,0.056137,0.105032,0.055272,0.105819
101,80,11,800,0.055697,0.104205,0.055249,0.106751
101,80,11,900,0.055952,0.107153,0.05513,0.107795
101,80,11,1000,0.056161,0.104438,0.055161,0.107846
101,80,11,1100,0.055877,0.104823,0.055386,0.109478
101,80,11,1200,0.056767,0.105226,0.055298,0.109885
101,80,11,1300,0.057053,0.104986,0.055342,0.109436
101,80,11,1400,0.05595,0.107075,0.055123,0.11075
101,90,3,100,0.055373,0.103387,0.055059,0.100356
101,90,3,200,0.05501,0.102683,0.055277,0.10083
101,90,3,300,0.05504,0.103035,0.055658,0.100828
101,90,3,400,0.05503,0.103406,0.055282,0.102092
101,90,3,500,0.055102,0.103336,0.055291,0.102098
101,90,3,600,0.055326,0.103504,0.05501,0.101726
101,90,3,700,0.055157,0.10352,0.055335,0.101938
101,90,3,800,0.055228,0.104003,0.055786,0.102214
101,90,3,900,0.055443,0.103951,0.055374,0.101959
101,90,3,1000,0.055169,0.104203,0.054968,0.103283
101,90,3,1100,0.055368,0.103792,0.055508,0.10447
101,90,3,1200,0.055317,0.104465,0.055034,0.103515
101,90,3,1300,0.055761,0.105304,0.055416,0.103652
101,90,3,1400,0.055848,0.104643,0.055061,0.1042
101,90,5,100,0.055984,0.104301,0.054923,0.100345
101,90,5,200,0.055128,0.103331,0.055315,0.100974
101,90,5,300,0.055135,0.102588,0.055103,0.100921
101,90,5,400,0.055202,0.103753,0.055092,0.102364
101,90,5,500,0.055128,0.10528,0.055228,0.102509
101,90,5,600,0.055801,0.10486,0.055245,0.108551
101,90,5,700,0.055437,0.10551,0.055289,0.103314
101,90,5,800,0.055786,0.104115,0.056393,0.103458
101,90,5,900,0.055453,0.104768,0.056438,0.104201
101,90,5,1000,0.056071,0.104704,0.055077,0.105998
101,90,5,1100,0.055708,0.104514,0.055003,0.105735
101,90,5,1200,0.055729,0.104244,0.055158,0.103492
101,90,5,1300,0.055664,0.104508,0.055323,0.104956
101,90,5,1400,0.055412,0.105333,0.055536,0.104484
101,90,7,100,0.05529,0.102491,0.056262,0.101618
101,90,7,200,0.055687,0.103067,0.055145,0.101816
101,90,7,300,0.055638,0.103288,0.055136,0.102031
101,90,7,400,0.055524,0.103428,0.055293,0.101896
101,90,7,500,0.055946,0.103478,0.05506,0.10234
101,90,7,600,0.056547,0.10398,0.054857,0.10354
101,90,7,700,0.056235,0.103983,0.055198,0.103855
101,90,7,800,0.055638,0.104256,0.055378,0.103453
101,90,7,900,0.055648,0.103647,0.055077,0.104054
101,90,7,1000,0.055294,0.10453,0.055468,0.104048
101,90,7,1100,0.055758,0.104661,0.055195,0.104585
101,90,7,1200,0.056018,0.104186,0.055509,0.105192
101,90,7,1300,0.055758,0.104596,0.056393,0.106229
101,90,7,1400,0.055864,0.105602,0.056095,0.107207
101,90,9,100,0.055609,0.103523,0.055137,0.102943
101,90,9,200,0.055325,0.103697,0.055042,0.1015
101,90,9,300,0.05513,0.103238,0.055499,0.103058
101,90,9,400,0.055986,0.103593,0.05553,0.102986
101,90,9,500,0.055683,0.103714,0.055486,0.103761
101,90,9,600,0.055843,0.103987,0.056625,0.104301
101,90,9,700,0.055691,0.104483,0.055109,0.106033
101,90,9,800,0.055697,0.104953,0.055112,0.106976
101,90,9,900,0.055501,0.104689,0.05524,0.105468
101,90,9,1000,0.055882,0.104805,0.055166,0.105651
101,90,9,1100,0.056824,0.105121,0.05539,0.107077
101,90,9,1200,0.056817,0.105031,0.055297,0.107677
101,90,9,1300,0.055945,0.10567,0.055171,0.107774
101,90,9,1400,0.055827,0.10731,0.055186,0.108345
101,90,11,100,0.055495,0.104587,0.055178,0.100701
101,90,11,200,0.055594,0.104598,0.055365,0.102575
101,90,11,300,0.055291,0.103036,0.055366,0.102891
101,90,11,400,0.056027,0.103779,0.056286,0.103551
101,90,11,500,0.056072,0.103965,0.055578,0.105709
101,90,11,600,0.056034,0.10423,0.055782,0.106193
101,90,11,700,0.056242,0.104371,0.055493,0.106905
101,90,11,800,0.055979,0.105246,0.05598,0.106688
101,90,11,900,0.056823,0.105053,0.055528,0.108114
101,90,11,1000,0.056352,0.104875,0.055815,0.108669
101,90,11,1100,0.056108,0.105101,0.056263,0.109853
101,90,11,1200,0.056298,0.104813,0.056395,0.110574
101,90,11,1300,0.056172,0.105338,0.056448,0.111013
101,90,11,1400,0.056428,0.106248,0.056809,0.111635
101,100,3,100,0.055358,0.103575,0.055481,0.101231
101,100,3,200,0.056098,0.103617,0.055336,0.101886
101,100,3,300,0.055691,0.10425,0.055311,0.101594
101,100,3,400,0.056156,0.104129,0.055426,0.102097
101,100,3,500,0.056826,0.104208,0.05558,0.101949
101,100,3,600,0.055731,0.104851,0.055325,0.10187
101,100,3,700,0.055342,0.104928,0.055582,0.102599
101,100,3,800,0.055618,0.104361,0.055288,0.103002
101,100,3,900,0.05585,0.104354,0.056069,0.103739
101,100,3,1000,0.055779,0.104662,0.055842,0.103556
101,100,3,1100,0.055726,0.10488,0.055678,0.104374
101,100,3,1200,0.055783,0.104777,0.055414,0.103032
101,100,3,1300,0.055514,0.105357,0.055499,0.103899
101,100,3,1400,0.055677,0.105548,0.055917,0.103376
101,100,5,100,0.055978,0.103836,0.056175,0.101646
101,100,5,200,0.055642,0.103606,0.056732,0.102007
101,100,5,300,0.055715,0.104117,0.055636,0.102922
101,100,5,400,0.055809,0.104346,0.05566,0.103491
101,100,5,500,0.055913,0.104717,0.055513,0.103434
101,100,5,600,0.056064,0.105071,0.055583,0.102513
101,100,5,700,0.056282,0.106434,0.055539,0.102844
101,100,5,800,0.056812,0.104627,0.055334,0.103015
101,100,5,900,0.056385,0.116392,0.055534,0.103655
101,100,5,1000,0.056746,0.104893,0.055487,0.104112
101,100,5,1100,0.055898,0.105583,0.055665,0.104591
101,100,5,1200,0.055728,0.105932,0.055505,0.104309
101,100,5,1300,0.055875,0.10583,0.055294,0.104591
101,100,5,1400,0.055369,0.104737,0.056095,0.105267
101,100,7,100,0.055486,0.102167,0.05566,0.101512
101,100,7,200,0.055503,0.102968,0.055072,0.103387
101,100,7,300,0.055591,0.102615,0.05534,0.10112
101,100,7,400,0.056254,0.102887,0.055111,0.101676
101,100,7,500,0.055771,0.102986,0.055363,0.101982
101,100,7,600,0.055157,0.103671,0.05622,0.103449
101,100,7,700,0.056042,0.103634,0.055158,0.104558
101,100,7,800,0.055664,0.103558,0.054968,0.10414
101,100,7,900,0.055753,0.103749,0.055263,0.104453
101,100,7,1000,0.055708,0.103824,0.055092,0.10437
101,100,7,1100,0.056079,0.104324,0.055315,0.104227
101,100,7,1200,0.056373,0.104452,0.055321,0.105023
101,100,7,1300,0.055452,0.105235,0.055441,0.105295
101,100,7,1400,0.055543,0.106172,0.055039,0.106256
101,100,9,100,0.055313,0.10203,0.055052,0.10168
101,100,9,200,0.055503,0.104028,0.055258,0.102455
101,100,9,300,0.055593,0.103035,0.055243,0.102769
101,100,9,400,0.055577,0.103368,0.055997,0.103304
101,100,9,500,0.055782,0.104053,0.056236,0.103704
101,100,9,600,0.055597,0.104076,0.055107,0.105922
101,100,9,700,0.055466,0.104453,0.05529,0.105581
101,100,9,800,0.05596,0.103912,0.055218,0.105931
101,100,9,900,0.055382,0.104018,0.055273,0.105823
101,100,9,1000,0.055956,0.104288,0.055745,0.106823
101,100,9,1100,0.055652,0.104862,0.055802,0.106778
101,100,9,1200,0.056026,0.104477,0.056868,0.107586
101,100,9,1300,0.055725,0.104571,0.054919,0.108863
101,100,9,1400,0.055627,0.105311,0.055174,0.109979
101,100,11,100,0.055628,0.102392,0.055103,0.101577
101,100,11,200,0.055458,0.102661,0.055021,0.102431
101,100,11,300,0.056386,0.103127,0.055002,0.102696
101,100,11,400,0.057434,0.104256,0.055084,0.103588
101,100,11,500,0.055687,0.105703,0.055043,0.103836
101,100,11,600,0.055613,0.104501,0.055197,0.104983
101,100,11,700,0.056062,0.106313,0.055016,0.105202
101,100,11,800,0.055939,0.105127,0.055274,0.106047
101,100,11,900,0.056028,0.103898,0.055741,0.106857
101,100,11,1000,0.055737,0.104053,0.055941,0.107628
101,100,11,1100,0.05593,0.104729,0.05564,0.109145
101,100,11,1200,0.055915,0.1043,0.055222,0.110357
101,100,11,1300,0.056074,0.104366,0.055004,0.110863
101,100,11,1400,0.055755,0.105092,0.055174,0.110865
1,80,3,100,0.006574,0.000523,0.007103,0.000532
1,80,3,200,0.007554,0.000644,0.006303,0.000622
1,80,3,300,0.007398,0.000734,0.00639,0.000752
1,80,3,400,0.007445,0.000864,0.006475,0.00095
1,80,3,500,0.008115,0.000959,0.006263,0.000954
1,80,3,600,0.007333,0.001013,0.006298,0.001142
1,80,3,700,0.006814,0.001094,0.006214,0.00127
1,80,3,800,0.008292,0.001403,0.006597,0.001507
1,80,3,900,0.006547,0.00111,0.006231,0.00165
1,80,3,1000,0.007675,0.001426,0.006314,0.001677
1,80,3,1100,0.006888,0.001441,0.004588,0.001372
1,80,3,1200,0.005543,0.001273,0.005087,0.001685
1,80,3,1300,0.004705,0.001051,0.004875,0.001744
1,80,3,1400,0.004732,0.001102,0.005657,0.002248
1,80,5,100,0.006419,0.000358,0.007429,0.000654
1,80,5,200,0.006439,0.00045,0.007229,0.000975
1,80,5,300,0.006549,0.000521,0.007411,0.001286
1,80,5,400,0.006608,0.000639,0.007258,0.001549
1,80,5,500,0.006408,0.000687,0.006777,0.001865
1,80,5,600,0.006272,0.000796,0.006291,0.002062
1,80,5,700,0.006325,0.000888,0.006254,0.002317
1,80,5,800,0.006298,0.000925,0.006238,0.002634
1,80,5,900,0.006246,0.00118,0.006377,0.002922
1,80,5,1000,0.006451,0.001109,0.006413,0.003209
1,80,5,1100,0.006286,0.001199,0.004872,0.002979
1,80,5,1200,0.007509,0.001502,0.004852,0.002958
1,80,5,1300,0.006623,0.001614,0.005248,0.003772
1,80,5,1400,0.006399,0.001468,0.00571,0.003662
1,80,7,100,0.006646,0.000462,0.007298,0.000968
1,80,7,200,0.006444,0.000439,0.007203,0.001597
1,80,7,300,0.006438,0.000667,0.007273,0.002225
1,80,7,400,0.006477,0.000605,0.007483,0.00261
1,80,7,500,0.006326,0.000716,0.007055,0.003422
1,80,7,600,0.006421,0.000926,0.00722,0.003562
1,80,7,700,0.007423,0.001061,0.006338,0.003935
1,80,7,800,0.008632,0.001286,0.006659,0.00467
1,80,7,900,0.006571,0.001152,0.007257,0.005203
1,80,7,1000,0.006295,0.001088,0.006904,0.005907
1,80,7,1100,0.007133,0.001338,0.004712,0.004571
1,80,7,1200,0.005291,0.001263,0.004782,0.004974
1,80,7,1300,0.005445,0.001185,0.004726,0.005358
1,80,7,1400,0.006208,0.001534,0.004803,0.005952
1,80,9,100,0.007088,0.000551,0.006224,0.001036
1,80,9,200,0.007284,0.00051,0.006266,0.001865
1,80,9,300,0.007262,0.000714,0.006291,0.002785
1,80,9,400,0.007501,0.000729,0.006715,0.003879
1,80,9,500,0.006715,0.000694,0.006917,0.004799
1,80,9,600,0.006359,0.000767,0.00686,0.005603
1,80,9,700,0.006715,0.001091,0.006753,0.006107
1,80,9,800,0.007245,0.001181,0.006913,0.007158
1,80,9,900,0.006484,0.001052,0.006897,0.008062
1,80,9,1000,0.007252,0.001281,0.006645,0.009104
1,80,9,1100,0.006799,0.001289,0.005124,0.007532
1,80,9,1200,0.006588,0.001299,0.005256,0.008219
1,80,9,1300,0.005533,0.001399,0.004877,0.008752
1,80,9,1400,0.007602,0.001783,0.005101,0.009743
1,80,11,100,0.006317,0.000464,0.00718,0.001439
1,80,11,200,0.006309,0.000524,0.007264,0.002776
1,80,11,300,0.006491,0.000607,0.00669,0.004104
1,80,11,400,0.007278,0.000804,0.006625,0.005398
1,80,11,500,0.008043,0.001079,0.006774,0.007178
1,80,11,600,0.006414,0.000877,0.006993,0.007756
1,80,11,700,0.007427,0.001129,0.007498,0.009092
1,80,11,800,0.006406,0.001166,0.007397,0.010265
1,80,11,900,0.007402,0.001317,0.006961,0.012023
1,80,11,1000,0.006638,0.001196,0.007221,0.013079
1,80,11,1100,0.004782,0.000921,0.005077,0.010635
1,80,11,1200,0.004739,0.00099,0.005215,0.011634
1,80,11,1300,0.005509,0.001254,0.005113,0.012948
1,80,11,1400,0.004769,0.001112,0.004817,0.013667
1,90,3,100,0.007135,0.000578,0.006258,0.000477
1,90,3,200,0.007245,0.000666,0.006296,0.00055
1,90,3,300,0.00749,0.000817,0.006806,0.000739
1,90,3,400,0.0073,0.000814,0.006286,0.000824
1,90,3,500,0.007022,0.000895,0.006411,0.00098
1,90,3,600,0.007249,0.00081,0.006197,0.001133
1,90,3,700,0.006422,0.000848,0.006142,0.001273
1,90,3,800,0.006491,0.001144,0.007058,0.001555
1,90,3,900,0.006387,0.001026,0.006364,0.001562
1,90,3,1000,0.006783,0.001223,0.006727,0.001788
1,90,3,1100,0.006728,0.001519,0.004634,0.001512
1,90,3,1200,0.006337,0.001327,0.005383,0.001785
1,90,3,1300,0.006429,0.001393,0.004894,0.001719
1,90,3,1400,0.004653,0.00109,0.005204,0.002081
1,90,5,100,0.006607,0.000381,0.006568,0.00065
1,90,5,200,0.00681,0.000591,0.006553,0.001119
1,90,5,300,0.007159,0.000681,0.006339,0.001405
1,90,5,400,0.007913,0.000801,0.006564,0.001707
1,90,5,500,0.006901,0.00079,0.006587,0.001905
1,90,5,600,0.006392,0.000979,0.006411,0.002487
1,90,5,700,0.007862,0.001162,0.00648,0.002479
1,90,5,800,0.00638,0.001006,0.007432,0.003033
1,90,5,900,0.006529,0.001176,0.007699,0.003321
1,90,5,1000,0.006415,0.001306,0.007015,0.003469
1,90,5,1100,0.007097,0.001404,0.004835,0.002738
1,90,5,1200,0.004972,0.001081,0.005189,0.003126
1,90,5,1300,0.006722,0.001686,0.005336,0.003284
1,90,5,1400,0.004718,0.001309,0.005259,0.003863
1,90,7,100,0.006412,0.000402,0.007714,0.000923
1,90,7,200,0.006347,0.000449,0.007416,0.00148
1,90,7,300,0.006331,0.000537,0.007163,0.001951
1,90,7,400,0.00632,0.000597,0.006947,0.002715
1,90,7,500,0.0063,0.000812,0.007253,0.003122
1,90,7,600,0.007227,0.000987,0.006679,0.003497
1,90,7,700,0.007437,0.001292,0.006274,0.004075
1,90,7,800,0.006876,0.001033,0.006347,0.004909
1,90,7,900,0.007362,0.001315,0.006503,0.005065
1,90,7,1000,0.006313,0.001089,0.006898,0.006364
1,90,7,1100,0.007866,0.001575,0.004726,0.004619
1,90,7,1200,0.007841,0.001751,0.004924,0.005759
1,90,7,1300,0.005139,0.001065,0.005049,0.005643
1,90,7,1400,0.005046,0.00119,0.005355,0.005945
1,90,9,100,0.006496,0.000382,0.006994,0.001142
1,90,9,200,0.006509,0.00045,0.006958,0.001994
1,90,9,300,0.006636,0.000556,0.006806,0.002893
1,90,9,400,0.006446,0.000609,0.007463,0.003954
1,90,9,500,0.006353,0.000706,0.007041,0.004614
1,90,9,600,0.006533,0.001049,0.006813,0.005338
1,90,9,700,0.007086,0.001221,0.006476,0.006289
1,90,9,800,0.006597,0.000988,0.006956,0.007138
1,90,9,900,0.006606,0.001156,0.007209,0.008198
1,90,9,1000,0.007219,0.001708,0.007587,0.009063
1,90,9,1100,0.006476,0.001347,0.005812,0.007524
1,90,9,1200,0.005522,0.001498,0.004842,0.008084
1,90,9,1300,0.006066,0.001485,0.005427,0.008872
1,90,9,1400,0.004684,0.001163,0.005364,0.009205
1,90,11,100,0.006945,0.000496,0.006671,0.001444
1,90,11,200,0.006979,0.000636,0.006759,0.002628
1,90,11,300,0.006994,0.000683,0.006444,0.003922
1,90,11,400,0.007533,0.000717,0.006353,0.005123
1,90,11,500,0.007337,0.000865,0.006763,0.006725
1,90,11,600,0.006375,0.000763,0.007034,0.007636
1,90,11,700,0.007247,0.001097,0.006807,0.008862
1,90,11,800,0.006359,0.000954,0.006726,0.010499
1,90,11,900,0.007311,0.001374,0.006625,0.011638
1,90,11,1000,0.006374,0.001139,0.006611,0.013282
1,90,11,1100,0.005632,0.000974,0.004854,0.010684
1,90,11,1200,0.00469,0.000971,0.004977,0.01179
1,90,11,1300,0.005944,0.001489,0.005384,0.012492
1,90,11,1400,0.004706,0.001142,0.004915,0.013326
1,100,3,100,0.007921,0.000469,0.006247,0.000399
1,100,3,200,0.007121,0.000605,0.006292,0.000587
1,100,3,300,0.00693,0.000697,0.006485,0.000716
1,100,3,400,0.006926,0.000685,0.006583,0.000924
1,100,3,500,0.00698,0.00083,0.006736,0.001259
1,100,3,600,0.006712,0.000968,0.006388,0.001177
1,100,3,700,0.006248,0.000947,0.007622,0.001636
1,100,3,800,0.006302,0.001046,0.006436,0.001578
1,100,3,900,0.006594,0.001225,0.007158,0.001858
1,100,3,1000,0.006697,0.001127,0.006367,0.001779
1,100,3,1100,0.006638,0.001255,0.004643,0.001387
1,100,3,1200,0.006368,0.001357,0.005243,0.001677
1,100,3,1300,0.004736,0.001003,0.004795,0.00207
1,100,3,1400,0.005073,0.001194,0.004634,0.001756
1,100,5,100,0.007719,0.000516,0.006363,0.000644
1,100,5,200,0.007499,0.00067,0.006215,0.001015
1,100,5,300,0.007119,0.000657,0.006333,0.001115
1,100,5,400,0.007272,0.000811,0.006554,0.001476
1,100,5,500,0.007246,0.000817,0.006266,0.001713
1,100,5,600,0.006754,0.000855,0.00619,0.002006
1,100,5,700,0.006435,0.000855,0.006141,0.002339
1,100,5,800,0.006446,0.001006,0.006197,0.002582
1,100,5,900,0.006324,0.001034,0.006235,0.002857
1,100,5,1000,0.006399,0.001131,0.006322,0.003168
1,100,5,1100,0.006576,0.001235,0.0046,0.002598
1,100,5,1200,0.007104,0.001607,0.00464,0.002807
1,100,5,1300,0.004952,0.00106,0.004614,0.003047
1,100,5,1400,0.005426,0.001347,0.004833,0.003405
1,100,7,100,0.007132,0.000559,0.00715,0.000938
1,100,7,200,0.006893,0.000557,0.006521,0.001339
1,100,7,300,0.006728,0.00061,0.006819,0.001887
1,100,7,400,0.006856,0.00072,0.006707,0.002379
1,100,7,500,0.00722,0.000785,0.006436,0.002934
1,100,7,600,0.00682,0.000807,0.006193,0.0034
1,100,7,700,0.006442,0.000872,0.006269,0.004012
1,100,7,800,0.007076,0.001038,0.006204,0.004627
1,100,7,900,0.007052,0.001218,0.007464,0.005391
1,100,7,1000,0.006369,0.001163,0.006916,0.005876
1,100,7,1100,0.007325,0.00136,0.004722,0.00458
1,100,7,1200,0.005536,0.001151,0.004773,0.004953
1,100,7,1300,0.005473,0.001189,0.004722,0.005323
1,100,7,1400,0.005596,0.001333,0.004729,0.005774
1,100,9,100,0.007649,0.000435,0.006251,0.001029
1,100,9,200,0.007329,0.000591,0.006316,0.001854
1,100,9,300,0.007232,0.000689,0.006266,0.002716
1,100,9,400,0.007505,0.00072,0.006473,0.003821
1,100,9,500,0.006722,0.000739,0.006956,0.004682
1,100,9,600,0.006442,0.000764,0.006855,0.005509
1,100,9,700,0.006304,0.000862,0.006594,0.006117
1,100,9,800,0.00705,0.001107,0.00652,0.006935
1,100,9,900,0.006458,0.001011,0.007092,0.007975
1,100,9,1000,0.006406,0.001122,0.00677,0.009072
1,100,9,1100,0.005629,0.001077,0.004672,0.007348
1,100,9,1200,0.005181,0.001059,0.005227,0.007869
1,100,9,1300,0.00486,0.001028,0.005033,0.00894
1,100,9,1400,0.006598,0.001676,0.00545,0.009767
1,100,11,100,0.007183,0.000555,0.006261,0.001399
1,100,11,200,0.007251,0.000547,0.006217,0.002635
1,100,11,300,0.007194,0.000669,0.006476,0.004063
1,100,11,400,0.006718,0.000646,0.006694,0.005315
1,100,11,500,0.006429,0.000696,0.006756,0.006613
1,100,11,600,0.006543,0.000814,0.006755,0.007574
1,100,11,700,0.006992,0.001009,0.006484,0.009215
1,100,11,800,0.006402,0.000964,0.00667,0.010436
1,100,11,900,0.007263,0.001166,0.007009,0.01148
1,100,11,1000,0.006679,0.001164,0.007113,0.012863
1,100,11,1100,0.004855,0.000975,0.005026,0.010763
1,100,11,1200,0.004677,0.001032,0.005792,0.011849
1,100,11,1300,0.005444,0.001185,0.004772,0.0126
1,100,11,1400,0.004792,0.001218,0.004986,0.013752
11,80,3,100,0.005154,0.001727,0.004431,0.001915
11,80,3,200,0.004653,0.001741,0.004743,0.002027
11,80,3,300,0.004743,0.001799,0.004732,0.002277
11,80,3,400,0.004788,0.001839,0.005,0.002091
11,80,3,500,0.004695,0.001844,0.005329,0.001976
11,80,3,600,0.004394,0.001874,0.005306,0.002275
11,80,3,700,0.004599,0.00192,0.004865,0.002305
11,80,3,800,0.004644,0.001979,0.004771,0.002069
11,80,3,900,0.004407,0.002024,0.004486,0.002189
11,80,3,1000,0.004553,0.002049,0.005291,0.002304
11,80,3,1100,0.005312,0.002243,0.004424,0.002242
11,80,3,1200,0.005079,0.002392,0.004589,0.002313
11,80,3,1300,0.004664,0.002167,0.00437,0.002319
11,80,3,1400,0.004675,0.002185,0.004466,0.002401
11,80,5,100,0.004714,0.001647,0.004507,0.001659
11,80,5,200,0.004489,0.001683,0.004494,0.001765
11,80,5,300,0.004622,0.001736,0.004458,0.001899
11,80,5,400,0.004592,0.001783,0.004444,0.001994
11,80,5,500,0.004825,0.001822,0.004488,0.002056
11,80,5,600,0.004762,0.001863,0.004494,0.002219
11,80,5,700,0.004545,0.001925,0.004461,0.002285
11,80,5,800,0.004612,0.001956,0.004517,0.002347
11,80,5,900,0.004532,0.001988,0.004507,0.002431
11,80,5,1000,0.004622,0.002028,0.004501,0.002544
11,80,5,1100,0.004912,0.002132,0.004508,0.002644
11,80,5,1200,0.004702,0.00209,0.004498,0.002746
11,80,5,1300,0.004668,0.002141,0.004642,0.002925
11,80,5,1400,0.004664,0.002671,0.00517,0.003061
11,80,7,100,0.005324,0.001888,0.0048,0.001805
11,80,7,200,0.00509,0.001717,0.004614,0.001931
11,80,7,300,0.004723,0.001754,0.004614,0.002108
11,80,7,400,0.004733,0.001788,0.004564,0.002221
11,80,7,500,0.004663,0.001831,0.004538,0.002374
11,80,7,600,0.004682,0.001886,0.004629,0.002513
11,80,7,700,0.004738,0.001894,0.00459,0.002652
11,80,7,800,0.004551,0.001973,0.004614,0.002811
11,80,7,900,0.005293,0.002345,0.004633,0.003555
11,80,7,1000,0.004822,0.002105,0.005366,0.003389
11,80,7,1100,0.004937,0.002251,0.005088,0.003636
11,80,7,1200,0.004789,0.002579,0.00573,0.003527
11,80,7,1300,0.00478,0.002251,0.004612,0.003536
11,80,7,1400,0.005258,0.002691,0.004602,0.004241
11,80,9,100,0.004866,0.001727,0.005208,0.00215
11,80,9,200,0.004765,0.001744,0.005102,0.002252
11,80,9,300,0.004596,0.001742,0.004787,0.002304
11,80,9,400,0.004796,0.001797,0.004719,0.002497
11,80,9,500,0.004721,0.001811,0.004649,0.002771
11,80,9,600,0.004742,0.001872,0.004653,0.002996
11,80,9,700,0.004505,0.001901,0.004682,0.003207
11,80,9,800,0.004604,0.00201,0.00513,0.003563
11,80,9,900,0.004596,0.002032,0.004633,0.003703
11,80,9,1000,0.004997,0.002392,0.004653,0.004108
11,80,9,1100,0.004923,0.002142,0.004955,0.004995
11,80,9,1200,0.004644,0.002134,0.004959,0.004565
11,80,9,1300,0.004646,0.00217,0.005641,0.004934
11,80,9,1400,0.004859,0.002272,0.004604,0.005243
11,80,11,100,0.004962,0.001671,0.0052,0.002425
11,80,11,200,0.00479,0.00168,0.00525,0.002463
11,80,11,300,0.004624,0.001738,0.00482,0.002598
11,80,11,400,0.004684,0.001812,0.004791,0.002897
11,80,11,500,0.004575,0.001825,0.004714,0.003289
11,80,11,600,0.004596,0.001936,0.004739,0.003598
11,80,11,700,0.005458,0.00215,0.005465,0.003966
11,80,11,800,0.004735,0.002007,0.004727,0.004367
11,80,11,900,0.005022,0.002094,0.005182,0.005161
11,80,11,1000,0.00487,0.002113,0.005804,0.005384
11,80,11,1100,0.004713,0.002436,0.005023,0.005277
11,80,11,1200,0.00481,0.002238,0.004727,0.006506
11,80,11,1300,0.004873,0.002276,0.004995,0.006516
11,80,11,1400,0.005677,0.002276,0.004798,0.006734
11,90,3,100,0.004976,0.001692,0.004745,0.002185
11,90,3,200,0.004699,0.001849,0.004839,0.001909
11,90,3,300,0.004571,0.00174,0.004431,0.001863
11,90,3,400,0.004455,0.001765,0.004426,0.001899
11,90,3,500,0.00482,0.001819,0.004332,0.002041
11,90,3,600,0.004485,0.001929,0.004666,0.002147
11,90,3,700,0.004834,0.001975,0.004721,0.0023
11,90,3,800,0.004689,0.002073,0.004658,0.00205
11,90,3,900,0.004588,0.002022,0.004637,0.002126
11,90,3,1000,0.004492,0.002068,0.004578,0.002166
11,90,3,1100,0.004338,0.002116,0.004497,0.002211
11,90,3,1200,0.004343,0.002114,0.004517,0.002283
11,90,3,1300,0.004575,0.002153,0.004482,0.002302
11,90,3,1400,0.004586,0.002171,0.004423,0.002358
11,90,5,100,0.004514,0.001633,0.00454,0.001667
11,90,5,200,0.004561,0.001684,0.004603,0.001766
11,90,5,300,0.004327,0.001727,0.004634,0.001875
11,90,5,400,0.004583,0.001767,0.004631,0.001999
11,90,5,500,0.004606,0.001824,0.004658,0.002059
11,90,5,600,0.004451,0.001904,0.004645,0.002157
11,90,5,700,0.004486,0.001903,0.0046,0.002242
11,90,5,800,0.004337,0.002027,0.004652,0.002333
11,90,5,900,0.004488,0.002003,0.004558,0.002428
11,90,5,1000,0.004506,0.002031,0.004567,0.002628
11,90,5,1100,0.004551,0.002763,0.004635,0.002628
11,90,5,1200,0.004521,0.002119,0.005057,0.00281
11,90,5,1300,0.004715,0.002237,0.004511,0.002814
11,90,5,1400,0.005146,0.002353,0.004525,0.002912
11,90,7,100,0.004995,0.00169,0.004638,0.001728
11,90,7,200,0.004761,0.001702,0.004667,0.001904
11,90,7,300,0.004679,0.001737,0.004645,0.00203
11,90,7,400,0.005078,0.001931,0.004645,0.002203
11,90,7,500,0.004825,0.001826,0.004631,0.002376
11,90,7,600,0.004701,0.001877,0.004617,0.002576
11,90,7,700,0.005106,0.002151,0.004728,0.002802
11,90,7,800,0.004544,0.00197,0.005656,0.002997
11,90,7,900,0.004628,0.002012,0.004879,0.003073
11,90,7,1000,0.00463,0.002074,0.004672,0.003168
11,90,7,1100,0.004713,0.0021,0.004682,0.003239
11,90,7,1200,0.00462,0.002223,0.005236,0.003449
11,90,7,1300,0.004563,0.002263,0.004664,0.003737
11,90,7,1400,0.005258,0.00227,0.00504,0.00419
11,90,9,100,0.004685,0.001666,0.005004,0.001897
11,90,9,200,0.004689,0.001698,0.00474,0.002074
11,90,9,300,0.004647,0.001746,0.00485,0.002288
11,90,9,400,0.004619,0.001819,0.005137,0.002538
11,90,9,500,0.00469,0.001856,0.004726,0.002783
11,90,9,600,0.004721,0.001911,0.004982,0.003011
11,90,9,700,0.004568,0.002,0.005544,0.003308
11,90,9,800,0.005081,0.002002,0.004676,0.003539
11,90,9,900,0.005622,0.002354,0.004708,0.004675
11,90,9,1000,0.004769,0.002132,0.005551,0.004406
11,90,9,1100,0.004701,0.002172,0.005232,0.004172
11,90,9,1200,0.005593,0.002295,0.004759,0.004399
11,90,9,1300,0.00511,0.002175,0.004712,0.004899
11,90,9,1400,0.005157,0.002275,0.004959,0.004847
11,90,11,100,0.004658,0.001647,0.005485,0.002139
11,90,11,200,0.004797,0.001816,0.005552,0.00226
11,90,11,300,0.004904,0.002093,0.004831,0.00262
