Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCHOG, time_subproblem_KCHOG, time_master_KCHOGL, time_subproblem_KCHOGL
81,100,2,600,0.014152,0.18154,0.476791,0.110617,0.470523,0.10986,0.095079,0.173422,0.094421,0.173764,0.095037,0.166232,0.097181,0.167009,0.0945,0.173372,0.094581,0.173636
101,100,2,600,0.013898,0.274009,0.696889,0.162612,0.677925,0.166458,0.140303,0.265768,0.140859,0.265311,0.140267,0.251984,0.143487,0.254555,0.141684,0.267882,0.140917,0.264286
1,100,2,600,0.015452,0.000313,0.008259,0.000332,0.005968,0.000276,0.005729,0.001515,0.006702,0.000926,0.004619,0.000262,0.007177,0.000262,0.004981,0.001502,0.005861,0.001022
21,100,2,600,0.35131,0.064881,0.042329,0.008354,0.041365,0.008524,0.009725,0.009914,0.010043,0.008781,0.010365,0.007768,0.009917,0.007876,0.009427,0.009685,0.010226,0.008786
41,100,2,600,0.300405,0.199948,0.136912,0.029799,0.12925,0.030352,0.021855,0.0332,0.021514,0.0313,0.021607,0.029865,0.022233,0.030777,0.021366,0.032275,0.021866,0.030964
61,100,2,600,0.302799,0.421871,0.193877,0.061671,0.192236,0.068611,0.044201,0.070238,0.040226,0.0697,0.038774,0.062065,0.040077,0.06119,0.039851,0.06703,0.038838,0.064829
81,100,2,600,0.310776,0.724792,0.268294,0.10769,0.245738,0.108285,0.064262,0.113643,0.064035,0.11234,0.063387,0.10529,0.066565,0.111313,0.064525,0.113707,0.064122,0.112501
101,100,2,600,0.3501,1.1934,0.374798,0.167326,0.403573,0.165906,0.093469,0.17298,0.094152,0.171932,0.093234,0.160252,0.099592,0.163968,0.094006,0.171889,0.093467,0.17304
1,100,2,600,0.021739,0.000519,0.008856,0.000499,0.00928,0.000502,0.008192,0.000807,0.009288,0.000622,0.008671,0.000409,0.008774,0.000402,0.008397,0.000673,0.006808,0.000511
21,100,2,600,0.124264,0.045049,0.022933,0.00824,0.022854,0.00775,0.009247,0.010201,0.008702,0.010104,0.00881,0.007621,0.010827,0.007721,0.009298,0.010383,0.008883,0.008771
41,100,2,600,0.104421,0.133078,0.094415,0.030176,0.093331,0.036278,0.021474,0.03312,0.021256,0.030881,0.020758,0.028823,0.021522,0.029154,0.020794,0.032827,0.021208,0.032009
61,100,2,600,0.107309,0.286045,0.232965,0.096377,0.165732,0.062373,0.038849,0.067188,0.038889,0.064559,0.038769,0.061331,0.039505,0.061159,0.038794,0.065895,0.038687,0.065397
81,100,2,600,0.111018,0.482153,0.232665,0.106215,0.221634,0.109426,0.062738,0.112658,0.063124,0.112996,0.062674,0.105087,0.063303,0.107299,0.062686,0.113123,0.061848,0.11053
101,100,2,600,0.109557,0.74074,0.324862,0.165123,0.340012,0.164241,0.093405,0.170936,0.09309,0.170624,0.09488,0.163263,0.094693,0.163637,0.093696,0.172951,0.09413,0.171425
1,100,2,600,0.013407,0.000424,0.003668,0.000207,0.002833,0.0002,0.002772,0.000618,0.00296,0.001279,0.003841,0.000176,0.002794,0.000147,0.002771,0.000595,0.002862,0.000597
21,100,2,600,0.015981,0.014633,0.053713,0.008489,0.0546,0.008163,0.008329,0.009663,0.008296,0.008271,0.009328,0.007837,0.009004,0.007675,0.008923,0.008836,0.008132,0.009278
41,100,2,600,0.016728,0.051851,0.146186,0.031066,0.156549,0.030362,0.020861,0.030301,0.02074,0.03013,0.021041,0.028963,0.021082,0.028923,0.020221,0.030769,0.02032,0.030966
61,100,2,600,0.016791,0.105999,0.269549,0.06341,0.290507,0.063031,0.038154,0.065299,0.038409,0.064676,0.038348,0.062376,0.039328,0.061732,0.039289,0.065278,0.038458,0.065472
81,100,2,600,0.01413,0.182773,0.383033,0.110273,0.383607,0.110284,0.062917,0.112166,0.062769,0.111239,0.062782,0.106549,0.063565,0.106584,0.062714,0.111657,0.06288,0.111277
101,100,2,600,0.014364,0.277059,0.624511,0.166656,0.627846,0.167082,0.092953,0.170296,0.093542,0.170408,0.09282,0.163174,0.094228,0.162953,0.092859,0.170608,0.093002,0.170052
1,100,2,600,0.025404,0.000418,0.004675,0.000193,0.004284,0.000179,0.007763,0.000436,0.006985,0.000344,0.010534,0.000402,0.007393,0.000362,0.008616,0.000345,0.006801,0.000296
21,100,2,600,0.079935,0.031808,0.033776,0.009158,0.033434,0.008632,0.010492,0.009584,0.009477,0.009699,0.009397,0.008289,0.010471,0.007685,0.011281,0.009708,0.009994,0.010617
41,100,2,600,0.105141,0.135893,0.099657,0.029244,0.108676,0.030088,0.02243,0.031809,0.021811,0.031585,0.021342,0.029827,0.022679,0.02993,0.02279,0.031998,0.021807,0.032054
61,100,2,600,0.082493,0.247786,0.138388,0.062342,0.137982,0.063372,0.039562,0.066092,0.039419,0.064685,0.039093,0.06098,0.039928,0.061023,0.039335,0.065771,0.039183,0.064505
81,100,2,600,0.103449,0.478822,0.257132,0.109112,0.247808,0.107635,0.064879,0.111928,0.063498,0.111776,0.063659,0.106069,0.063415,0.105796,0.063557,0.114691,0.063379,0.111419
101,100,2,600,0.104369,0.735149,0.439024,0.171915,0.42905,0.164686,0.093009,0.173197,0.093524,0.169201,0.093522,0.16273,0.094217,0.16285,0.092989,0.171381,0.093206,0.170418
1,100,2,600,0.015176,0.000397,0.004595,0.000253,0.00358,0.000215,0.003148,0.000857,0.003069,0.000521,0.004341,0.000191,0.003246,0.000155,0.002961,0.000894,0.002996,0.000576
21,100,2,600,0.029703,0.018273,0.050247,0.008267,0.051097,0.008537,0.009138,0.008567,0.008584,0.008875,0.008413,0.007611,0.01084,0.007915,0.009564,0.009006,0.008376,0.008215
41,100,2,600,0.024498,0.065464,0.177196,0.030449,0.176446,0.030021,0.020545,0.031493,0.020474,0.031111,0.0205,0.02945,0.021492,0.029827,0.020854,0.031314,0.020567,0.03123
61,100,2,600,0.029979,0.141021,0.277274,0.063242,0.272899,0.064149,0.039546,0.064333,0.038476,0.064337,0.038382,0.06103,0.039368,0.061035,0.038533,0.06541,0.038472,0.063912
81,100,2,600,0.028838,0.243576,0.427066,0.109398,0.44347,0.1094,0.062528,0.109881,0.062608,0.111247,0.062592,0.105778,0.063245,0.106001,0.062474,0.111268,0.062443,0.109731
101,100,2,600,0.028314,0.366834,0.632871,0.165685,0.638367,0.164975,0.092841,0.168637,0.092364,0.169213,0.093253,0.162385,0.093267,0.161192,0.09252,0.16952,0.092364,0.16998
1,100,2,600,0.025729,0.000416,0.003979,0.000174,0.003729,0.00018,0.007571,0.000703,0.006391,0.000394,0.010181,0.000346,0.006185,0.000274,0.009528,0.00058,0.006072,0.000421
21,100,2,600,0.149019,0.044459,0.024913,0.008153,0.026956,0.007802,0.008943,0.010094,0.009112,0.01158,0.008829,0.007615,0.011418,0.007914,0.010988,0.010515,0.008738,0.011651
41,100,2,600,0.144854,0.151932,0.091046,0.029447,0.091642,0.030281,0.021485,0.032135,0.0216,0.031546,0.020865,0.028755,0.021751,0.029067,0.020946,0.03351,0.020984,0.032337
61,100,2,600,0.194063,0.357066,0.136373,0.061917,0.146811,0.06246,0.037968,0.065713,0.038807,0.065357,0.038675,0.061002,0.039378,0.061921,0.03868,0.066233,0.039159,0.065719
81,100,2,600,0.152078,0.540765,0.274507,0.108381,0.254801,0.10754,0.063085,0.112304,0.063913,0.110661,0.062613,0.106309,0.063777,0.107032,0.062337,0.112522,0.063644,0.111791
101,100,2,600,0.185181,0.919112,0.345361,0.165548,0.343751,0.164708,0.094374,0.171733,0.093448,0.171303,0.092869,0.162308,0.093877,0.162132,0.093114,0.172284,0.092971,0.166303
1,100,2,600,0.026273,0.000431,0.006119,0.00032,0.0041,0.000178,0.007013,0.001181,0.006436,0.000751,0.009278,0.000346,0.006768,0.000227,0.008093,0.001761,0.006652,0.000837
21,100,2,600,0.277601,0.056489,0.031761,0.008675,0.032534,0.009402,0.010382,0.009881,0.009442,0.009946,0.008902,0.008607,0.010443,0.007634,0.011024,0.010087,0.008909,0.00949
41,100,2,600,0.356874,0.219626,0.103213,0.029529,0.103314,0.029393,0.022031,0.033102,0.02125,0.03226,0.021216,0.029727,0.022496,0.02865,0.021636,0.033141,0.021238,0.031185
61,100,2,600,0.2971,0.421217,0.190847,0.061962,0.199637,0.061766,0.039372,0.067252,0.039345,0.064972,0.038806,0.062964,0.039618,0.061992,0.039208,0.06647,0.038878,0.066341
81,100,2,600,0.34718,0.78916,0.25663,0.108232,0.270521,0.106455,0.063879,0.114202,0.062924,0.111518,0.067201,0.107085,0.064216,0.106541,0.063675,0.11481,0.063808,0.112886
101,100,2,600,0.280777,1.10359,0.354356,0.167152,0.355686,0.165498,0.094347,0.173223,0.094675,0.172196,0.093876,0.164299,0.094953,0.163335,0.094296,0.173483,0.094119,0.172236
1,100,2,600,0.014502,0.000336,0.003153,0.000176,0.003042,0.00017,0.002968,0.000634,0.004122,0.000791,0.00321,0.000155,0.003027,0.000153,0.003016,0.000683,0.004208,0.000577
21,100,2,600,0.013958,0.014229,0.05713,0.008364,0.057178,0.008913,0.009528,0.008794,0.008791,0.010095,0.008542,0.007874,0.010512,0.007657,0.009312,0.009587,0.008533,0.008557
41,100,2,600,0.014442,0.051996,0.174718,0.030084,0.173198,0.030111,0.02133,0.031182,0.021104,0.030347,0.02054,0.029453,0.02188,0.029682,0.021053,0.031761,0.02054,0.03083
61,100,2,600,0.016275,0.105826,0.272599,0.063109,0.249904,0.063668,0.038602,0.064526,0.039122,0.064664,0.03844,0.060989,0.040292,0.062403,0.038907,0.064606,0.038626,0.064434
81,100,2,600,0.01562,0.181389,0.408224,0.109115,0.410536,0.109481,0.062914,0.111035,0.063261,0.111023,0.062452,0.106044,0.063845,0.106494,0.063246,0.11114,0.062891,0.111566
101,100,2,600,0.016253,0.276149,0.543249,0.166374,0.559984,0.165437,0.092985,0.169527,0.093045,0.169338,0.093144,0.162465,0.093911,0.162096,0.09243,0.169272,0.092646,0.168589
1,100,2,600,0.012943,0.000405,0.006606,0.000386,0.005497,0.000331,0.005478,0.002851,0.004526,0.000961,0.006026,0.000447,0.005882,0.000285,0.004513,0.001782,0.007399,0.001102
21,100,2,600,0.498397,0.074584,0.026632,0.009025,0.025606,0.010088,0.009717,0.011286,0.009589,0.009281,0.009449,0.007622,0.01207,0.007904,0.008992,0.01162,0.00918,0.010069
41,100,2,600,0.564001,0.267109,0.096653,0.029113,0.099503,0.030077,0.02245,0.033006,0.022721,0.030861,0.02145,0.029339,0.023015,0.028762,0.021227,0.03204,0.021044,0.030951
61,100,2,600,0.474459,0.525948,0.155274,0.062798,0.16435,0.061947,0.039645,0.067422,0.03913,0.064938,0.038708,0.060811,0.03998,0.060807,0.038885,0.066096,0.038761,0.064921
81,100,2,600,0.567576,0.952328,0.230704,0.106168,0.228376,0.10601,0.063258,0.113486,0.063901,0.112182,0.064012,0.105863,0.06401,0.10538,0.062721,0.112289,0.063407,0.112357
101,100,2,600,0.596389,1.46799,0.298593,0.163035,0.317052,0.162631,0.093433,0.17099,0.093471,0.169012,0.092685,0.162127,0.093757,0.161087,0.093274,0.170761,0.092621,0.170805
1,100,2,600,0.026589,0.000433,0.00475,0.000186,0.004349,0.00019,0.006929,0.001961,0.006327,0.000883,0.009887,0.00041,0.006574,0.000284,0.008092,0.002003,0.005906,0.000916
21,100,2,600,0.457569,0.071727,0.033863,0.009356,0.032985,0.009386,0.010465,0.009746,0.01055,0.009443,0.009108,0.009125,0.010103,0.007613,0.010004,0.009712,0.010653,0.009505
41,100,2,600,0.354082,0.21603,0.144027,0.03021,0.148713,0.03138,0.021814,0.031876,0.021639,0.030878,0.022304,0.029058,0.022206,0.02937,0.02142,0.032103,0.021314,0.031964
61,100,2,600,0.340271,0.456171,0.204268,0.063114,0.20043,0.06364,0.040203,0.066659,0.040032,0.065825,0.039163,0.060994,0.039916,0.061184,0.039037,0.06561,0.038919,0.06576
81,100,2,600,0.372148,0.779329,0.257945,0.106392,0.277973,0.106208,0.063608,0.112542,0.063024,0.1125,0.063081,0.105227,0.063876,0.105409,0.063255,0.113973,0.063765,0.11137
101,100,2,600,0.355986,1.18168,0.408242,0.165756,0.406697,0.165589,0.093558,0.170754,0.094407,0.170213,0.093948,0.162644,0.0935,0.16191,0.093109,0.170744,0.09289,0.170258
1,100,2,600,0.027708,0.000519,0.004608,0.000203,0.004441,0.000182,0.008568,0.001342,0.006921,0.000732,0.009904,0.000387,0.007915,0.000396,0.008791,0.001665,0.006677,0.000813
21,100,2,600,0.249193,0.053124,0.028584,0.007948,0.02891,0.008194,0.01049,0.009669,0.009457,0.0095,0.00976,0.008396,0.010153,0.00769,0.01012,0.009722,0.010309,0.009272
41,100,2,600,0.224842,0.184456,0.100812,0.03049,0.098772,0.030113,0.021647,0.032188,0.021748,0.031419,0.021524,0.029633,0.022211,0.02998,0.021703,0.032032,0.022053,0.031785
61,100,2,600,0.289489,0.424005,0.156428,0.061711,0.165974,0.061765,0.040021,0.065805,0.039314,0.064864,0.03931,0.061222,0.039854,0.061489,0.039438,0.065869,0.039266,0.064671
81,100,2,600,0.246292,0.657867,0.279009,0.10879,0.304216,0.105748,0.063612,0.112089,0.063581,0.111083,0.063272,0.105082,0.063888,0.105408,0.063327,0.11269,0.063259,0.111041
101,100,2,600,0.232003,1.00598,0.309538,0.163289,0.331494,0.164154,0.093717,0.1716,0.092776,0.170661,0.093461,0.161886,0.094372,0.161927,0.093854,0.171887,0.093429,0.171158
1,100,2,600,0.006339,0.000228,0.004196,0.000203,0.005294,0.000213,0.004206,0.001124,0.002955,0.000608,0.002622,0.000167,0.003389,0.000176,0.002854,0.001169,0.002681,0.000685
21,100,2,600,0.007072,0.008873,0.062917,0.008695,0.064506,0.008107,0.008255,0.008776,0.009231,0.00831,0.008277,0.008743,0.008886,0.007565,0.00959,0.009187,0.007962,0.00868
41,100,2,600,0.006426,0.033471,0.189311,0.030544,0.172658,0.029566,0.020349,0.030809,0.020769,0.030431,0.020692,0.030022,0.02156,0.029085,0.020372,0.031105,0.020275,0.030519
61,100,2,600,0.006777,0.070618,0.277168,0.063698,0.291198,0.062623,0.037844,0.064654,0.037908,0.06425,0.037896,0.060684,0.03874,0.062197,0.038327,0.064219,0.037659,0.064812
81,100,2,600,0.00724,0.120589,0.441013,0.109189,0.440282,0.109387,0.062002,0.110918,0.062385,0.110203,0.062026,0.105784,0.062647,0.106231,0.061972,0.111062,0.062031,0.110507
101,100,2,600,0.007763,0.185201,0.652,0.166603,0.650639,0.166062,0.092873,0.169166,0.092193,0.168594,0.091951,0.162277,0.092774,0.161918,0.091781,0.169999,0.09198,0.169121
1,100,2,600,0.006012,0.000197,0.004398,0.000176,0.004729,0.000174,0.002885,0.000829,0.002772,0.000496,0.002851,0.000186,0.004771,0.000203,0.002934,0.000878,0.002793,0.000538
21,100,2,600,0.01299,0.013943,0.075266,0.008019,0.074017,0.008875,0.012706,0.014719,0.013748,0.012992,0.01477,0.013448,0.0166,0.013022,0.012787,0.013617,0.014682,0.01319
41,100,2,600,0.013242,0.050082,0.188805,0.030841,0.197714,0.029359,0.030997,0.049238,0.030773,0.048041,0.030484,0.04609,0.032326,0.045819,0.031165,0.047954,0.031072,0.049466
61,100,2,600,0.014197,0.106923,0.330455,0.063078,0.326794,0.062195,0.057611,0.102534,0.057682,0.100686,0.057735,0.097362,0.059212,0.097494,0.058404,0.103139,0.057682,0.101842
81,100,2,600,0.059702,0.361013,0.464971,0.109523,0.464507,0.108104,0.125043,0.236443,0.125059,0.234899,0.125305,0.225403,0.095371,0.167182,0.125999,0.235994,0.124962,0.235887
101,100,2,600,0.038937,0.461787,0.797428,0.165883,0.783037,0.165011,0.184319,0.356238,0.183776,0.356673,0.185764,0.344482,0.140466,0.2541,0.230592,0.454443,0.230072,0.4539
