Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAO, time_subproblem_BAO, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
81,90,2,600,0.001245,0.063457,0.010613,0.025205,0.029177,0.043507,0.022114,0.058296,0.03175,0.041145,0.024562,0.047845,0.023324,0.043388,0.027568,0.043371,0.024222,0.055938,0.028422,0.049868
101,90,2,600,0.000883,0.08189,0.031351,0.039169,0.035756,0.066478,0.035007,0.076801,0.035486,0.072791,0.038377,0.068878,0.032764,0.068229,0.0384,0.06585,0.035171,0.078023,0.043644,0.073995
1,90,2,600,0.015969,0.000305,0.020366,0.000263,0.003442,0.00021,0.003065,0.000211,0.003178,0.00067,0.00351,0.000561,0.007206,0.000241,0.006434,0.000408,0.003547,0.002043,0.004187,0.001003
21,90,2,600,0.024568,0.01335,0.026168,0.005773,0.116469,0.008779,0.076121,0.0067,0.009838,0.014311,0.01526,0.015664,0.012932,0.007361,0.00855,0.010272,0.013297,0.010091,0.014636,0.011846
41,90,2,600,0.026814,0.055803,0.041458,0.028185,0.188159,0.036381,0.184938,0.031745,0.021939,0.035606,0.03511,0.038152,0.027515,0.034458,0.026724,0.029633,0.028027,0.046747,0.025673,0.043504
61,90,2,600,0.028476,0.102853,0.044643,0.056149,0.376066,0.073071,0.315839,0.068154,0.041332,0.068912,0.044309,0.071833,0.054112,0.066722,0.041059,0.07259,0.042364,0.069008,0.049292,0.070647
81,90,2,600,0.033903,0.161298,0.036912,0.098881,0.558635,0.106155,0.506028,0.109026,0.069587,0.121358,0.060205,0.113812,0.066311,0.106728,0.064594,0.102722,0.068237,0.111452,0.062989,0.102603
101,90,2,600,0.043338,0.229344,0.049622,0.124733,0.914546,0.154611,0.682311,0.15127,0.105104,0.1555,0.103489,0.157646,0.111335,0.16562,0.09979,0.155401,0.100392,0.179119,0.094613,0.164661
1,90,2,600,0.004002,0.000113,0.001012,4.3e-05,0.000875,6e-05,0.000813,6.1e-05,0.001105,0.000522,0.00091,0.000244,0.000591,8.3e-05,0.000505,4.7e-05,0.000489,0.000319,0.000539,0.000188
21,90,2,600,0.000626,0.003779,0.002471,0.00391,0.002353,0.003286,0.003874,0.003368,0.003453,0.003752,0.009489,0.005928,0.003724,0.002662,0.010067,0.006428,0.003167,0.004562,0.004243,0.009072
41,90,2,600,0.00088,0.017857,0.000724,0.012499,0.01394,0.013369,0.008372,0.014848,0.008197,0.012965,0.010237,0.018724,0.008005,0.013535,0.011848,0.016991,0.008546,0.014403,0.011263,0.01536
61,90,2,600,0.001143,0.026876,0.001893,0.015661,0.020314,0.028609,0.018226,0.028581,0.030184,0.029244,0.015401,0.032113,0.020909,0.026406,0.018147,0.025972,0.022753,0.027202,0.01525,0.023133
81,90,2,600,0.000793,0.05407,0.021144,0.025442,0.026607,0.048941,0.026342,0.043477,0.026116,0.048035,0.027687,0.047,0.030136,0.046726,0.023515,0.047303,0.025014,0.047498,0.027607,0.048756
101,90,2,600,0.002003,0.089289,0.01703,0.040802,0.039081,0.070276,0.039006,0.069603,0.038956,0.077717,0.037327,0.072214,0.038424,0.081621,0.038653,0.073051,0.039513,0.073533,0.037201,0.069396
1,90,2,600,0.006201,0.000157,0.007564,0.000126,0.003426,0.000193,0.004806,0.000212,0.006632,0.003182,0.004898,0.001938,0.008713,0.000253,0.008914,0.000465,0.006788,0.001469,0.003504,0.000768
21,90,2,600,0.009397,0.011392,0.007333,0.004009,0.136913,0.007213,0.0735,0.017419,0.014922,0.013978,0.009221,0.014848,0.008857,0.016791,0.015613,0.008161,0.013966,0.009511,0.012339,0.009411
41,90,2,600,0.009235,0.032513,0.019133,0.022106,0.265708,0.044392,0.18309,0.034623,0.038294,0.039981,0.027089,0.034401,0.030731,0.030354,0.025974,0.044349,0.026185,0.039361,0.027335,0.036148
61,90,2,600,0.019261,0.066468,0.025202,0.042566,0.404019,0.083489,0.328711,0.061412,0.047819,0.080628,0.048027,0.076212,0.047545,0.06346,0.04522,0.069609,0.046823,0.07614,0.042897,0.080025
81,90,2,600,0.016974,0.120544,0.030062,0.055081,0.547213,0.128698,0.511241,0.105539,0.067239,0.114615,0.076944,0.108616,0.08135,0.101023,0.068103,0.107322,0.078347,0.103892,0.074589,0.10541
101,90,2,600,0.02176,0.15357,0.036565,0.088601,0.907308,0.159428,0.688376,0.156556,0.099592,0.166607,0.099018,0.160744,0.100492,0.160373,0.102703,0.154795,0.108423,0.168213,0.11066,0.176656
1,90,2,600,0.004265,6.9e-05,0.001004,4.1e-05,0.00118,0.000104,0.001384,7.1e-05,0.000798,0.000539,0.000962,0.000355,0.000706,8.5e-05,0.000533,4.7e-05,0.000774,0.000504,0.001384,0.000423
21,90,2,600,0.001265,0.003731,0.001289,0.003767,0.003134,0.003987,0.005481,0.003406,0.00293,0.00663,0.004933,0.004192,0.003761,0.003474,0.002139,0.004194,0.006186,0.006936,0.002906,0.003385
41,90,2,600,0.001148,0.018659,0.000823,0.008016,0.010045,0.0167,0.011662,0.019127,0.009421,0.013708,0.009893,0.012422,0.00838,0.015676,0.007264,0.02136,0.016808,0.017429,0.009138,0.012343
61,90,2,600,0.000882,0.030232,0.005614,0.026428,0.023651,0.025005,0.018986,0.023894,0.022122,0.026652,0.018189,0.024186,0.014591,0.031227,0.014328,0.028275,0.023521,0.036673,0.014673,0.027047
81,90,2,600,0.000807,0.056584,0.018961,0.026519,0.029248,0.041758,0.023293,0.042864,0.030789,0.043416,0.027711,0.05271,0.028219,0.04097,0.025508,0.043402,0.032768,0.044374,0.028051,0.045799
101,90,2,600,0.001924,0.079182,0.025951,0.042406,0.039111,0.070366,0.032931,0.069844,0.035632,0.068342,0.039098,0.071979,0.037478,0.06568,0.036887,0.059804,0.033144,0.066856,0.035284,0.068766
1,90,2,600,0.001123,7.1e-05,0.000771,3.8e-05,0.000817,6.1e-05,0.000882,6e-05,0.001692,0.00064,0.001615,0.000512,0.001145,5.3e-05,0.000818,5.1e-05,0.000757,0.000328,0.000535,0.000195
21,90,2,600,0.000677,0.003356,0.000773,0.002433,0.008813,0.003307,0.005979,0.003173,0.004952,0.00785,0.003207,0.008145,0.002287,0.004047,0.002339,0.003522,0.007775,0.006082,0.003376,0.003395
41,90,2,600,0.003397,0.024844,0.000737,0.008861,0.015533,0.023074,0.010212,0.012504,0.01003,0.013536,0.007911,0.013719,0.00832,0.016769,0.009756,0.011445,0.00838,0.01915,0.007234,0.015229
61,90,2,600,0.003108,0.03615,0.006366,0.014924,0.020062,0.032391,0.015478,0.031607,0.013486,0.032857,0.025733,0.028452,0.019453,0.029301,0.023395,0.027364,0.01759,0.027301,0.01568,0.027795
81,90,2,600,0.000749,0.049548,0.019896,0.025449,0.030748,0.041277,0.02106,0.05183,0.025904,0.044431,0.021676,0.043931,0.025611,0.043646,0.024401,0.041464,0.026489,0.046306,0.022792,0.045073
101,90,2,600,0.000797,0.084953,0.01984,0.040093,0.040887,0.059713,0.040455,0.060026,0.036915,0.065427,0.033718,0.069215,0.033405,0.068385,0.03838,0.073271,0.036157,0.067024,0.038178,0.071045
1,90,2,600,0.03281,0.000727,0.045001,0.000556,0.01246,0.00047,0.00839,0.000426,0.00664,0.001679,0.013822,0.002419,0.011008,0.000437,0.005516,0.000385,0.007025,0.002023,0.003749,0.000823
21,90,2,600,0.377798,0.059676,0.925169,0.033569,0.0356,0.007858,0.038418,0.009832,0.014435,0.010975,0.009534,0.007545,0.012876,0.00858,0.016375,0.009062,0.014557,0.011668,0.017302,0.014909
41,90,2,600,0.54764,0.235736,1.14407,0.121975,0.096203,0.035967,0.123733,0.040274,0.029204,0.042216,0.026391,0.05099,0.036809,0.028028,0.024897,0.033973,0.02771,0.041782,0.02914,0.036927
61,90,2,600,0.411721,0.431998,0.890129,0.261483,0.241868,0.061833,0.248079,0.072978,0.051267,0.066656,0.0447,0.069501,0.042923,0.058706,0.044643,0.063241,0.038433,0.063672,0.032962,0.050747
81,90,2,600,0.399422,0.568714,0.779225,0.36348,0.216062,0.087674,0.180386,0.080574,0.051262,0.084121,0.052823,0.085112,0.059427,0.096341,0.070117,0.084498,0.052183,0.085412,0.062775,0.092914
101,90,2,600,0.4794,0.911708,0.848086,0.454668,0.353092,0.142935,0.314902,0.114494,0.077302,0.125555,0.083367,0.128853,0.085067,0.140754,0.078784,0.122594,0.075285,0.122778,0.079778,0.125504
1,90,2,600,0.022576,0.000543,0.030913,0.00029,0.00316,0.000192,0.003174,0.000197,0.008161,0.002596,0.006229,0.001395,0.007946,0.000432,0.004417,0.000246,0.008427,0.002667,0.007415,0.001516
21,90,2,600,0.455546,0.048906,1.28677,0.023458,0.036082,0.006941,0.038798,0.006671,0.009264,0.007394,0.009906,0.011038,0.007538,0.006405,0.007539,0.007901,0.009494,0.007065,0.010324,0.009485
41,90,2,600,0.392751,0.173655,0.977704,0.11212,0.107468,0.027408,0.126074,0.027472,0.016427,0.029799,0.016821,0.028938,0.016683,0.027092,0.017213,0.02696,0.017056,0.029991,0.019381,0.032303
61,90,2,600,0.570012,0.419421,1.03995,0.195886,0.172228,0.046171,0.177019,0.048458,0.03156,0.049556,0.032873,0.050966,0.031462,0.047475,0.039352,0.062865,0.03369,0.048026,0.031884,0.050022
81,90,2,600,0.538256,0.642443,1.44216,0.347672,0.234887,0.082858,0.218728,0.075728,0.049971,0.08325,0.049895,0.082933,0.049842,0.079041,0.050458,0.078875,0.051363,0.08316,0.052067,0.082491
101,90,2,600,0.548472,0.896676,1.22936,0.483052,0.354266,0.119353,0.352515,0.118867,0.076678,0.121998,0.075697,0.123083,0.082739,0.111667,0.075354,0.118883,0.07743,0.123351,0.078263,0.128069
1,90,2,600,0.012202,0.000335,0.014762,0.000136,0.004142,0.000245,0.004707,0.000399,0.0066,0.000684,0.003955,0.00032,0.003796,0.000279,0.006826,0.0003,0.003517,0.000584,0.00406,0.000548
21,90,2,600,0.090868,0.028476,0.41559,0.016118,0.035723,0.006181,0.032712,0.007253,0.007611,0.009567,0.00793,0.008912,0.007878,0.005368,0.007379,0.008229,0.00887,0.007014,0.012724,0.006729
41,90,2,600,0.13288,0.109888,0.291489,0.069787,0.109776,0.028019,0.078974,0.026921,0.016856,0.028226,0.017658,0.026692,0.016834,0.026742,0.01805,0.026497,0.016983,0.028561,0.017011,0.028012
61,90,2,600,0.107252,0.198269,0.298733,0.135543,0.134113,0.04761,0.168714,0.047837,0.031628,0.05587,0.033186,0.049755,0.032343,0.047049,0.031781,0.047048,0.031553,0.049954,0.033964,0.046975
81,90,2,600,0.148398,0.362693,0.276379,0.221561,0.286251,0.080429,0.207817,0.079924,0.050509,0.082041,0.049891,0.084946,0.050336,0.078662,0.052738,0.075358,0.05067,0.0816,0.050404,0.080934
101,90,2,600,0.140322,0.474816,0.174846,0.25307,0.4083,0.119537,0.337312,0.119422,0.074371,0.124188,0.074368,0.125043,0.074336,0.117586,0.079561,0.11155,0.074421,0.127162,0.07449,0.12245
