Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAO, time_subproblem_BAO, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
41,90,2,600,0.00082,0.013104,0.000738,0.00568,0.007122,0.011768,0.007537,0.010709,0.007358,0.012392,0.008605,0.011902,0.007282,0.011058,0.008232,0.01022,0.007288,0.011594,0.007308,0.011781
61,90,2,600,0.001245,0.025299,0.005917,0.012577,0.014578,0.022638,0.012847,0.023666,0.01374,0.022985,0.01457,0.023353,0.012659,0.023331,0.01369,0.021598,0.0133,0.022707,0.012173,0.024258
81,90,2,600,0.000799,0.042166,0.010385,0.020318,0.022621,0.036868,0.02304,0.037817,0.022569,0.039073,0.021483,0.039797,0.021754,0.038326,0.021677,0.038705,0.022033,0.039541,0.022781,0.039208
101,90,2,600,0.000828,0.065613,0.013806,0.032548,0.031456,0.057334,0.031685,0.057243,0.031763,0.059814,0.032494,0.059069,0.03091,0.056103,0.031735,0.057883,0.03201,0.060789,0.032032,0.060219
1,90,2,600,0.004781,0.00016,0.006669,0.000125,0.003991,0.000158,0.0047,0.000167,0.002308,0.000622,0.002411,0.000462,0.002619,0.000104,0.003493,0.000148,0.003063,0.001475,0.002366,0.000521
21,90,2,600,0.006238,0.006516,0.007504,0.00353,0.121827,0.006971,0.060314,0.009053,0.008564,0.008176,0.010951,0.007953,0.007562,0.006409,0.012663,0.007092,0.008329,0.009019,0.008582,0.006344
41,90,2,600,0.008206,0.023089,0.011379,0.014473,0.189767,0.027044,0.151374,0.02721,0.021446,0.026196,0.020798,0.026973,0.024236,0.026601,0.021873,0.029327,0.019462,0.027557,0.019925,0.028398
61,90,2,600,0.011788,0.050114,0.008938,0.029574,0.305261,0.053458,0.231494,0.052544,0.036986,0.051288,0.043722,0.065325,0.038849,0.05085,0.037512,0.05372,0.037521,0.054438,0.035232,0.056018
81,90,2,600,0.013735,0.095659,0.021867,0.047143,0.542293,0.083782,0.980322,0.127515,0.078289,0.115573,0.069654,0.096541,0.066402,0.08972,0.060986,0.088005,0.059352,0.101931,0.061547,0.096051
101,90,2,600,0.017566,0.131241,0.020447,0.070863,0.806925,0.152743,0.819322,0.154162,0.08394,0.134658,0.083428,0.136404,0.082226,0.130036,0.091572,0.137743,0.080495,0.132216,0.08341,0.134521
1,90,2,600,0.001552,9.2e-05,0.00067,4.5e-05,0.000694,5.8e-05,0.000657,5.6e-05,0.000649,0.00035,0.000733,0.000177,0.000762,4.6e-05,0.000595,8.7e-05,0.000634,0.000551,0.000802,0.000276
21,90,2,600,0.001328,0.003023,0.000647,0.001646,0.003525,0.002957,0.002224,0.002487,0.002939,0.003079,0.002153,0.004759,0.002311,0.002655,0.003565,0.003336,0.002631,0.002974,0.002539,0.003078
41,90,2,600,0.001381,0.013576,0.003602,0.008161,0.006645,0.012048,0.006548,0.012567,0.007412,0.01191,0.009113,0.012608,0.007933,0.011428,0.008694,0.011051,0.007695,0.011743,0.00637,0.012049
61,90,2,600,0.000878,0.026581,0.008134,0.012615,0.017089,0.020379,0.013412,0.021648,0.012903,0.031249,0.017292,0.036544,0.020417,0.038488,0.014416,0.022851,0.014841,0.024302,0.01372,0.02466
81,90,2,600,0.000732,0.043874,0.010404,0.021641,0.021468,0.037765,0.021499,0.037906,0.020872,0.039051,0.020707,0.038591,0.020476,0.036726,0.020509,0.035938,0.022521,0.039747,0.022109,0.038065
101,90,2,600,0.000989,0.066257,0.01401,0.032265,0.031743,0.058621,0.031754,0.063013,0.033161,0.059677,0.031674,0.060713,0.031216,0.057198,0.031204,0.056603,0.032218,0.064169,0.030685,0.057588
1,90,2,600,0.001443,0.000131,0.000807,4e-05,0.000552,5.8e-05,0.000643,8.2e-05,0.000671,0.000297,0.000562,0.000196,0.000501,4.7e-05,0.000524,4.7e-05,0.000539,0.000291,0.000552,0.000214
21,90,2,600,0.000641,0.002747,0.000654,0.002863,0.003424,0.002604,0.00207,0.002598,0.002804,0.002889,0.00201,0.004696,0.002538,0.002871,0.003729,0.004028,0.002244,0.002715,0.006619,0.003707
41,90,2,600,0.002438,0.023015,0.007169,0.013656,0.013029,0.024261,0.01694,0.02736,0.018983,0.02512,0.010953,0.019802,0.006855,0.016071,0.010641,0.014511,0.01238,0.012458,0.009298,0.0163
61,90,2,600,0.000829,0.031084,0.005825,0.012956,0.013759,0.021735,0.016184,0.02432,0.012861,0.022205,0.012932,0.023218,0.011951,0.022904,0.013224,0.02237,0.015146,0.025369,0.015369,0.026008
81,90,2,600,0.000873,0.041264,0.010668,0.020283,0.021967,0.041458,0.022522,0.040766,0.021995,0.040285,0.02207,0.044578,0.021634,0.038675,0.022817,0.038411,0.022,0.039725,0.021505,0.039185
101,90,2,600,0.001094,0.071764,0.016423,0.035339,0.031881,0.056766,0.030908,0.058411,0.05814,0.065294,0.03083,0.06049,0.030721,0.054841,0.031874,0.05807,0.03349,0.060496,0.032253,0.059585
1,90,2,600,0.019916,0.000321,0.028032,0.000162,0.005235,0.000351,0.006542,0.000373,0.005522,0.001508,0.004155,0.00094,0.005484,0.000288,0.004501,0.000211,0.005594,0.001856,0.003842,0.000732
21,90,2,600,0.282161,0.043523,0.780924,0.022425,0.02915,0.007814,0.032356,0.007064,0.008016,0.009629,0.010196,0.009037,0.010261,0.006338,0.011694,0.006746,0.007646,0.011104,0.009594,0.010757
41,90,2,600,0.425117,0.185076,0.929358,0.091865,0.092046,0.026865,0.080135,0.029458,0.01955,0.030023,0.02161,0.030473,0.021233,0.027296,0.020952,0.028411,0.022578,0.03092,0.02063,0.031176
61,90,2,600,0.332466,0.343628,0.784644,0.192516,0.218518,0.064981,0.188561,0.067603,0.045005,0.063664,0.037689,0.054383,0.036916,0.053775,0.036488,0.052861,0.038542,0.054333,0.037131,0.054716
81,90,2,600,0.415756,0.612966,0.744148,0.334234,0.198393,0.086867,0.182299,0.086131,0.058442,0.089755,0.058421,0.088173,0.058376,0.083808,0.056814,0.086262,0.057577,0.0902,0.05912,0.089068
101,90,2,600,0.469815,0.896297,0.835862,0.490034,0.33085,0.125976,0.308998,0.127248,0.083717,0.133964,0.083254,0.132275,0.086528,0.132465,0.084673,0.1305,0.084094,0.134965,0.084785,0.134737
1,90,2,600,0.023645,0.000494,0.031265,0.000232,0.004043,0.000178,0.004254,0.000168,0.007183,0.001892,0.007781,0.001139,0.007237,0.000422,0.005652,0.000317,0.007118,0.002044,0.007751,0.001273
21,90,2,600,0.48325,0.058045,1.2998,0.026606,0.038903,0.008532,0.039663,0.007071,0.009016,0.01116,0.01073,0.008385,0.008076,0.007313,0.009219,0.008628,0.010625,0.00799,0.008614,0.007905
41,90,2,600,0.421876,0.187884,1.03262,0.092078,0.120772,0.02837,0.152558,0.028054,0.01855,0.030192,0.021029,0.027814,0.021079,0.024563,0.023799,0.02467,0.020558,0.029036,0.018424,0.029427
61,90,2,600,0.624078,0.452698,1.09329,0.1957,0.182151,0.052079,0.188524,0.054625,0.03569,0.056074,0.037622,0.055881,0.03736,0.050272,0.03748,0.052696,0.03819,0.054893,0.036043,0.054205
81,90,2,600,0.602083,0.73407,1.47926,0.405891,0.254946,0.086352,0.249922,0.086123,0.057705,0.089493,0.056153,0.087176,0.057214,0.083466,0.057252,0.084729,0.074061,0.12094,0.074653,0.107226
101,90,2,600,0.803115,1.23846,2.19186,0.713738,0.476038,0.168473,0.454576,0.138792,0.086408,0.14016,0.084673,0.148137,0.091455,0.135751,0.088766,0.139906,0.084435,0.134468,0.08616,0.1333
1,90,2,600,0.012362,0.000349,0.015811,0.000147,0.004441,0.000235,0.005272,0.00024,0.006132,0.000635,0.004953,0.000394,0.004823,0.000171,0.006079,0.00023,0.00412,0.000568,0.005109,0.00038
21,90,2,600,0.105337,0.031818,0.45829,0.020995,0.03618,0.010381,0.030993,0.00915,0.008933,0.008293,0.011109,0.007048,0.011822,0.006902,0.008869,0.007796,0.009375,0.008028,0.00979,0.007179
41,90,2,600,0.143819,0.116776,0.333191,0.07632,0.112089,0.031673,0.092157,0.029125,0.020858,0.029376,0.019761,0.032373,0.024306,0.028802,0.022136,0.028548,0.022292,0.03049,0.01959,0.030708
61,90,2,600,0.124656,0.219583,0.33307,0.147982,0.150566,0.055384,0.199415,0.054549,0.035888,0.057515,0.039097,0.055621,0.03724,0.049341,0.038679,0.054483,0.037439,0.055631,0.040561,0.054442
81,90,2,600,0.174863,0.420942,0.328871,0.283922,0.308536,0.089957,0.239044,0.083555,0.069138,0.096597,0.067982,0.110542,0.093126,0.131349,0.097649,0.144521,0.072597,0.110408,0.081233,0.114225
101,90,2,600,0.234792,0.734881,0.330404,0.482021,0.619057,0.205876,0.50679,0.157835,0.110574,0.177848,0.108021,0.187265,0.097977,0.155088,0.133095,0.197734,0.142789,0.217653,0.131083,0.189337
