Gamma, tau, nb_path_to_select, limit_number_paths, time_master_KCHOG, time_subproblem_KCHOG, time_master_KCHOGL, time_subproblem_KCHOGL
1,80,9,1300,0.003781,0.008547,0.003277,0.004961
1,80,9,1400,0.003386,0.009478,0.003106,0.005301
1,80,11,100,0.003689,0.001074,0.003498,0.00087
1,80,11,200,0.003733,0.001896,0.00441,0.001856
1,80,11,300,0.003743,0.002667,0.0036,0.002433
1,80,11,400,0.004443,0.003926,0.003584,0.003235
1,80,11,500,0.003633,0.004386,0.003547,0.003964
1,80,11,600,0.003844,0.005208,0.003532,0.004379
1,80,11,700,0.003956,0.007967,0.005749,0.00706
1,80,11,800,0.006274,0.011423,0.006049,0.009055
1,80,11,900,0.005983,0.01461,0.00619,0.010039
1,80,11,1000,0.006285,0.015425,0.006895,0.012295
1,80,11,1100,0.005898,0.018695,0.006136,0.00933
1,80,11,1200,0.003907,0.016292,0.005171,0.010766
1,80,11,1300,0.007042,0.017123,0.003771,0.00782
1,80,11,1400,0.004481,0.013254,0.003279,0.00774
1,90,3,100,0.00343,0.00047,0.004742,0.000339
1,90,3,200,0.004005,0.000669,0.003593,0.000412
1,90,3,300,0.003504,0.000817,0.003174,0.000586
1,90,3,400,0.003171,0.001088,0.004345,0.000617
1,90,3,500,0.0033,0.001381,0.002958,0.000723
1,90,3,600,0.004124,0.001435,0.003082,0.001021
1,90,3,700,0.003698,0.001922,0.003653,0.000873
1,90,3,800,0.003321,0.001632,0.003385,0.000905
1,90,3,900,0.003146,0.001697,0.003227,0.001026
1,90,3,1000,0.003194,0.002023,0.003056,0.00107
1,90,3,1100,0.003359,0.002622,0.004415,0.001471
1,90,3,1200,0.004012,0.003203,0.003906,0.001296
1,90,3,1300,0.003381,0.002942,0.003071,0.001844
1,90,3,1400,0.003595,0.003241,0.003153,0.001255
1,90,5,100,0.003061,0.000473,0.00377,0.000382
1,90,5,200,0.00334,0.000742,0.003543,0.000696
1,90,5,300,0.003895,0.001388,0.003347,0.000807
1,90,5,400,0.003227,0.001307,0.003376,0.001009
1,90,5,500,0.003955,0.001604,0.003663,0.001225
1,90,5,600,0.003477,0.001973,0.004208,0.001357
1,90,5,700,0.004545,0.002466,0.004059,0.002097
1,90,5,800,0.003478,0.002659,0.003523,0.001538
1,90,5,900,0.004105,0.003367,0.004861,0.001959
1,90,5,1000,0.003742,0.00356,0.003481,0.001749
1,90,5,1100,0.005278,0.005269,0.003155,0.001851
1,90,5,1200,0.003439,0.00379,0.003181,0.002097
1,90,5,1300,0.003942,0.004522,0.003198,0.002482
1,90,5,1400,0.003584,0.004752,0.003905,0.002367
1,90,7,100,0.004012,0.000668,0.003601,0.000499
1,90,7,200,0.003533,0.001011,0.003753,0.000863
1,90,7,300,0.003615,0.00141,0.003956,0.001183
1,90,7,400,0.004099,0.001973,0.003759,0.001543
1,90,7,500,0.00467,0.002576,0.00427,0.002045
1,90,7,600,0.003694,0.003,0.003625,0.002281
1,90,7,700,0.003824,0.003256,0.003668,0.002242
1,90,7,800,0.003832,0.004114,0.004102,0.00279
1,90,7,900,0.004057,0.004314,0.003654,0.002829
1,90,7,1000,0.003689,0.004801,0.003856,0.002783
1,90,7,1100,0.003561,0.005096,0.003698,0.003182
1,90,7,1200,0.003905,0.005953,0.003508,0.003112
1,90,7,1300,0.003274,0.005886,0.003651,0.003294
1,90,7,1400,0.003212,0.006358,0.003659,0.003762
1,90,9,100,0.003929,0.000827,0.00365,0.000915
1,90,9,200,0.004518,0.001725,0.003854,0.001217
1,90,9,300,0.004068,0.001978,0.003835,0.001868
1,90,9,400,0.003509,0.002585,0.004623,0.002851
1,90,9,500,0.004285,0.004312,0.003477,0.003041
1,90,9,600,0.003829,0.003966,0.003682,0.003422
1,90,9,700,0.004298,0.004305,0.00344,0.003409
1,90,9,800,0.00578,0.006231,0.00346,0.004205
1,90,9,900,0.006355,0.006365,0.003734,0.004047
1,90,9,1000,0.004451,0.007258,0.003322,0.004436
1,90,9,1100,0.004189,0.007098,0.003392,0.00479
1,90,9,1200,0.00336,0.007674,0.003353,0.004944
1,90,9,1300,0.003299,0.008428,0.003661,0.005174
1,90,9,1400,0.003673,0.009182,0.003328,0.005829
1,90,11,100,0.003738,0.001025,0.003568,0.000877
1,90,11,200,0.003266,0.001878,0.004077,0.001772
1,90,11,300,0.003407,0.002713,0.003367,0.002586
1,90,11,400,0.003927,0.003585,0.003555,0.003264
1,90,11,500,0.004436,0.004633,0.003831,0.003992
1,90,11,600,0.003811,0.005349,0.003588,0.00448
1,90,11,700,0.003761,0.005957,0.003648,0.005535
1,90,11,800,0.004429,0.007335,0.004001,0.005947
1,90,11,900,0.003661,0.00843,0.003671,0.005583
1,90,11,1000,0.003865,0.009419,0.003445,0.006439
1,90,11,1100,0.003527,0.010263,0.003661,0.006386
1,90,11,1200,0.003384,0.01118,0.003164,0.006931
1,90,11,1300,0.003282,0.011968,0.003227,0.007093
1,90,11,1400,0.00335,0.012959,0.003433,0.007515
1,100,3,100,0.00324,0.000369,0.002934,0.000252
1,100,3,200,0.00351,0.000651,0.003056,0.000376
1,100,3,300,0.00305,0.000765,0.003027,0.000469
1,100,3,400,0.003597,0.001033,0.003179,0.000603
1,100,3,500,0.003392,0.001211,0.002961,0.000699
1,100,3,600,0.003629,0.0014,0.003091,0.000744
1,100,3,700,0.003162,0.001384,0.003081,0.000829
1,100,3,800,0.003473,0.001601,0.003016,0.000909
1,100,3,900,0.003145,0.001705,0.00311,0.000947
1,100,3,1000,0.003105,0.001844,0.003228,0.001226
1,100,3,1100,0.003122,0.002249,0.00386,0.001905
1,100,3,1200,0.004384,0.002693,0.00336,0.00131
1,100,3,1300,0.003303,0.002849,0.003061,0.001151
1,100,3,1400,0.003339,0.003459,0.003136,0.001222
1,100,5,100,0.003418,0.000511,0.002936,0.000371
1,100,5,200,0.003442,0.0009,0.002959,0.000646
1,100,5,300,0.003255,0.001015,0.003019,0.000799
1,100,5,400,0.00317,0.001254,0.003898,0.00127
1,100,5,500,0.003478,0.001551,0.003862,0.001168
1,100,5,600,0.003486,0.001813,0.003559,0.001368
1,100,5,700,0.003619,0.002127,0.003548,0.001359
1,100,5,800,0.003416,0.002326,0.003359,0.001617
1,100,5,900,0.003832,0.003176,0.00346,0.001584
1,100,5,1000,0.00365,0.003526,0.003356,0.001712
1,100,5,1100,0.003334,0.003367,0.003329,0.002266
1,100,5,1200,0.003976,0.003919,0.004011,0.002119
1,100,5,1300,0.003215,0.004037,0.003188,0.002684
1,100,5,1400,0.003788,0.004702,0.003126,0.002236
1,100,7,100,0.003719,0.000649,0.003379,0.000472
1,100,7,200,0.003503,0.001033,0.003418,0.000873
1,100,7,300,0.003897,0.001407,0.003589,0.00115
1,100,7,400,0.003733,0.00186,0.003869,0.001596
1,100,7,500,0.004529,0.002449,0.003763,0.002002
1,100,7,600,0.00351,0.002693,0.003612,0.002094
1,100,7,700,0.004003,0.003731,0.003501,0.002266
1,100,7,800,0.003797,0.003613,0.00346,0.002446
1,100,7,900,0.003791,0.004373,0.004141,0.003796
1,100,7,1000,0.003606,0.004597,0.003605,0.002751
1,100,7,1100,0.003552,0.005069,0.003581,0.002964
1,100,7,1200,0.003331,0.005795,0.003251,0.003259
1,100,7,1300,0.003339,0.006128,0.003372,0.003634
1,100,7,1400,0.00324,0.006442,0.003641,0.003544
1,100,9,100,0.003679,0.00091,0.003368,0.000666
1,100,9,200,0.003475,0.001371,0.004559,0.001258
1,100,9,300,0.003481,0.002019,0.003634,0.001749
1,100,9,400,0.004351,0.002815,0.003696,0.00224
1,100,9,500,0.003641,0.003429,0.0047,0.003328
1,100,9,600,0.003987,0.003844,0.003471,0.003057
1,100,9,700,0.003882,0.004648,0.003639,0.003333
1,100,9,800,0.003809,0.005072,0.003586,0.003781
1,100,9,900,0.003764,0.005686,0.003624,0.003895
1,100,9,1000,0.00435,0.007317,0.003309,0.004424
1,100,9,1100,0.004709,0.007438,0.003629,0.004713
1,100,9,1200,0.003352,0.007814,0.003582,0.004804
1,100,9,1300,0.00334,0.00879,0.003351,0.004919
1,100,9,1400,0.003393,0.010045,0.003091,0.005871
1,100,11,100,0.003389,0.000992,0.003463,0.000862
1,100,11,200,0.00373,0.002224,0.003764,0.001619
1,100,11,300,0.003762,0.002906,0.004081,0.002787
1,100,11,400,0.003729,0.003466,0.003773,0.003752
1,100,11,500,0.003631,0.00436,0.003597,0.004185
1,100,11,600,0.003635,0.005321,0.003651,0.00441
1,100,11,700,0.003684,0.00597,0.003651,0.005298
1,100,11,800,0.003999,0.007091,0.004114,0.005339
1,100,11,900,0.004145,0.00808,0.003415,0.005564
1,100,11,1000,0.003706,0.009125,0.003516,0.005962
1,100,11,1100,0.003923,0.010277,0.00342,0.006304
1,100,11,1200,0.003429,0.010819,0.003074,0.007164
1,100,11,1300,0.003385,0.012439,0.003978,0.007079
1,100,11,1400,0.003469,0.012947,0.003487,0.007698
11,80,3,100,0.008462,0.003983,0.00737,0.003455
11,80,3,200,0.008015,0.003903,0.007794,0.004037
11,80,3,300,0.007832,0.004353,0.007821,0.004024
11,80,3,400,0.007686,0.004923,0.007971,0.00444
11,80,3,500,0.007476,0.005241,0.007897,0.004578
11,80,3,600,0.007668,0.005299,0.008039,0.004548
11,80,3,700,0.00775,0.005772,0.008711,0.004652
11,80,3,800,0.00799,0.006235,0.008697,0.005661
11,80,3,900,0.008601,0.006822,0.008285,0.005795
11,80,3,1000,0.007567,0.007451,0.008763,0.005353
11,80,3,1100,0.008639,0.007378,0.007977,0.006105
11,80,3,1200,0.00851,0.009352,0.008997,0.005431
11,80,3,1300,0.007322,0.00948,0.008676,0.006066
11,80,3,1400,0.007487,0.00943,0.008374,0.006931
11,80,5,100,0.00747,0.004508,0.007412,0.003655
11,80,5,200,0.007763,0.004193,0.007681,0.004135
11,80,5,300,0.007556,0.004694,0.008129,0.00443
11,80,5,400,0.007827,0.005212,0.008014,0.004724
11,80,5,500,0.00785,0.005781,0.008088,0.005094
11,80,5,600,0.008043,0.006077,0.00868,0.006279
11,80,5,700,0.008858,0.006493,0.008121,0.005528
11,80,5,800,0.007781,0.008419,0.008209,0.005877
11,80,5,900,0.008133,0.007752,0.00874,0.007374
11,80,5,1000,0.008821,0.007977,0.008171,0.006884
11,80,5,1100,0.008741,0.008486,0.007464,0.007748
11,80,5,1200,0.009168,0.009356,0.007939,0.007142
11,80,5,1300,0.008371,0.009942,0.007534,0.008576
11,80,5,1400,0.009604,0.010318,0.007728,0.008917
11,80,7,100,0.00731,0.004238,0.007377,0.003839
11,80,7,200,0.008204,0.004604,0.007479,0.004367
11,80,7,300,0.00787,0.005328,0.007794,0.004939
11,80,7,400,0.007595,0.005868,0.007655,0.005418
11,80,7,500,0.007558,0.006886,0.007537,0.006944
11,80,7,600,0.008207,0.007482,0.007663,0.007415
11,80,7,700,0.007592,0.00934,0.008491,0.007782
11,80,7,800,0.007772,0.00912,0.007984,0.007892
11,80,7,900,0.008664,0.009476,0.008092,0.008593
11,80,7,1000,0.007856,0.010094,0.007659,0.009366
11,80,7,1100,0.008064,0.010853,0.007776,0.009812
11,80,7,1200,0.007685,0.013847,0.007858,0.010344
11,80,7,1300,0.007702,0.013826,0.007851,0.01037
11,80,7,1400,0.008128,0.014295,0.00792,0.011672
11,80,9,100,0.008641,0.004327,0.008279,0.004147
11,80,9,200,0.00807,0.005168,0.008924,0.004969
11,80,9,300,0.007616,0.006252,0.007751,0.006535
11,80,9,400,0.007937,0.007279,0.00767,0.006861
11,80,9,500,0.008159,0.007905,0.009121,0.008382
11,80,9,600,0.007555,0.009273,0.009397,0.008835
11,80,9,700,0.007504,0.010883,0.007886,0.009113
11,80,9,800,0.009894,0.011048,0.008802,0.009848
11,80,9,900,0.008036,0.01352,0.007769,0.011501
11,80,9,1000,0.00767,0.014442,0.007992,0.012246
11,80,9,1100,0.008008,0.015227,0.008113,0.01224
11,80,9,1200,0.008209,0.016813,0.007797,0.014434
11,80,9,1300,0.008264,0.016565,0.008465,0.014525
11,80,9,1400,0.007741,0.019256,0.008233,0.015453
11,80,11,100,0.007982,0.005295,0.007338,0.005184
11,80,11,200,0.007768,0.006882,0.008361,0.005962
11,80,11,300,0.008237,0.008052,0.008443,0.006774
11,80,11,400,0.007863,0.009708,0.007927,0.008377
11,80,11,500,0.009392,0.010396,0.007463,0.009842
11,80,11,600,0.008167,0.01141,0.007983,0.010641
11,80,11,700,0.007946,0.013053,0.009486,0.011783
11,80,11,800,0.008559,0.014119,0.008784,0.013009
11,80,11,900,0.007547,0.01669,0.007828,0.014479
11,80,11,1000,0.008656,0.016926,0.008716,0.016303
11,80,11,1100,0.008021,0.018258,0.007811,0.016648
11,80,11,1200,0.008074,0.020863,0.007939,0.018159
11,80,11,1300,0.00812,0.021542,0.008269,0.019985
11,80,11,1400,0.007558,0.023683,0.008485,0.020978
11,90,3,100,0.008598,0.003804,0.008187,0.003899
11,90,3,200,0.007826,0.004357,0.007343,0.004342
11,90,3,300,0.007259,0.004462,0.007641,0.003971
11,90,3,400,0.007336,0.00553,0.007885,0.004222
11,90,3,500,0.00734,0.005352,0.007473,0.004684
11,90,3,600,0.007342,0.005718,0.007529,0.004882
11,90,3,700,0.007287,0.005793,0.007514,0.005747
11,90,3,800,0.007847,0.006368,0.008577,0.004753
11,90,3,900,0.008288,0.006077,0.007924,0.004987
11,90,3,1000,0.007465,0.007114,0.008,0.005208
11,90,3,1100,0.007721,0.007446,0.007647,0.005764
11,90,3,1200,0.007838,0.008081,0.008085,0.005517
11,90,3,1300,0.007294,0.008711,0.008008,0.005914
11,90,3,1400,0.007677,0.008714,0.008023,0.006032
11,90,5,100,0.007915,0.003734,0.007841,0.003882
11,90,5,200,0.007255,0.004666,0.007397,0.004124
11,90,5,300,0.008182,0.004638,0.007614,0.004189
11,90,5,400,0.007529,0.00501,0.007829,0.004541
11,90,5,500,0.007617,0.005489,0.008072,0.005602
11,90,5,600,0.007307,0.00622,0.007481,0.005492
11,90,5,700,0.007348,0.006685,0.007873,0.005584
11,90,5,800,0.008,0.006961,0.007835,0.0063
11,90,5,900,0.007941,0.00755,0.007913,0.00616
11,90,5,1000,0.00751,0.008303,0.008068,0.006498
11,90,5,1100,0.007664,0.008505,0.007912,0.006829
11,90,5,1200,0.007978,0.009298,0.007826,0.007173
11,90,5,1300,0.00802,0.009736,0.007528,0.007914
11,90,5,1400,0.008706,0.012289,0.007515,0.008265
11,90,7,100,0.00756,0.004149,0.007116,0.004325
11,90,7,200,0.007304,0.005007,0.00739,0.004677
11,90,7,300,0.007948,0.005556,0.007513,0.005348
11,90,7,400,0.007381,0.006322,0.008336,0.005554
11,90,7,500,0.007652,0.006625,0.00756,0.006486
11,90,7,600,0.007969,0.007476,0.00778,0.006415
11,90,7,700,0.007269,0.008073,0.007881,0.007427
11,90,7,800,0.007843,0.00855,0.007826,0.007632
11,90,7,900,0.00799,0.009299,0.007583,0.008304
11,90,7,1000,0.00938,0.010185,0.007804,0.008873
11,90,7,1100,0.007863,0.010761,0.008166,0.009596
11,90,7,1200,0.007634,0.011879,0.007694,0.009594
11,90,7,1300,0.008297,0.012241,0.00793,0.010491
11,90,7,1400,0.007548,0.013984,0.00772,0.011262
11,90,9,100,0.007758,0.004366,0.008524,0.004334
11,90,9,200,0.007688,0.005329,0.007537,0.005053
11,90,9,300,0.007749,0.00623,0.008223,0.005794
11,90,9,400,0.00752,0.007009,0.007416,0.007047
11,90,9,500,0.007668,0.008413,0.007739,0.007447
11,90,9,600,0.007411,0.009099,0.008,0.00824
11,90,9,700,0.007241,0.010007,0.008014,0.009272
11,90,9,800,0.007593,0.011111,0.007746,0.009864
11,90,9,900,0.008153,0.011875,0.007744,0.010759
11,90,9,1000,0.007481,0.013408,0.007923,0.012128
11,90,9,1100,0.007535,0.014604,0.00754,0.013052
11,90,9,1200,0.007478,0.015609,0.007617,0.013452
11,90,9,1300,0.007992,0.017199,0.008074,0.013894
11,90,9,1400,0.007796,0.017396,0.007877,0.015316
11,90,11,100,0.007558,0.004966,0.007532,0.004469
11,90,11,200,0.008149,0.00602,0.007472,0.005584
11,90,11,300,0.007468,0.007098,0.008344,0.007049
11,90,11,400,0.007451,0.008498,0.008117,0.009129
11,90,11,500,0.007865,0.009836,0.010858,0.015236
11,90,11,600,0.012412,0.020153,0.012628,0.018682
11,90,11,700,0.011781,0.019898,0.012471,0.020296
11,90,11,800,0.01009,0.017287,0.009098,0.013697
11,90,11,900,0.007768,0.015345,0.007745,0.014307
11,90,11,1000,0.008087,0.017325,0.00809,0.015573
11,90,11,1100,0.007616,0.018079,0.00779,0.016477
11,90,11,1200,0.007892,0.019531,0.007963,0.018032
11,90,11,1300,0.007753,0.021442,0.007996,0.0199
11,90,11,1400,0.0085,0.022118,0.008312,0.020306
11,100,3,100,0.007235,0.004328,0.007389,0.003472
11,100,3,200,0.00796,0.003887,0.008629,0.003985
11,100,3,300,0.0081,0.004517,0.00831,0.004165
11,100,3,400,0.007411,0.004775,0.007431,0.0045
11,100,3,500,0.007262,0.005386,0.007481,0.004244
11,100,3,600,0.007363,0.005588,0.011393,0.007712
11,100,3,700,0.012468,0.010344,0.012797,0.008408
11,100,3,800,0.012334,0.01073,0.012195,0.007416
11,100,3,900,0.013008,0.011514,0.011502,0.008964
11,100,3,1000,0.007565,0.007141,0.00769,0.005432
11,100,3,1100,0.007613,0.007135,0.008696,0.006186
11,100,3,1200,0.007392,0.007937,0.008049,0.005513
11,100,3,1300,0.007817,0.008207,0.007678,0.006112
11,100,3,1400,0.007521,0.009218,0.008533,0.006542
11,100,5,100,0.00785,0.003948,0.007227,0.004566
11,100,5,200,0.007292,0.004645,0.007509,0.004026
11,100,5,300,0.007512,0.00467,0.008108,0.00421
11,100,5,400,0.007428,0.005172,0.007651,0.004537
11,100,5,500,0.007511,0.005895,0.007698,0.005714
11,100,5,600,0.007635,0.006452,0.008288,0.005524
11,100,5,700,0.008352,0.006319,0.007529,0.005558
11,100,5,800,0.007571,0.007258,0.008036,0.005977
11,100,5,900,0.007994,0.007376,0.007776,0.006855
11,100,5,1000,0.00786,0.0082,0.008643,0.006923
11,100,5,1100,0.007985,0.008354,0.008493,0.007228
11,100,5,1200,0.007832,0.009266,0.008321,0.008359
11,100,5,1300,0.008087,0.009745,0.007958,0.007741
11,100,5,1400,0.007648,0.010745,0.00826,0.00801
11,100,7,100,0.007874,0.004281,0.007721,0.004405
11,100,7,200,0.007515,0.005305,0.007363,0.00508
11,100,7,300,0.007394,0.006533,0.008237,0.005184
11,100,7,400,0.008539,0.00593,0.007823,0.005443
11,100,7,500,0.007459,0.007079,0.00765,0.00687
11,100,7,600,0.00841,0.007191,0.007605,0.006886
11,100,7,700,0.00777,0.008841,0.008651,0.00727
11,100,7,800,0.007703,0.009287,0.008115,0.007687
11,100,7,900,0.010585,0.013348,0.007527,0.007937
11,100,7,1000,0.007744,0.010627,0.009311,0.008785
11,100,7,1100,0.007568,0.011451,0.008162,0.011024
11,100,7,1200,0.009158,0.012014,0.007633,0.010009
11,100,7,1300,0.008425,0.012417,0.008179,0.010255
11,100,7,1400,0.007871,0.013686,0.007542,0.011145
11,100,9,100,0.00736,0.004248,0.008138,0.004119
11,100,9,200,0.007607,0.005218,0.007413,0.004946
11,100,9,300,0.007792,0.006144,0.007762,0.00581
11,100,9,400,0.007877,0.007017,0.007689,0.007251
11,100,9,500,0.008154,0.008408,0.008182,0.007283
11,100,9,600,0.007251,0.009063,0.007902,0.008202
11,100,9,700,0.007362,0.010161,0.008242,0.009221
11,100,9,800,0.007427,0.011408,0.007689,0.009883
11,100,9,900,0.009223,0.011703,0.008496,0.010545
11,100,9,1000,0.008807,0.012674,0.007737,0.011667
11,100,9,1100,0.007875,0.014904,0.007792,0.01224
11,100,9,1200,0.00853,0.015041,0.007969,0.01292
11,100,9,1300,0.008181,0.016613,0.007675,0.015047
11,100,9,1400,0.007976,0.01698,0.008219,0.015166
11,100,11,100,0.008168,0.004805,0.007576,0.004564
11,100,11,200,0.007388,0.005864,0.007334,0.006073
11,100,11,300,0.007272,0.007988,0.008188,0.007172
11,100,11,400,0.008276,0.008494,0.007528,0.008016
11,100,11,500,0.008253,0.009739,0.007649,0.009644
11,100,11,600,0.007647,0.011,0.008025,0.010251
11,100,11,700,0.007393,0.01316,0.007675,0.012072
11,100,11,800,0.007529,0.015125,0.007507,0.013491
11,100,11,900,0.008304,0.015494,0.008058,0.013754
11,100,11,1000,0.008337,0.016468,0.008335,0.015957
11,100,11,1100,0.007914,0.018672,0.008483,0.016562
11,100,11,1200,0.007846,0.020502,0.007962,0.0184
11,100,11,1300,0.008525,0.021586,0.008077,0.01956
11,100,11,1400,0.007737,0.022487,0.008368,0.020079
21,80,3,100,0.012509,0.011303,0.012449,0.010955
21,80,3,200,0.012737,0.011039,0.017678,0.014479
21,80,3,300,0.01249,0.011245,0.017635,0.015171
21,80,3,400,0.012226,0.012527,0.017805,0.01584
21,80,3,500,0.0128,0.01195,0.018491,0.015341
21,80,3,600,0.01163,0.012798,0.017559,0.016425
21,80,3,700,0.012365,0.012988,0.017544,0.016469
21,80,3,800,0.013265,0.012616,0.016854,0.015949
21,80,3,900,0.011897,0.015852,0.017373,0.017289
21,80,3,1000,0.012464,0.013926,0.017067,0.016575
21,80,3,1100,0.011705,0.015307,0.016885,0.017558
21,80,3,1200,0.013243,0.015475,0.016785,0.018333
21,80,3,1300,0.012952,0.016962,0.018299,0.017276
21,80,3,1400,0.01234,0.016571,0.01741,0.019067
21,80,5,100,0.013554,0.011081,0.012879,0.010768
21,80,5,200,0.011936,0.011566,0.017613,0.016068
21,80,5,300,0.012703,0.012485,0.017362,0.015633
21,80,5,400,0.012205,0.012674,0.017905,0.016267
21,80,5,500,0.012621,0.012347,0.018842,0.016076
21,80,5,600,0.011755,0.013261,0.017671,0.017392
21,80,5,700,0.012593,0.014906,0.018374,0.016874
21,80,5,800,0.01231,0.015457,0.017468,0.018809
21,80,5,900,0.013098,0.014999,0.017576,0.017284
21,80,5,1000,0.011752,0.016276,0.017521,0.019809
21,80,5,1100,0.012954,0.015338,0.01688,0.019718
21,80,5,1200,0.014261,0.016683,0.01689,0.019255
21,80,5,1300,0.013099,0.017614,0.017713,0.019711
21,80,5,1400,0.012182,0.019072,0.018173,0.019781
21,80,7,100,0.01226,0.011193,0.012102,0.010853
21,80,7,200,0.012963,0.015363,0.017513,0.016081
21,80,7,300,0.012399,0.012141,0.016761,0.016955
21,80,7,400,0.012118,0.013939,0.017442,0.017678
21,80,7,500,0.012637,0.014203,0.017116,0.017806
21,80,7,600,0.011695,0.015519,0.017555,0.019402
21,80,7,700,0.013215,0.014702,0.017246,0.020069
21,80,7,800,0.013761,0.015875,0.017342,0.019563
21,80,7,900,0.012666,0.01773,0.018022,0.019927
21,80,7,1000,0.012357,0.019121,0.017817,0.020754
21,80,7,1100,0.012581,0.01985,0.017206,0.022061
21,80,7,1200,0.013292,0.019602,0.017283,0.024051
21,80,7,1300,0.012663,0.019879,0.018164,0.023859
21,80,7,1400,0.012011,0.022312,0.018167,0.023427
21,80,9,100,0.01272,0.01286,0.01206,0.011784
21,80,9,200,0.012738,0.012202,0.017688,0.016273
21,80,9,300,0.012159,0.012773,0.016713,0.018197
21,80,9,400,0.012615,0.014882,0.018444,0.018006
21,80,9,500,0.011776,0.016147,0.017203,0.020465
21,80,9,600,0.013382,0.015655,0.016925,0.02151
21,80,9,700,0.014076,0.016612,0.016656,0.02455
21,80,9,800,0.01322,0.017924,0.018207,0.024911
21,80,9,900,0.011971,0.019552,0.018444,0.02372
21,80,9,1000,0.011737,0.021879,0.017771,0.02423
21,80,9,1100,0.01294,0.02203,0.01685,0.028806
21,80,9,1200,0.012386,0.024993,0.017105,0.028317
21,80,9,1300,0.011842,0.023148,0.017953,0.027463
21,80,9,1400,0.013488,0.023506,0.018864,0.028852
21,80,11,100,0.01214,0.012108,0.012327,0.011899
21,80,11,200,0.012286,0.013666,0.017848,0.016998
21,80,11,300,0.012191,0.01375,0.017023,0.019163
21,80,11,400,0.012694,0.016319,0.017889,0.019772
21,80,11,500,0.012225,0.017628,0.018267,0.021651
21,80,11,600,0.011888,0.018181,0.018732,0.023162
21,80,11,700,0.011718,0.020928,0.017685,0.024269
21,80,11,800,0.012754,0.021239,0.017026,0.027066
21,80,11,900,0.012383,0.021724,0.019451,0.027352
21,80,11,1000,0.013059,0.023489,0.017528,0.030755
21,80,11,1100,0.012122,0.026419,0.017916,0.033666
21,80,11,1200,0.012401,0.026419,0.018666,0.03321
