Gamma, tau, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCHOGL, time_subproblem_KCHOGL
71,80,0.07097,0.083502,0.075374,0.089124
71,80,0.075525,0.083524,0.07626,0.088712
71,80,0.07394,0.088093,0.061946,0.070367
71,80,0.050142,0.064962,0.061196,0.091927
71,80,0.070606,0.085216,0.076182,0.092751
71,80,0.074525,0.088443,0.073244,0.097545
71,90,0.075608,0.089514,0.069494,0.06438
71,90,0.052547,0.064717,0.06166,0.081642
71,90,0.070217,0.086083,0.074162,0.09075
71,90,0.073398,0.083962,0.073162,0.089409
71,90,0.0793,0.083396,0.067008,0.081433
71,90,0.053052,0.064236,0.073312,0.086986
71,90,0.073609,0.08086,0.075383,0.089897
71,90,0.07843,0.082412,0.073956,0.089863
71,90,0.073424,0.089093,0.06978,0.089909
71,90,0.034927,0.0666,0.07596,0.083992
71,90,0.069205,0.085775,0.071872,0.09162
71,90,0.080591,0.08185,0.075223,0.089531
71,90,0.080711,0.08083,0.07672,0.081283
71,90,0.034366,0.05654,0.072607,0.09411
71,90,0.072326,0.088316,0.075344,0.092919
71,100,0.075701,0.087913,0.072434,0.087393
71,100,0.074185,0.089085,0.074086,0.085657
71,100,0.043145,0.046189,0.056681,0.086873
71,100,0.070445,0.081184,0.07166,0.087168
71,100,0.078135,0.085394,0.073457,0.090432
71,100,0.075204,0.091865,0.07791,0.087617
71,100,0.052871,0.04889,0.063048,0.079301
71,100,0.076263,0.084702,0.07346,0.088175
71,100,0.075731,0.089495,0.071837,0.093151
71,100,0.077889,0.082739,0.07571,0.089889
71,100,0.051678,0.053014,0.056702,0.076124
71,100,0.073454,0.09253,0.071261,0.091096
71,100,0.073617,0.089187,0.070014,0.091181
71,100,0.075066,0.088801,0.073591,0.096452
71,100,0.056971,0.061193,0.052523,0.079226
81,80,0.097835,0.115044,0.091111,0.108632
81,80,0.092017,0.114012,0.095334,0.111989
81,80,0.099916,0.103689,0.059762,0.087514
81,80,0.089203,0.105267,0.094479,0.104261
81,80,0.099774,0.103735,0.093852,0.114344
81,80,0.094226,0.112945,0.060832,0.081474
81,80,0.066453,0.10592,0.083832,0.108405
81,80,0.094344,0.109166,0.0882,0.114187
81,80,0.094901,0.112061,0.087887,0.112041
81,80,0.065226,0.081722,0.095318,0.114819
81,80,0.099799,0.102849,0.093708,0.116635
81,80,0.094999,0.114017,0.100021,0.109798
81,80,0.059517,0.083997,0.099101,0.091653
81,80,0.0918,0.108324,0.094405,0.12012
81,80,0.094271,0.109332,0.096292,0.123146
81,90,0.06182,0.077355,0.067057,0.108206
81,90,0.089106,0.101119,0.095232,0.11037
81,90,0.088899,0.114289,0.101456,0.103528
81,90,0.093571,0.102483,0.068791,0.083395
81,90,0.095155,0.114958,0.09239,0.111212
81,90,0.10033,0.10587,0.095222,0.114766
81,90,0.092618,0.112541,0.060739,0.086156
81,90,0.089678,0.107105,0.09031,0.115318
81,90,0.094591,0.114833,0.091863,0.116871
81,90,0.093467,0.112923,0.061826,0.080024
81,90,0.067011,0.109371,0.083765,0.113187
81,90,0.097438,0.109839,0.091055,0.120327
81,90,0.093804,0.11276,0.086923,0.109056
81,90,0.067918,0.078477,0.094223,0.118072
81,90,0.092163,0.111565,0.097683,0.113582
81,100,0.096861,0.108458,0.094233,0.109304
81,100,0.059587,0.086516,0.09077,0.099618
81,100,0.097654,0.102688,0.093638,0.115166
81,100,0.095617,0.111432,0.09441,0.111417
81,100,0.062887,0.076252,0.068279,0.110528
81,100,0.090402,0.101508,0.094107,0.115732
81,100,0.093014,0.10865,0.093021,0.113692
81,100,0.094574,0.099838,0.0656,0.087148
81,100,0.096212,0.116119,0.09346,0.113915
81,100,0.093891,0.111321,0.099099,0.109826
81,100,0.099854,0.105307,0.059443,0.090651
81,100,0.092408,0.098047,0.090697,0.116493
81,100,0.093476,0.112165,0.095621,0.111713
81,100,0.094069,0.112795,0.059811,0.081708
81,100,0.086845,0.103647,0.085805,0.11929
91,80,0.115845,0.140589,0.125643,0.125327
91,80,0.115521,0.133182,0.086206,0.093966
91,80,0.106,0.132537,0.117526,0.14254
91,80,0.112355,0.140745,0.113356,0.13656
91,80,0.089262,0.10255,0.104544,0.133541
91,80,0.116764,0.140194,0.116974,0.140639
91,80,0.113887,0.13148,0.08912,0.104301
91,80,0.108788,0.136753,0.116861,0.144028
91,80,0.115978,0.139336,0.109412,0.130337
91,80,0.074221,0.118007,0.107964,0.13975
91,80,0.11752,0.140928,0.117615,0.146728
91,80,0.107639,0.121486,0.081144,0.130546
91,80,0.118175,0.126032,0.118819,0.139068
91,80,0.116108,0.136857,0.108244,0.114633
91,80,0.080703,0.132782,0.115396,0.143021
91,90,0.125905,0.12465,0.117342,0.138028
91,90,0.10685,0.102252,0.088874,0.12909
91,90,0.120185,0.12729,0.117262,0.136452
91,90,0.117642,0.160051,0.105307,0.103035
91,90,0.104433,0.133,0.114234,0.140666
91,90,0.120121,0.133028,0.115872,0.142896
91,90,0.099998,0.100853,0.115935,0.123378
91,90,0.115463,0.137435,0.117285,0.141363
91,90,0.115652,0.141716,0.078537,0.106249
91,90,0.117122,0.124165,0.115807,0.136291
91,90,0.115814,0.136002,0.116122,0.143689
91,90,0.075544,0.101256,0.11127,0.139865
91,90,0.114356,0.134575,0.115298,0.143729
91,90,0.116959,0.140972,0.07511,0.105852
91,90,0.102561,0.135127,0.11279,0.149121
91,100,0.112163,0.139365,0.117325,0.139642
91,100,0.074885,0.105659,0.107451,0.125536
91,100,0.115725,0.142986,0.114831,0.142285
91,100,0.116277,0.141287,0.073466,0.120997
91,100,0.10792,0.133639,0.113783,0.138316
91,100,0.116792,0.138324,0.116417,0.14231
91,100,0.076719,0.118469,0.111804,0.134215
91,100,0.115876,0.138053,0.116641,0.142736
91,100,0.117062,0.141522,0.078839,0.125077
91,100,0.101456,0.139573,0.114373,0.139772
91,100,0.122011,0.134475,0.117357,0.142437
91,100,0.093001,0.112819,0.114686,0.143823
91,100,0.115562,0.138743,0.117671,0.142359
91,100,0.125035,0.130095,0.101585,0.109501
91,100,0.117956,0.133485,0.117088,0.148081
101,80,0.140231,0.166159,0.127217,0.124613
101,80,0.127371,0.159032,0.136502,0.165523
101,80,0.139906,0.163299,0.138839,0.125899
101,80,0.130465,0.15751,0.134282,0.165673
101,80,0.138911,0.168675,0.12064,0.151812
101,80,0.086053,0.139931,0.142041,0.158089
101,80,0.136542,0.16682,0.136322,0.160894
101,80,0.09417,0.13993,0.137126,0.167523
101,80,0.142682,0.166829,0.138804,0.169384
101,80,0.099598,0.129073,0.135339,0.167014
101,80,0.133902,0.167391,0.140207,0.171068
101,80,0.113569,0.122103,0.138521,0.173821
101,80,0.136252,0.168737,0.141549,0.195436
101,80,0.111271,0.129045,0.134545,0.173683
101,80,0.135229,0.168574,0.151844,0.163261
101,90,0.116517,0.127406,0.134789,0.16676
101,90,0.136971,0.168973,0.142311,0.167981
101,90,0.125644,0.120577,0.136204,0.164534
101,90,0.138234,0.167755,0.139821,0.168313
101,90,0.124273,0.123651,0.128054,0.170295
101,90,0.138472,0.184894,0.150767,0.159458
101,90,0.125506,0.123354,0.126445,0.169755
101,90,0.146842,0.158112,0.138998,0.172171
101,90,0.127418,0.124261,0.126057,0.171703
101,90,0.137923,0.169254,0.141302,0.168575
101,90,0.122307,0.128693,0.126674,0.170903
101,90,0.139507,0.168409,0.139137,0.175966
101,90,0.127121,0.124528,0.127013,0.167212
101,90,0.148486,0.153685,0.145176,0.167229
101,90,0.12331,0.138383,0.129421,0.171917
101,100,0.140742,0.164047,0.141437,0.167519
101,100,0.13207,0.12496,0.137797,0.180222
101,100,0.141422,0.165192,0.138071,0.168495
101,100,0.106441,0.152127,0.133147,0.159957
101,100,0.139187,0.164903,0.138702,0.192186
101,100,0.10137,0.156208,0.134568,0.164129
101,100,0.142218,0.164368,0.139596,0.165614
101,100,0.097166,0.139837,0.126206,0.167375
101,100,0.139843,0.169974,0.14094,0.172037
101,100,0.089682,0.149458,0.127076,0.16364
101,100,0.140242,0.166701,0.140392,0.172635
101,100,0.092801,0.134087,0.133729,0.165784
101,100,0.142489,0.167066,0.140287,0.170449
101,100,0.090876,0.129999,0.137471,0.163209
101,100,0.140966,0.169418,0.138421,0.178051
1,80,0.003468,0.000613,0.002906,0.000673
1,80,0.002328,0.000839,0.002341,0.001004
1,80,0.002631,0.001321,0.002382,0.001698
1,80,0.002241,0.000333,0.002371,0.000953
1,80,0.002531,0.000838,0.00239,0.001729
1,80,0.002255,0.001235,0.00229,0.0026
1,80,0.002089,0.000324,0.002295,0.001415
1,80,0.002649,0.000758,0.002504,0.002848
1,80,0.002456,0.001234,0.002834,0.004628
1,80,0.002661,0.000431,0.002484,0.0022
1,80,0.00247,0.000739,0.002242,0.004336
1,80,0.002791,0.001214,0.002899,0.00707
1,80,0.002979,0.000394,0.002234,0.003143
1,80,0.002602,0.000937,0.002686,0.006309
1,80,0.002483,0.00114,0.002448,0.009787
1,90,0.002902,0.000386,0.002455,0.000551
1,90,0.002295,0.000681,0.002222,0.000955
1,90,0.002352,0.001041,0.002432,0.001421
1,90,0.002239,0.000393,0.002206,0.000922
1,90,0.002425,0.000747,0.002258,0.001746
1,90,0.002322,0.001038,0.002275,0.002668
1,90,0.002462,0.000407,0.002145,0.001377
1,90,0.002352,0.000754,0.002312,0.002852
1,90,0.002573,0.001088,0.002148,0.00416
1,90,0.002674,0.000403,0.002216,0.002311
1,90,0.002566,0.000785,0.002452,0.004369
1,90,0.002707,0.001097,0.002836,0.006542
1,90,0.003038,0.000535,0.002949,0.003428
1,90,0.002554,0.000833,0.002497,0.006469
1,90,0.002914,0.001322,0.002452,0.009823
1,100,0.00212,0.000316,0.002113,0.000465
1,100,0.002042,0.000486,0.002072,0.000819
1,100,0.002108,0.00072,0.002147,0.00121
1,100,0.002063,0.0003,0.002061,0.000847
1,100,0.002042,0.000484,0.002071,0.001604
1,100,0.002104,0.000904,0.002119,0.002403
1,100,0.002032,0.000305,0.002052,0.001467
1,100,0.0021,0.000508,0.002049,0.002803
1,100,0.002092,0.000711,0.002076,0.004226
1,100,0.002031,0.000304,0.002053,0.002289
1,100,0.002067,0.000496,0.002076,0.004484
1,100,0.002087,0.000716,0.002082,0.006638
1,100,0.002086,0.000308,0.002309,0.003244
1,100,0.002689,0.00082,0.002704,0.00654
1,100,0.002996,0.001042,0.002882,0.009868
11,80,0.004675,0.001992,0.004147,0.001983
11,80,0.003945,0.002288,0.00469,0.002739
11,80,0.004068,0.002779,0.004191,0.003713
11,80,0.003764,0.001745,0.004463,0.002208
11,80,0.004097,0.002412,0.004349,0.003424
11,80,0.004146,0.003269,0.004855,0.004691
11,80,0.004286,0.001879,0.003885,0.002914
11,80,0.003848,0.002134,0.003243,0.003883
11,80,0.003094,0.002012,0.004131,0.006496
11,80,0.003816,0.001587,0.003836,0.003478
11,80,0.004106,0.002068,0.004038,0.006105
11,80,0.00456,0.00306,0.004148,0.009016
11,80,0.004807,0.001794,0.004137,0.004578
11,80,0.004294,0.002383,0.004694,0.008698
11,80,0.004648,0.00318,0.004553,0.012276
11,90,0.00385,0.001646,0.003759,0.001766
11,90,0.004349,0.002119,0.004194,0.002757
11,90,0.003998,0.002753,0.004384,0.00348
11,90,0.004222,0.001867,0.004268,0.002824
11,90,0.004731,0.002396,0.004061,0.00349
11,90,0.004176,0.002634,0.004268,0.004673
11,90,0.004145,0.001849,0.004532,0.002984
11,90,0.004083,0.002408,0.004338,0.004501
11,90,0.004463,0.002878,0.004408,0.006501
11,90,0.004287,0.001832,0.004289,0.003798
11,90,0.0041,0.002283,0.003999,0.006226
11,90,0.004366,0.003138,0.004114,0.008745
11,90,0.004577,0.001792,0.004247,0.004583
11,90,0.004357,0.002398,0.004126,0.008504
11,90,0.004726,0.002919,0.004139,0.011857
11,100,0.004391,0.001828,0.004045,0.001916
11,100,0.004224,0.002402,0.004152,0.002927
11,100,0.004484,0.002888,0.004339,0.003328
11,100,0.004545,0.001873,0.004107,0.002191
11,100,0.004533,0.002659,0.004594,0.003477
11,100,0.004231,0.002865,0.004169,0.005114
11,100,0.004246,0.001795,0.00475,0.002848
11,100,0.004244,0.002501,0.004441,0.004965
11,100,0.004395,0.002884,0.004583,0.006587
11,100,0.004825,0.001968,0.004633,0.003663
11,100,0.004167,0.002423,0.004433,0.006208
11,100,0.004508,0.003018,0.004344,0.009066
11,100,0.004776,0.001901,0.004633,0.004614
11,100,0.004703,0.002471,0.004569,0.008662
11,100,0.00449,0.003085,0.004411,0.011908
21,80,0.014372,0.01168,0.017233,0.010116
21,80,0.015559,0.011324,0.015731,0.012963
21,80,0.015068,0.013767,0.015403,0.014663
21,80,0.015037,0.011311,0.013317,0.012248
21,80,0.016617,0.01091,0.015614,0.014254
21,80,0.015226,0.014136,0.017683,0.015313
21,80,0.014059,0.011369,0.016161,0.012442
21,80,0.014761,0.010578,0.015152,0.015348
21,80,0.016015,0.012684,0.015769,0.020091
21,80,0.015851,0.010707,0.014618,0.013756
21,80,0.016736,0.011096,0.016725,0.017427
21,80,0.016332,0.010609,0.015402,0.020726
21,80,0.013665,0.010746,0.012444,0.015559
21,80,0.007692,0.006293,0.007802,0.015486
21,80,0.007804,0.006699,0.011036,0.023243
21,90,0.014641,0.009274,0.015059,0.010438
21,90,0.015092,0.009883,0.011847,0.008026
21,90,0.012212,0.010918,0.015017,0.012792
21,90,0.016834,0.009209,0.01521,0.011104
21,90,0.014522,0.009851,0.014613,0.013177
21,90,0.015501,0.012713,0.015281,0.015425
21,90,0.014613,0.010342,0.015472,0.012183
21,90,0.015015,0.011701,0.015263,0.014528
21,90,0.016452,0.011852,0.016296,0.017619
21,90,0.016719,0.009704,0.015562,0.013769
21,90,0.017357,0.012121,0.014601,0.017811
21,90,0.015619,0.012431,0.016612,0.021133
21,90,0.013803,0.010368,0.016011,0.015361
21,90,0.014593,0.013138,0.015716,0.01998
21,90,0.014534,0.013243,0.016319,0.027315
21,100,0.015,0.011409,0.016033,0.010329
21,100,0.016635,0.01158,0.016594,0.012617
21,100,0.015096,0.013069,0.016824,0.014641
21,100,0.015614,0.010446,0.014281,0.013492
21,100,0.015201,0.011113,0.01644,0.013954
21,100,0.015138,0.011808,0.015508,0.015639
21,100,0.015867,0.01043,0.014962,0.012605
21,100,0.013564,0.011176,0.014635,0.015518
21,100,0.012967,0.01263,0.012968,0.016474
21,100,0.007857,0.006141,0.00794,0.009081
21,100,0.00777,0.006473,0.007901,0.012499
21,100,0.014936,0.012856,0.013751,0.022648
21,100,0.015085,0.009853,0.015095,0.013419
21,100,0.01189,0.008142,0.0149,0.01902
21,100,0.016192,0.013346,0.013329,0.02527
31,80,0.018361,0.019475,0.018313,0.01677
31,80,0.019638,0.015631,0.018969,0.014909
31,80,0.01787,0.017364,0.018759,0.018421
31,80,0.019151,0.020094,0.019291,0.017628
31,80,0.01885,0.017569,0.01859,0.018422
31,80,0.019227,0.017684,0.019519,0.01771
31,80,0.019008,0.01725,0.018999,0.018998
31,80,0.017252,0.018736,0.018654,0.020098
31,80,0.019066,0.017383,0.018167,0.024541
31,80,0.019906,0.015092,0.019282,0.018933
31,80,0.01888,0.018082,0.019436,0.020932
31,80,0.019576,0.017678,0.017643,0.025984
31,80,0.019943,0.016341,0.019337,0.019363
31,80,0.017839,0.017233,0.018501,0.022095
31,80,0.008227,0.008741,0.007478,0.017343
31,90,0.007544,0.008066,0.009303,0.012224
31,90,0.0159,0.01638,0.019206,0.014561
31,90,0.016153,0.013014,0.01647,0.017561
31,90,0.021437,0.017633,0.01721,0.015091
31,90,0.019132,0.016792,0.01944,0.018305
31,90,0.018912,0.018111,0.018511,0.018831
31,90,0.018164,0.015428,0.019903,0.017516
31,90,0.017546,0.018064,0.01894,0.021554
31,90,0.018541,0.017187,0.019439,0.021667
31,90,0.019623,0.015959,0.019101,0.019085
31,90,0.018789,0.017507,0.018462,0.020966
31,90,0.017728,0.017274,0.018961,0.025437
31,90,0.018009,0.016705,0.020452,0.020557
31,90,0.019191,0.017555,0.019138,0.023153
31,90,0.019549,0.018599,0.01747,0.025754
31,100,0.018901,0.016876,0.018267,0.016818
31,100,0.020175,0.020277,0.018996,0.017463
31,100,0.017302,0.017341,0.017519,0.01957
31,100,0.011152,0.008847,0.007694,0.009195
31,100,0.007551,0.008025,0.007563,0.009386
31,100,0.016033,0.018757,0.014959,0.015728
31,100,0.017222,0.018763,0.012189,0.013994
31,100,0.019537,0.015861,0.017712,0.018521
31,100,0.019003,0.015477,0.018943,0.021451
31,100,0.018218,0.020006,0.017676,0.018118
31,100,0.01878,0.01607,0.017882,0.02035
31,100,0.01837,0.018148,0.020236,0.022751
31,100,0.019339,0.016868,0.018135,0.019244
31,100,0.018507,0.018065,0.019961,0.021877
31,100,0.021418,0.016137,0.0191,0.026706
41,80,0.050956,0.05025,0.051246,0.048681
41,80,0.050391,0.054061,0.053328,0.051584
41,80,0.048788,0.049828,0.027216,0.030402
41,80,0.030533,0.030632,0.042971,0.03828
41,80,0.046349,0.056772,0.052048,0.057269
41,80,0.049385,0.044323,0.050031,0.057653
41,80,0.051135,0.053865,0.053477,0.057966
41,80,0.052796,0.053676,0.052935,0.050219
41,80,0.050905,0.04992,0.052448,0.056238
41,80,0.043264,0.051441,0.02522,0.029356
41,80,0.029036,0.035044,0.038995,0.055284
41,80,0.046158,0.048257,0.047995,0.055315
41,80,0.050328,0.043957,0.050734,0.050725
41,80,0.049927,0.050312,0.052194,0.054846
41,80,0.050977,0.047573,0.050249,0.063921
41,90,0.049504,0.047136,0.05037,0.050798
41,90,0.038102,0.041323,0.018193,0.022153
41,90,0.046228,0.041934,0.051255,0.04715
41,90,0.048362,0.046397,0.047244,0.045531
41,90,0.050659,0.047483,0.049627,0.051439
41,90,0.049884,0.049309,0.048078,0.053006
41,90,0.048923,0.047712,0.051436,0.047938
41,90,0.049552,0.048913,0.049813,0.051814
41,90,0.02664,0.030614,0.026718,0.037357
41,90,0.042378,0.0379,0.051955,0.046028
41,90,0.051523,0.046738,0.048746,0.05051
41,90,0.050969,0.051145,0.051219,0.059978
41,90,0.051004,0.048053,0.049973,0.054335
41,90,0.051569,0.048603,0.052533,0.058923
41,90,0.050374,0.056721,0.043934,0.051445
41,100,0.018767,0.02142,0.04136,0.039647
41,100,0.041652,0.045959,0.044934,0.04831
41,100,0.048783,0.051719,0.049875,0.050758
41,100,0.050684,0.047142,0.050482,0.049772
41,100,0.052803,0.047263,0.051393,0.049844
41,100,0.050422,0.050953,0.053549,0.050375
41,100,0.050078,0.046339,0.034683,0.034439
41,100,0.018214,0.023708,0.045034,0.048101
41,100,0.045624,0.044936,0.04875,0.061355
41,100,0.047647,0.044577,0.050328,0.051042
41,100,0.050156,0.050142,0.051243,0.05578
41,100,0.051245,0.047321,0.052453,0.056922
41,100,0.053329,0.045182,0.050614,0.050788
41,100,0.049367,0.04789,0.021176,0.030632
41,100,0.039814,0.038926,0.041662,0.055325
51,80,0.069959,0.070325,0.066863,0.070568
51,80,0.070035,0.074603,0.071185,0.071822
51,80,0.071127,0.074,0.07235,0.075424
51,80,0.071258,0.067609,0.038001,0.045903
51,80,0.05458,0.063883,0.072249,0.077876
51,80,0.067676,0.07717,0.074008,0.074007
51,80,0.069039,0.071945,0.069575,0.074332
51,80,0.075336,0.070914,0.071854,0.074859
51,80,0.050485,0.05899,0.036515,0.057643
51,80,0.066342,0.069485,0.069599,0.07356
51,80,0.072762,0.087776,0.07207,0.079157
51,80,0.070569,0.072891,0.070647,0.081803
51,80,0.075113,0.07011,0.070278,0.063569
51,80,0.036608,0.047391,0.065188,0.071077
51,80,0.068977,0.070717,0.068421,0.083999
51,90,0.071904,0.079793,0.067861,0.072279
51,90,0.071372,0.073506,0.071705,0.074326
51,90,0.06991,0.07903,0.035195,0.03818
51,90,0.058429,0.066875,0.067209,0.071325
51,90,0.066309,0.070201,0.075622,0.0713
51,90,0.071472,0.072863,0.071254,0.074941
51,90,0.077573,0.072159,0.070789,0.075362
51,90,0.055451,0.051676,0.038436,0.053688
51,90,0.034422,0.056177,0.06557,0.078365
51,90,0.067965,0.070187,0.074881,0.0731
51,90,0.069581,0.074353,0.063505,0.081846
51,90,0.069764,0.071618,0.071818,0.079964
51,90,0.042781,0.039548,0.057856,0.057936
51,90,0.058757,0.066032,0.067344,0.078667
51,90,0.071975,0.076777,0.071013,0.085774
51,100,0.069002,0.070152,0.072475,0.069186
51,100,0.071152,0.070893,0.05085,0.0635
51,100,0.043003,0.043219,0.065885,0.065985
51,100,0.066687,0.067663,0.066703,0.072006
51,100,0.071011,0.072075,0.068692,0.074036
51,100,0.072388,0.076085,0.070687,0.07278
51,100,0.064667,0.076129,0.028528,0.035233
51,100,0.051548,0.064573,0.066444,0.088519
51,100,0.066934,0.072442,0.071395,0.08142
51,100,0.073392,0.069935,0.069862,0.077102
51,100,0.068414,0.072768,0.071221,0.077646
51,100,0.047713,0.044064,0.057398,0.067975
51,100,0.060795,0.066568,0.066222,0.07041
51,100,0.070368,0.06777,0.072107,0.081619
51,100,0.069941,0.074795,0.074894,0.091179
61,80,0.100466,0.101929,0.057896,0.076223
61,80,0.085929,0.101663,0.094699,0.104189
61,80,0.101071,0.118485,0.099932,0.111171
61,80,0.099803,0.103398,0.07218,0.08311
61,80,0.072557,0.080872,0.099496,0.102388
61,80,0.099155,0.106659,0.099189,0.108129
61,80,0.101181,0.104026,0.09852,0.102427
61,80,0.065951,0.064004,0.099104,0.115417
61,80,0.09736,0.103757,0.101654,0.112413
61,80,0.102229,0.106252,0.100018,0.108286
61,80,0.079324,0.071812,0.077303,0.115872
61,80,0.099496,0.092709,0.099495,0.114573
61,80,0.100827,0.105155,0.100888,0.108796
61,80,0.093468,0.105832,0.057974,0.080122
61,80,0.089321,0.100484,0.095182,0.119198
61,90,0.101436,0.104449,0.099853,0.104152
61,90,0.099214,0.116214,0.053516,0.061732
61,90,0.099894,0.096264,0.0977,0.103318
61,90,0.097324,0.105023,0.100702,0.103736
61,90,0.101098,0.110538,0.096187,0.090225
61,90,0.058759,0.078004,0.092812,0.112644
61,90,0.095146,0.11141,0.099865,0.100959
61,90,0.095816,0.106137,0.101608,0.103604
61,90,0.047894,0.064575,0.087819,0.103688
61,90,0.093311,0.099659,0.097729,0.106488
61,90,0.094544,0.104752,0.102102,0.110054
61,90,0.078358,0.075999,0.077639,0.087529
61,90,0.101722,0.099648,0.09865,0.106936
61,90,0.104238,0.101064,0.103529,0.109332
61,90,0.099467,0.100987,0.071657,0.078643
61,100,0.103135,0.093667,0.097592,0.10253
61,100,0.104203,0.103068,0.104738,0.098301
61,100,0.102983,0.106667,0.075212,0.07354
61,100,0.086508,0.110315,0.09455,0.09987
61,100,0.099875,0.107677,0.100674,0.108597
61,100,0.100653,0.107057,0.092316,0.109705
61,100,0.056758,0.063996,0.100462,0.093103
61,100,0.097322,0.101706,0.102524,0.108111
61,100,0.096448,0.10694,0.099568,0.114554
61,100,0.058572,0.068269,0.106242,0.097168
61,100,0.093833,0.111321,0.102536,0.112668
61,100,0.098857,0.106166,0.099288,0.116666
61,100,0.093722,0.101156,0.056415,0.072595
61,100,0.070758,0.073594,0.099285,0.106705
61,100,0.099269,0.105348,0.096225,0.11759
71,80,0.107001,0.137993,0.067838,0.100021
71,80,0.12023,0.136184,0.118116,0.134351
71,80,0.120825,0.139879,0.121198,0.134872
71,80,0.089715,0.093286,0.093113,0.131451
71,80,0.116515,0.128723,0.117581,0.137904
71,80,0.119648,0.138896,0.087406,0.113407
71,80,0.106145,0.122464,0.111118,0.133563
71,80,0.111998,0.136262,0.123191,0.140006
71,80,0.095112,0.106788,0.101835,0.149
71,80,0.110719,0.134153,0.121021,0.138593
71,80,0.127074,0.130351,0.092546,0.113703
71,80,0.10444,0.118124,0.120357,0.149898
71,80,0.113151,0.135447,0.120214,0.13915
71,80,0.093623,0.104719,0.101492,0.118312
71,80,0.113651,0.130622,0.122489,0.149442
71,90,0.1198,0.147176,0.091999,0.105978
71,90,0.101776,0.11597,0.116475,0.134186
71,90,0.122506,0.134721,0.11031,0.133404
71,90,0.098179,0.108317,0.096686,0.11144
71,90,0.118938,0.126298,0.120213,0.137965
71,90,0.12568,0.129633,0.113751,0.116385
71,90,0.103743,0.114235,0.115104,0.131771
71,90,0.126039,0.131713,0.126841,0.132434
71,90,0.112623,0.120213,0.100035,0.115556
71,90,0.114236,0.127693,0.119416,0.134718
71,90,0.111367,0.137751,0.114372,0.129635
71,90,0.084754,0.111263,0.116385,0.141996
71,90,0.121024,0.136518,0.121318,0.13474
71,90,0.112717,0.132698,0.084607,0.116133
71,90,0.120317,0.122099,0.1214,0.150662
71,100,0.118969,0.148951,0.113567,0.13122
71,100,0.083073,0.104866,0.11563,0.130376
71,100,0.122092,0.138048,0.129525,0.13042
71,100,0.122244,0.127738,0.077365,0.097431
71,100,0.121475,0.131077,0.119409,0.14138
71,100,0.125752,0.1333,0.121308,0.132026
71,100,0.079225,0.094779,0.11358,0.137799
71,100,0.121919,0.136805,0.120393,0.138711
71,100,0.121372,0.135976,0.084943,0.102703
71,100,0.109434,0.130765,0.119911,0.137714
71,100,0.117645,0.137405,0.123905,0.140331
71,100,0.087182,0.102901,0.097578,0.138332
71,100,0.108673,0.129376,0.116867,0.140988
71,100,0.120231,0.137245,0.08448,0.114791
71,100,0.107315,0.126325,0.12137,0.14923
81,80,0.156955,0.168577,0.121126,0.141304
81,80,0.128159,0.170347,0.159369,0.161831
81,80,0.153795,0.176683,0.12132,0.137949
81,80,0.138391,0.168885,0.152287,0.172147
81,80,0.152034,0.171569,0.116867,0.14087
81,80,0.154032,0.157876,0.150941,0.1777
81,80,0.149925,0.173217,0.11128,0.147297
81,80,0.148262,0.16118,0.152213,0.179091
81,80,0.153325,0.176921,0.121617,0.14461
81,80,0.137204,0.161264,0.15649,0.172678
81,80,0.156843,0.173535,0.119986,0.139907
81,80,0.14494,0.165068,0.156365,0.18154
81,80,0.15426,0.172212,0.110341,0.138274
81,80,0.151963,0.170515,0.151759,0.200424
81,80,0.152729,0.175759,0.110972,0.162181
81,90,0.148082,0.182701,0.157222,0.169917
81,90,0.152689,0.172504,0.098481,0.147435
81,90,0.149729,0.165316,0.15686,0.177261
81,90,0.154684,0.164142,0.120909,0.141128
81,90,0.150376,0.184705,0.152789,0.173846
81,90,0.147677,0.171653,0.13128,0.138134
81,90,0.15706,0.164043,0.152017,0.174901
81,90,0.146576,0.153731,0.121437,0.137005
81,90,0.150403,0.172595,0.154185,0.179922
81,90,0.131174,0.14356,0.120047,0.165169
81,90,0.156534,0.16358,0.15923,0.175176
81,90,0.122183,0.138291,0.137771,0.182358
81,90,0.153811,0.168533,0.154297,0.17218
81,90,0.118596,0.141531,0.152235,0.167623
81,90,0.150858,0.183403,0.15144,0.188316
81,100,0.112869,0.143469,0.142567,0.157933
81,100,0.155197,0.172543,0.154018,0.173482
81,100,0.121138,0.139235,0.134984,0.168468
81,100,0.152755,0.172549,0.160016,0.168399
81,100,0.118607,0.132176,0.138312,0.17502
81,100,0.155489,0.173365,0.159402,0.173425
81,100,0.109215,0.131989,0.148537,0.174806
81,100,0.153624,0.173943,0.158314,0.17284
81,100,0.109632,0.128954,0.158439,0.170169
81,100,0.149853,0.17402,0.154297,0.175968
81,100,0.10896,0.143444,0.148624,0.169128
81,100,0.153193,0.175755,0.153459,0.178628
81,100,0.109258,0.142514,0.14992,0.172168
81,100,0.154007,0.168173,0.15286,0.175473
81,100,0.138936,0.130309,0.149961,0.188152
91,80,0.189456,0.215827,0.176387,0.179509
91,80,0.192407,0.210601,0.191663,0.2286
91,80,0.146368,0.199189,0.184757,0.20806
91,80,0.194125,0.212568,0.153018,0.175211
91,80,0.17902,0.195515,0.195925,0.234763
