Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAO, time_subproblem_BAO, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
81,90,2,600,0.001217,0.05925,0.017428,0.028907,0.030904,0.04223,0.02676,0.043837,0.028123,0.045299,0.021925,0.056841,0.02817,0.045649,0.024534,0.047323,0.028635,0.048712,0.027688,0.047287
101,90,2,600,0.001863,0.086745,0.022461,0.038649,0.035514,0.071709,0.04167,0.072582,0.037484,0.074566,0.038247,0.070468,0.036228,0.069791,0.039559,0.074793,0.037033,0.071999,0.042201,0.070698
1,90,2,600,0.015331,0.000201,0.019721,0.000216,0.002529,0.000184,0.005626,0.000479,0.005061,0.001268,0.004062,0.00083,0.004784,0.000236,0.003682,0.000154,0.002679,0.001207,0.003915,0.00084
21,90,2,600,0.018326,0.010185,0.022906,0.009572,0.128991,0.00799,0.082504,0.009133,0.013249,0.009514,0.012779,0.012285,0.016338,0.008949,0.011876,0.013173,0.021419,0.011435,0.009163,0.016561
41,90,2,600,0.02483,0.043817,0.041565,0.023698,0.206646,0.044091,0.196547,0.031861,0.026571,0.040245,0.028184,0.03749,0.031045,0.035677,0.029645,0.03043,0.023496,0.032227,0.030273,0.035299
61,90,2,600,0.030063,0.093553,0.04021,0.047469,0.344775,0.070298,0.325704,0.062702,0.044041,0.069835,0.043858,0.063871,0.049428,0.064383,0.04491,0.0664,0.042428,0.070602,0.048293,0.069567
81,90,2,600,0.032727,0.165071,0.041404,0.081365,0.605621,0.10692,0.537321,0.104193,0.077802,0.107916,0.075183,0.116441,0.070106,0.114916,0.073435,0.098397,0.065708,0.107843,0.078352,0.110274
101,90,2,600,0.041275,0.240809,0.047732,0.133386,0.858956,0.157591,0.7098,0.15645,0.096794,0.163022,0.104284,0.160436,0.10627,0.173129,0.102856,0.156378,0.104359,0.160514,0.098115,0.159205
1,90,2,600,0.002416,7e-05,0.000706,4.3e-05,0.001468,0.000205,0.002471,0.000108,0.002022,0.001705,0.000724,0.00023,0.000542,4.7e-05,0.000553,4.7e-05,0.000527,0.000314,0.000704,0.000188
21,90,2,600,0.000767,0.005637,0.003639,0.003176,0.006336,0.007075,0.004656,0.003374,0.002429,0.008787,0.002398,0.007049,0.002562,0.004895,0.002305,0.004787,0.002386,0.004383,0.003138,0.002935
41,90,2,600,0.001789,0.023778,0.000759,0.005612,0.01414,0.013103,0.015488,0.014684,0.008861,0.013249,0.012233,0.015191,0.006798,0.015423,0.008193,0.020367,0.008085,0.01859,0.011039,0.021727
61,90,2,600,0.001485,0.036611,0.001244,0.017052,0.017431,0.032023,0.014319,0.027422,0.015053,0.029077,0.018104,0.031468,0.017805,0.026837,0.022287,0.027424,0.019622,0.024325,0.019034,0.023923
81,90,2,600,0.000804,0.050389,0.019121,0.028783,0.027306,0.044927,0.027041,0.046874,0.024575,0.058463,0.027081,0.04421,0.027894,0.045225,0.028971,0.043436,0.027273,0.048596,0.025358,0.047275
101,90,2,600,0.000904,0.082486,0.019026,0.040374,0.0396,0.06546,0.037991,0.067475,0.035214,0.06997,0.037647,0.067676,0.03568,0.071055,0.037679,0.064169,0.037396,0.076629,0.038088,0.079757
1,90,2,600,0.005946,0.00021,0.008498,0.000109,0.003804,0.000293,0.009561,0.000444,0.002501,0.000775,0.002436,0.000518,0.004478,0.000397,0.006075,0.000116,0.00235,0.00082,0.002556,0.000547
21,90,2,600,0.011246,0.015003,0.008863,0.004463,0.142549,0.008483,0.126475,0.013153,0.016684,0.026899,0.012153,0.014857,0.00791,0.018325,0.012853,0.010605,0.012722,0.014943,0.01205,0.012256
41,90,2,600,0.013723,0.037568,0.011615,0.017871,0.208277,0.040461,0.204278,0.025572,0.027415,0.031352,0.020632,0.030087,0.018762,0.028745,0.019213,0.02868,0.019788,0.029884,0.020537,0.030069
61,90,2,600,0.011812,0.053312,0.016718,0.027779,0.307645,0.050524,0.253056,0.054453,0.038909,0.053752,0.039189,0.057084,0.050047,0.062157,0.04739,0.06314,0.043985,0.066467,0.046281,0.076521
81,90,2,600,0.016536,0.109335,0.020686,0.055226,0.509391,0.094453,0.408783,0.089103,0.057463,0.094093,0.061947,0.091346,0.058344,0.087393,0.064898,0.0952,0.056879,0.088888,0.058932,0.095024
